Date,Adj Close_KDDL.NS,Close_KDDL.NS,High_KDDL.NS,Low_KDDL.NS,Open_KDDL.NS,Volume_KDDL.NS,Date
2021-06-21,345.1583557128906,349.3999938964844,378.0,333.1000061035156,360.0,33967,2021-06-21
2021-06-28,332.908935546875,337.0,350.0,325.0,337.04998779296875,6331,2021-06-28
2021-07-05,322.04241943359375,326.0,339.8500061035156,315.29998779296875,336.0,8032,2021-07-05
2021-07-12,341.15753173828125,345.3500061035156,349.5,309.75,337.95001220703125,18833,2021-07-12
2021-07-19,345.8004455566406,350.04998779296875,373.95001220703125,330.5,330.5,27546,2021-07-19
2021-07-26,362.0507507324219,366.5,370.0,341.79998779296875,351.04998779296875,32572,2021-07-26
2021-08-02,330.3404235839844,334.3999938964844,386.70001220703125,326.5,375.8999938964844,70510,2021-08-02
2021-08-09,350.3940734863281,354.70001220703125,362.45001220703125,322.5,332.0,63391,2021-08-09
2021-08-16,364.61920166015625,369.1000061035156,384.5,349.95001220703125,354.70001220703125,43207,2021-08-16
2021-08-23,405.76361083984375,410.75,430.0,355.04998779296875,373.79998779296875,65789,2021-08-23
2021-08-30,436.3379211425781,441.70001220703125,459.0,372.25,417.75,127261,2021-08-30
2021-09-06,412.8267822265625,417.8999938964844,472.8999938964844,410.04998779296875,449.29998779296875,50130,2021-09-06
2021-09-13,421.66815185546875,426.8500061035156,454.5,408.0,422.8999938964844,47191,2021-09-13
2021-09-20,416.32171630859375,420.0,446.04998779296875,411.0,430.25,60420,2021-09-20
2021-09-27,438.3768615722656,442.25,488.0,421.1499938964844,425.0,99184,2021-09-27
2021-10-04,449.0822448730469,453.04998779296875,468.29998779296875,426.8500061035156,448.8999938964844,25385,2021-10-04
2021-10-11,513.3643188476562,517.9000244140625,529.6500244140625,438.29998779296875,454.04998779296875,222500,2021-10-11
2021-10-18,480.6533508300781,484.8999938964844,558.5999755859375,456.79998779296875,525.0,333037,2021-10-18
2021-10-25,596.0338745117188,601.2999877929688,635.0,463.5,482.75,482903,2021-10-25
2021-11-01,597.520751953125,602.7999877929688,629.9000244140625,550.0999755859375,591.1500244140625,97395,2021-11-01
2021-11-08,591.9202270507812,597.1500244140625,630.0,572.9500122070312,600.7999877929688,161764,2021-11-08
2021-11-15,656.4501342773438,662.25,715.9000244140625,580.0999755859375,618.0,470438,2021-11-15
2021-11-22,618.2377319335938,623.7000122070312,679.0499877929688,603.9500122070312,673.0,140172,2021-11-22
2021-11-29,828.33154296875,835.6500244140625,948.4000244140625,589.4500122070312,605.0999755859375,717088,2021-11-29
2021-12-06,865.05712890625,872.7000122070312,960.0,839.9500122070312,839.9500122070312,341033,2021-12-06
2021-12-13,889.441650390625,897.2999877929688,949.5,828.0,879.0499877929688,304751,2021-12-13
2021-12-20,793.9354248046875,800.9500122070312,894.9500122070312,790.75,894.0,146573,2021-12-20
2021-12-27,914.966064453125,923.0499877929688,929.8499755859375,760.0999755859375,805.0,136830,2021-12-27
2022-01-03,967.3533325195312,975.9000244140625,1042.0,911.0,920.5,303604,2022-01-03
2022-01-10,986.7319946289062,995.4500122070312,1030.0,970.0,998.0,111357,2022-01-10
2022-01-17,968.98876953125,977.5499877929688,1020.0,930.5999755859375,988.0,132115,2022-01-17
2022-01-24,1019.4429931640625,1028.449951171875,1049.0,911.0,984.2000122070312,123882,2022-01-24
2022-01-31,1069.996337890625,1079.449951171875,1191.0,984.7999877929688,1130.9000244140625,230957,2022-01-31
2022-02-07,1024.498291015625,1033.550048828125,1129.6500244140625,1004.5,1084.800048828125,76463,2022-02-07
2022-02-14,941.4818115234375,949.7999877929688,1010.1500244140625,881.1500244140625,1001.0,127892,2022-02-14
2022-02-21,813.6611328125,820.8499755859375,958.9000244140625,762.0,958.9000244140625,75833,2022-02-21
2022-02-28,803.8478393554688,810.9500122070312,850.0,780.0,814.0,65508,2022-02-28
2022-03-07,827.8358764648438,835.1500244140625,873.9000244140625,751.3499755859375,780.0,61778,2022-03-07
2022-03-14,892.9109497070312,900.7999877929688,911.0,820.0,859.9500122070312,39900,2022-03-14
2022-03-21,925.5228271484375,933.7000122070312,943.0,865.25,909.4500122070312,46637,2022-03-21
2022-03-28,1031.23876953125,1040.3499755859375,1050.449951171875,935.0499877929688,957.75,112772,2022-03-28
2022-04-04,991.6882934570312,1000.4500122070312,1049.949951171875,969.0,1040.3499755859375,50542,2022-04-04
2022-04-11,1077.381103515625,1086.9000244140625,1097.550048828125,986.5,1018.7999877929688,54315,2022-04-11
2022-04-18,1020.6325073242188,1029.6500244140625,1142.199951171875,1003.6500244140625,1088.0,60617,2022-04-18
2022-04-25,931.2720336914062,939.5,1071.4000244140625,930.0,1005.0,48542,2022-04-25
2022-05-02,894.9429931640625,902.8499755859375,938.8499755859375,856.25,912.2000122070312,29615,2022-05-02
2022-05-09,844.042724609375,851.5,900.8499755859375,770.0,891.5,44353,2022-05-09
2022-05-16,829.3724365234375,836.7000122070312,924.0,815.5,844.9500122070312,40762,2022-05-16
2022-05-23,700.4613037109375,706.6500244140625,836.7000122070312,677.2999877929688,836.7000122070312,53136,2022-05-23
2022-05-30,674.4412231445312,680.4000244140625,798.9500122070312,680.4000244140625,707.0499877929688,73034,2022-05-30
2022-06-06,711.3650512695312,717.6500244140625,717.6500244140625,644.0,680.0,49890,2022-06-06
2022-06-13,628.447509765625,634.0,712.0499877929688,594.1500244140625,712.0499877929688,41388,2022-06-13
2022-06-20,685.6422119140625,691.7000122070312,705.5499877929688,610.2999877929688,619.5999755859375,31673,2022-06-20
2022-06-27,653.6251831054688,659.4000244140625,715.4000244140625,640.2999877929688,715.3499755859375,10462,2022-06-27
2022-07-04,670.971923828125,676.9000244140625,690.5499877929688,652.5,669.5,12702,2022-07-04
2022-07-11,660.2168579101562,666.0499877929688,710.0499877929688,653.2999877929688,675.0,17667,2022-07-11
2022-07-18,717.0150756835938,723.3499755859375,726.8499755859375,655.0999755859375,669.7000122070312,34376,2022-07-18
2022-07-25,787.0958251953125,794.0499877929688,821.5499877929688,720.0,724.0499877929688,53451,2022-07-25
2022-08-01,774.65576171875,781.5,869.9000244140625,765.0,833.75,96961,2022-08-01
2022-08-08,771.830810546875,778.6500244140625,834.9500122070312,750.5,771.2999877929688,55833,2022-08-08
2022-08-15,789.9208984375,796.9000244140625,827.9000244140625,778.6500244140625,778.6500244140625,34123,2022-08-15
2022-08-22,894.7447509765625,902.6500244140625,999.0,755.0,790.25,527196,2022-08-22
2022-08-29,925.1262817382812,933.2999877929688,987.9000244140625,855.0499877929688,898.0,94986,2022-08-29
2022-09-05,914.0244140625,922.0999755859375,975.0,916.5,932.0,124967,2022-09-05
2022-09-12,883.543701171875,891.3499755859375,960.0,850.0,935.9500122070312,68333,2022-09-12
2022-09-19,870.907470703125,875.7000122070312,929.1500244140625,865.0,904.5999755859375,85893,2022-09-19
2022-09-26,930.4298706054688,935.5499877929688,960.5,831.8499755859375,873.75,636746,2022-09-26
2022-10-03,1077.321533203125,1083.25,1140.0,949.5999755859375,949.5999755859375,455137,2022-10-03
2022-10-10,1051.513671875,1057.300048828125,1129.0,1030.3499755859375,1069.949951171875,282535,2022-10-10
2022-10-17,1006.8095092773438,1012.3499755859375,1155.9000244140625,1001.3499755859375,1061.4000244140625,261680,2022-10-17
2022-10-24,1004.9696655273438,1010.5,1039.9000244140625,973.1500244140625,1030.5,63181,2022-10-24
2022-10-31,1052.3092041015625,1058.0999755859375,1072.0,967.0,1014.0,135235,2022-10-31
2022-11-07,954.248779296875,959.5,1032.0999755859375,951.9500122070312,1032.0999755859375,319083,2022-11-07
2022-11-14,948.0330810546875,953.25,1015.4500122070312,906.5999755859375,973.9000244140625,120533,2022-11-14
2022-11-21,964.6416625976562,969.9500122070312,978.7000122070312,932.1500244140625,944.0,75889,2022-11-21
2022-11-28,1007.1575927734375,1012.7000122070312,1051.0999755859375,969.4000244140625,970.0,98623,2022-11-28
2022-12-05,1013.92041015625,1019.5,1043.9000244140625,958.5499877929688,1015.0,122235,2022-12-05
2022-12-12,1021.2799072265625,1026.9000244140625,1079.0,991.0,1034.800048828125,72541,2022-12-12
2022-12-19,977.8190307617188,983.2000122070312,1125.0,974.1500244140625,1020.25,188362,2022-12-19
2022-12-26,1043.7064208984375,1049.449951171875,1079.75,949.25,965.9000244140625,67926,2022-12-26
2023-01-02,1025.854736328125,1031.5,1077.75,1004.0499877929688,1055.0,51392,2023-01-02
2023-01-09,1027.4957275390625,1033.1500244140625,1047.949951171875,1007.5499877929688,1025.800048828125,31788,2023-01-09
2023-01-16,1028.639404296875,1034.300048828125,1092.800048828125,1019.2999877929688,1064.0,120428,2023-01-16
2023-01-23,1031.0262451171875,1036.699951171875,1057.9000244140625,1007.5,1034.300048828125,82345,2023-01-23
2023-01-30,1041.4190673828125,1047.1500244140625,1124.8499755859375,1024.050048828125,1031.0,225659,2023-01-30
2023-02-06,1110.9366455078125,1117.050048828125,1125.0,1034.5,1062.8499755859375,160032,2023-02-06
2023-02-13,1163.845458984375,1170.25,1233.050048828125,1125.0,1149.0999755859375,268128,2023-02-13
2023-02-20,1099.6485595703125,1105.699951171875,1216.199951171875,1041.1500244140625,1178.800048828125,258596,2023-02-20
2023-02-27,1069.3653564453125,1075.25,1108.949951171875,1007.0,1108.0,153410,2023-02-27
2023-03-06,1059.7183837890625,1065.550048828125,1130.9000244140625,1035.0,1084.9000244140625,63075,2023-03-06
2023-03-13,1032.1202392578125,1037.800048828125,1065.0,976.1500244140625,1055.0,71508,2023-03-13
2023-03-20,1029.9820556640625,1035.6500244140625,1087.449951171875,990.1500244140625,1030.9000244140625,77272,2023-03-20
2023-03-27,1021.84814453125,1025.5,1041.949951171875,988.0,1031.0999755859375,68249,2023-03-27
2023-04-03,1076.253662109375,1080.0999755859375,1110.0,1020.5499877929688,1034.0,64893,2023-04-03
2023-04-10,1080.438720703125,1084.300048828125,1124.8499755859375,1062.0,1086.050048828125,32766,2023-04-10
2023-04-17,1085.3211669921875,1089.199951171875,1147.0,1071.0999755859375,1083.050048828125,124649,2023-04-17
2023-04-24,1117.80517578125,1121.800048828125,1149.0,1080.050048828125,1094.0,73947,2023-04-24
2023-05-01,1150.8370361328125,1154.949951171875,1274.949951171875,1121.800048828125,1121.800048828125,173883,2023-05-01
2023-05-08,1172.5096435546875,1176.699951171875,1199.699951171875,1115.0,1158.699951171875,86815,2023-05-08
2023-05-15,1054.8302001953125,1058.5999755859375,1228.0,1047.0,1228.0,147654,2023-05-15
2023-05-22,1119.3494873046875,1123.3499755859375,1133.050048828125,1032.0,1061.0,138343,2023-05-22
2023-05-29,1298.1605224609375,1302.800048828125,1325.5999755859375,1070.0,1075.800048828125,1101590,2023-05-29
2023-06-05,1385.9468994140625,1390.9000244140625,1404.8499755859375,1275.0,1351.0,495486,2023-06-05
2023-06-12,1353.712158203125,1358.550048828125,1485.0,1350.0,1390.9000244140625,306899,2023-06-12
2023-06-19,1354.359619140625,1359.199951171875,1396.4000244140625,1312.050048828125,1376.0,182245,2023-06-19
2023-06-26,1362.829345703125,1367.699951171875,1398.0,1350.0999755859375,1372.5,77319,2023-06-26
2023-07-03,1464.96435546875,1470.199951171875,1518.800048828125,1354.550048828125,1381.75,306046,2023-07-03
2023-07-10,1464.71533203125,1469.949951171875,1520.0,1450.949951171875,1484.75,126280,2023-07-10
2023-07-17,1449.6689453125,1454.8499755859375,1521.0,1445.050048828125,1488.0999755859375,74193,2023-07-17
2023-07-24,1561.5194091796875,1567.0999755859375,1625.800048828125,1444.8499755859375,1444.8499755859375,163315,2023-07-24
2023-07-31,1592.408935546875,1598.0999755859375,1663.300048828125,1501.0,1581.9000244140625,156338,2023-07-31
2023-08-07,1839.027587890625,1845.5999755859375,1863.0,1581.3499755859375,1619.0,175433,2023-08-07
2023-08-14,1934.735595703125,1941.6500244140625,2149.89990234375,1871.300048828125,2099.85009765625,302031,2023-08-14
2023-08-21,1887.8033447265625,1894.550048828125,1998.800048828125,1857.0,1958.0,146779,2023-08-21
2023-08-28,1885.611083984375,1892.3499755859375,1971.5999755859375,1780.699951171875,1916.949951171875,188033,2023-08-28
2023-09-04,1876.842529296875,1883.550048828125,1920.0,1825.6500244140625,1897.949951171875,109330,2023-09-04
2023-09-11,1979.3759765625,1986.449951171875,2036.800048828125,1741.550048828125,1886.0,153181,2023-09-11
2023-09-18,2002.543212890625,2009.699951171875,2235.0,1961.0,1976.0,234479,2023-09-18
2023-09-25,2030.428955078125,2035.699951171875,2079.0,1975.0,2009.699951171875,77043,2023-09-25
2023-10-02,2043.79443359375,2049.10009765625,2109.949951171875,2011.300048828125,2035.699951171875,91672,2023-10-02
2023-10-09,2126.3798828125,2131.89990234375,2202.949951171875,1963.0,2049.10009765625,123660,2023-10-09
2023-10-16,1975.671142578125,1980.800048828125,2163.89990234375,1922.0,2153.0,158311,2023-10-16
2023-10-23,2171.26318359375,2176.89990234375,2190.0,1826.449951171875,1975.0,349448,2023-10-23
2023-10-30,2377.37841796875,2383.550048828125,2600.0,2136.35009765625,2190.75,401139,2023-10-30
2023-11-06,2528.436279296875,2535.0,2555.0,2340.0,2408.0,119595,2023-11-06
2023-11-13,2843.2685546875,2850.64990234375,2989.64990234375,2580.10009765625,2655.0,146476,2023-11-13
2023-11-20,2806.514404296875,2813.800048828125,3119.89990234375,2741.0,2882.14990234375,117466,2023-11-20
2023-11-27,2959.068115234375,2966.75,3078.0,2813.800048828125,2813.800048828125,49981,2023-11-27
2023-12-04,2607.43115234375,2614.199951171875,3044.949951171875,2589.89990234375,3012.050048828125,146207,2023-12-04
2023-12-11,2730.810791015625,2737.89990234375,2830.0,2592.050048828125,2600.0,69488,2023-12-11
2023-12-18,2674.207763671875,2681.14990234375,2749.0,2584.050048828125,2705.14990234375,66868,2023-12-18
2023-12-25,2834.242431640625,2841.60009765625,2884.35009765625,2670.0,2681.14990234375,49902,2023-12-25
2024-01-01,2827.31005859375,2834.64990234375,3014.89990234375,2760.0,2841.60009765625,69763,2024-01-01
2024-01-08,2779.833740234375,2787.050048828125,2867.89990234375,2711.0,2834.64990234375,39233,2024-01-08
2024-01-15,2814.892578125,2822.199951171875,2892.0,2700.0,2804.85009765625,53594,2024-01-15
2024-01-22,2862.419189453125,2869.85009765625,2924.85009765625,2812.35009765625,2822.199951171875,38778,2024-01-22
2024-01-29,2722.9658203125,2726.25,2934.949951171875,2705.64990234375,2913.35009765625,56038,2024-01-29
2024-02-05,2678.469482421875,2681.699951171875,2825.0,2670.0,2765.0,37695,2024-02-05
2024-02-12,2561.6103515625,2564.699951171875,2722.89990234375,2430.0,2722.14990234375,76669,2024-02-12
2024-02-19,2659.142822265625,2662.35009765625,2715.0,2490.10009765625,2594.60009765625,58739,2024-02-19
2024-02-26,2596.568115234375,2599.699951171875,2737.60009765625,2550.0,2703.10009765625,50581,2024-02-26
2024-03-04,2419.431884765625,2422.35009765625,2699.0,2255.800048828125,2675.0,76395,2024-03-04
2024-03-11,2379.579833984375,2382.449951171875,2559.35009765625,2092.050048828125,2465.89990234375,129047,2024-03-11
2024-03-18,2469.1220703125,2472.10009765625,2522.14990234375,2360.0,2445.0,60743,2024-03-18
2024-03-25,2449.2958984375,2452.25,2515.25,2323.35009765625,2472.050048828125,35492,2024-03-25
2024-04-01,2457.735595703125,2460.699951171875,2535.0,2355.0,2452.25,56879,2024-04-01
2024-04-08,2679.7177734375,2682.949951171875,2841.199951171875,2455.050048828125,2499.800048828125,76991,2024-04-08
2024-04-15,2518.911865234375,2521.949951171875,2685.0,2488.050048828125,2607.75,89956,2024-04-15
2024-04-22,2594.22119140625,2597.35009765625,2675.0,2466.699951171875,2539.60009765625,61832,2024-04-22
2024-04-29,2551.572509765625,2554.64990234375,2649.0,2510.0,2619.449951171875,38472,2024-04-29
2024-05-06,2423.077392578125,2426.0,2623.949951171875,2338.050048828125,2560.0,53484,2024-05-06
2024-05-13,2591.07470703125,2594.199951171875,2897.949951171875,2360.0,2425.949951171875,234973,2024-05-13
2024-05-20,2508.424560546875,2511.449951171875,2636.0,2500.0,2628.0,50524,2024-05-20
2024-05-27,2513.21875,2516.25,2633.949951171875,2424.5,2509.0,93359,2024-05-27
2024-06-03,2550.8232421875,2553.89990234375,2632.5,2254.699951171875,2566.550048828125,119278,2024-06-03
2024-06-10,2677.969970703125,2681.199951171875,2721.949951171875,2553.89990234375,2553.89990234375,81393,2024-06-10
2024-06-17,2705.636474609375,2708.89990234375,2842.0,2631.050048828125,2683.25,67788,2024-06-17
2024-06-24,3224.161376953125,3228.050048828125,3487.0,2673.050048828125,2713.89990234375,375305,2024-06-24
2024-07-01,3307.2109375,3311.199951171875,3399.0,3080.0,3227.0,132350,2024-07-01
2024-07-08,3357.250732421875,3361.300048828125,3445.0,3251.0,3345.89990234375,217913,2024-07-08
2024-07-15,3238.39404296875,3242.300048828125,3383.949951171875,3226.10009765625,3361.300048828125,66201,2024-07-15
2024-07-22,3385.067138671875,3389.14990234375,3568.0,3193.25,3232.0,107415,2024-07-22
2024-07-29,3404.793212890625,3408.89990234375,3549.949951171875,3371.64990234375,3404.0,53937,2024-07-29
2024-08-05,3581.780029296875,3586.10009765625,3611.0,3250.39990234375,3300.050048828125,92035,2024-08-05
2024-08-12,3253.326171875,3257.25,3620.0,3212.550048828125,3585.0,131434,2024-08-12
2024-08-19,3278.845458984375,3282.800048828125,3325.0,3070.0,3250.050048828125,239317,2024-08-19
2024-08-26,3176.46875,3180.300048828125,3328.89990234375,3114.449951171875,3282.800048828125,92299,2024-08-26
2024-09-02,3218.14990234375,3218.14990234375,3344.89990234375,3127.64990234375,3184.949951171875,74220,2024-09-02
2024-09-09,3486.050048828125,3486.050048828125,3815.25,3116.60009765625,3218.14990234375,304551,2024-09-09
2024-09-16,2853.39990234375,2853.39990234375,3380.0,2830.0,3360.0,405724,2024-09-16
2024-09-23,3017.5,3017.5,3123.89990234375,2845.550048828125,2917.85009765625,246673,2024-09-23
2024-09-30,2969.699951171875,2969.699951171875,3100.050048828125,2901.0,3001.0,67013,2024-09-30
2024-10-07,2980.89990234375,2980.89990234375,3026.10009765625,2735.10009765625,3010.0,111941,2024-10-07
2024-10-14,2885.800048828125,2885.800048828125,3009.800048828125,2851.14990234375,3009.800048828125,66430,2024-10-14
2024-10-21,2428.949951171875,2428.949951171875,2897.89990234375,2405.5,2895.949951171875,119107,2024-10-21
2024-10-28,2649.449951171875,2649.449951171875,2675.0,2394.14990234375,2447.949951171875,81011,2024-10-28
2024-11-04,2740.85009765625,2740.85009765625,2792.39990234375,2545.0,2622.949951171875,47482,2024-11-04
2024-11-11,2734.64990234375,2734.64990234375,2908.0,2495.050048828125,2699.75,124484,2024-11-11
2024-11-18,2687.800048828125,2687.800048828125,2860.0,2654.75,2733.25,46793,2024-11-18
2024-11-25,2832.75,2832.75,2925.0,2608.14990234375,2714.0,63559,2024-11-25
2024-12-02,2942.199951171875,2942.199951171875,2969.75,2764.85009765625,2834.89990234375,73857,2024-12-02
2024-12-09,2997.75,2997.75,3050.0,2884.75,2942.199951171875,50104,2024-12-09
2024-12-16,3070.0,3070.0,3138.89990234375,2959.300048828125,3043.35009765625,56478,2024-12-16
2024-12-23,2985.300048828125,2985.300048828125,3098.89990234375,2958.0,3077.699951171875,27343,2024-12-23
2024-12-30,2974.35009765625,2974.35009765625,3134.89990234375,2929.64990234375,3020.0,52858,2024-12-30
2025-01-06,2798.35009765625,2798.35009765625,3010.0,2700.10009765625,2960.35009765625,36511,2025-01-06
2025-01-13,2743.050048828125,2743.050048828125,2810.0,2631.050048828125,2810.0,32416,2025-01-13
2025-01-20,2435.25,2435.25,2749.0,2415.0,2733.800048828125,40832,2025-01-20
2025-01-27,2396.39990234375,2396.39990234375,2448.10009765625,2160.39990234375,2435.25,60856,2025-01-27
2025-02-03,2295.25,2295.25,2434.199951171875,2253.75,2428.0,55551,2025-02-03
2025-02-10,2129.0,2129.0,2297.949951171875,2051.050048828125,2295.0,59640,2025-02-10
2025-02-17,2976.550048828125,2976.550048828125,3043.0,2050.0,2129.0,222224,2025-02-17
2025-02-24,2953.5,2953.5,3148.0,2650.0,2856.0,131761,2025-02-24
2025-03-03,3044.35009765625,3044.35009765625,3070.0,2501.199951171875,2995.0,126494,2025-03-03
2025-03-10,2897.050048828125,2897.050048828125,3044.949951171875,2800.0,3000.0,43634,2025-03-10
2025-03-17,3283.85009765625,3283.85009765625,3308.199951171875,2850.0,2940.5,86752,2025-03-17
2025-03-24,3267.300048828125,3267.300048828125,3351.0,3052.39990234375,3251.0,99570,2025-03-24
2025-03-31,2828.64990234375,2828.64990234375,3279.949951171875,2784.0,3267.300048828125,54420,2025-03-31
2025-04-07,2601.35009765625,2601.35009765625,2800.0,2543.14990234375,2575.25,82556,2025-04-07
2025-04-14,2917.0,2917.0,2981.89990234375,2608.60009765625,2645.0,40616,2025-04-14
2025-04-21,2806.5,2806.5,3110.89990234375,2775.0,2969.800048828125,68310,2025-04-21
2025-04-28,2614.0,2614.0,2800.10009765625,2579.89990234375,2800.10009765625,36828,2025-04-28
2025-05-05,2523.60009765625,2523.60009765625,2719.10009765625,2470.0,2620.199951171875,63575,2025-05-05
2025-05-12,2738.10009765625,2738.10009765625,2786.89990234375,2600.0,2638.0,64839,2025-05-12
2025-05-19,2680.300048828125,2680.300048828125,2890.0,2590.199951171875,2770.0,118008,2025-05-19
2025-05-26,2665.10009765625,2665.10009765625,2749.89990234375,2650.0,2680.300048828125,43859,2025-05-26
2025-06-02,2646.800048828125,2646.800048828125,2706.0,2602.5,2673.5,53828,2025-06-02
2025-06-09,2493.89990234375,2493.89990234375,2678.699951171875,2410.0,2646.800048828125,93064,2025-06-09
2025-06-16,2737.0,2737.0,3079.800048828125,2494.800048828125,2495.699951171875,589874,2025-06-16
2025-06-23,2653.0,2653.0,2830.0,2638.0,2730.0,121051,2025-06-23
2025-06-30,2820.0,2820.0,2914.699951171875,2658.5,2679.5,143906,2025-06-30
2025-07-07,2705.800048828125,2705.800048828125,2864.89990234375,2675.10009765625,2848.199951171875,82790,2025-07-07
2025-07-14,2777.89990234375,2777.89990234375,2795.0,2672.800048828125,2705.800048828125,25954,2025-07-14
