Date,Adj Close_GANECOS.NS,Close_GANECOS.NS,High_GANECOS.NS,Low_GANECOS.NS,Open_GANECOS.NS,Volume_GANECOS.NS,Date
2021-10-25,496.53289794921875,500.29998779296875,521.0,491.0,497.04998779296875,178879,2021-10-25
2021-11-01,502.3885192871094,506.20001220703125,509.0,493.0,507.5,45287,2021-11-01
2021-11-08,496.9795227050781,500.75,513.0,498.0,510.0,84689,2021-11-08
2021-11-15,507.2515869140625,511.1000061035156,516.0499877929688,490.70001220703125,507.0,104905,2021-11-15
2021-11-22,482.39019775390625,486.04998779296875,515.3499755859375,485.0,507.6000061035156,105061,2021-11-22
2021-11-29,480.7030029296875,484.3500061035156,497.3999938964844,470.54998779296875,490.0,61736,2021-11-29
2021-12-06,492.86077880859375,496.6000061035156,500.0,477.1000061035156,484.79998779296875,63354,2021-12-06
2021-12-13,478.5195617675781,482.1499938964844,519.0,477.6000061035156,495.5,80291,2021-12-13
2021-12-20,498.7659606933594,502.54998779296875,518.0,454.95001220703125,474.0,183590,2021-12-20
2021-12-27,505.56439208984375,509.3999938964844,515.8499755859375,492.70001220703125,502.6000061035156,91087,2021-12-27
2022-01-03,575.2854614257812,579.6500244140625,623.9500122070312,512.0999755859375,512.0999755859375,2208583,2022-01-03
2022-01-10,567.6434326171875,571.9500122070312,596.0,555.0,581.5,300138,2022-01-10
2022-01-17,643.0711669921875,647.9500122070312,688.0,573.75,575.0,1046693,2022-01-17
2022-01-24,603.769287109375,608.3499755859375,657.5499877929688,580.0999755859375,650.0,996073,2022-01-24
2022-01-31,721.5755004882812,727.0499877929688,742.0,613.25,618.0,1344724,2022-01-31
2022-02-07,684.7549438476562,689.9500122070312,732.9500122070312,682.4000244140625,705.0,437931,2022-02-07
2022-02-14,645.4530639648438,650.3499755859375,689.4500122070312,640.0999755859375,675.0,244614,2022-02-14
2022-02-21,603.918212890625,608.5,660.0,591.25,645.0,439283,2022-02-21
2022-02-28,622.9736328125,627.7000122070312,638.8499755859375,600.0,616.0,215160,2022-02-28
2022-03-07,705.5471801757812,710.9000244140625,744.4000244140625,610.0,623.9500122070312,848461,2022-03-07
2022-03-14,727.3815307617188,732.9000244140625,748.7000122070312,697.2000122070312,713.0,319498,2022-03-14
2022-03-21,713.0899658203125,718.5,763.7000122070312,711.0999755859375,738.7000122070312,416984,2022-03-21
2022-03-28,714.9756469726562,720.4000244140625,744.9000244140625,702.5,724.5,183485,2022-03-28
2022-04-04,715.2237548828125,720.6500244140625,738.0,705.0999755859375,725.0999755859375,169490,2022-04-04
2022-04-11,722.9650268554688,728.4500122070312,788.4000244140625,714.9500122070312,724.0999755859375,511144,2022-04-11
2022-04-18,719.739501953125,725.2000122070312,755.0,682.25,728.4500122070312,299018,2022-04-18
2022-04-25,707.581787109375,712.9500122070312,736.9500122070312,707.75,720.0,127469,2022-04-25
2022-05-02,675.4256591796875,680.5499877929688,720.0,665.0,700.0,136407,2022-05-02
2022-05-09,673.1430053710938,678.25,692.0499877929688,657.0,678.8499755859375,391559,2022-05-09
2022-05-16,695.87060546875,701.1500244140625,719.0,679.3499755859375,690.4000244140625,102242,2022-05-16
2022-05-23,623.2713012695312,628.0,716.0999755859375,610.75,716.0999755859375,140395,2022-05-23
2022-05-30,611.7587280273438,616.4000244140625,655.0,605.25,630.0,83388,2022-05-30
2022-06-06,645.651611328125,650.5499877929688,654.7999877929688,610.0,619.9500122070312,138175,2022-06-06
2022-06-13,587.4432373046875,591.9000244140625,655.4000244140625,584.9000244140625,641.0,167923,2022-06-13
2022-06-20,551.2180786132812,555.4000244140625,606.7000122070312,543.0,594.7999877929688,132661,2022-06-20
2022-06-27,587.939453125,592.4000244140625,610.2999877929688,559.0,559.75,231856,2022-06-27
2022-07-04,600.444580078125,605.0,611.3499755859375,588.2000122070312,591.5,102764,2022-07-04
2022-07-11,592.951416015625,597.4500122070312,625.4000244140625,575.9500122070312,605.0,145993,2022-07-11
2022-07-18,615.232421875,619.9000244140625,623.7999877929688,588.9500122070312,603.3499755859375,75150,2022-07-18
2022-07-25,628.2832641601562,633.0499877929688,655.7999877929688,604.1500244140625,619.9000244140625,139074,2022-07-25
2022-08-01,627.4893798828125,632.25,645.0,609.0499877929688,634.9000244140625,201998,2022-08-01
2022-08-08,641.8306274414062,646.7000122070312,674.4000244140625,613.5999755859375,635.3499755859375,167501,2022-08-08
2022-08-15,619.9465942382812,624.6500244140625,660.0,615.25,646.7000122070312,76956,2022-08-15
2022-08-22,640.2426147460938,645.0999755859375,657.0,610.25,624.0,142800,2022-08-22
2022-08-29,627.8864135742188,632.6500244140625,678.0,625.0,625.0,133937,2022-08-29
2022-09-05,652.1522827148438,657.0999755859375,688.0,618.9000244140625,640.0,456528,2022-09-05
2022-09-12,624.9089965820312,629.6500244140625,685.0,625.0,661.5,215472,2022-09-12
2022-09-19,615.5797729492188,620.25,649.0,616.0,639.0,107017,2022-09-19
2022-09-26,624.8828125,627.5999755859375,639.0499877929688,597.0499877929688,611.0,139098,2022-09-26
2022-10-03,695.3265380859375,698.3499755859375,713.0,615.25,622.0,288373,2022-10-03
2022-10-10,756.9087524414062,760.2000122070312,794.0,696.0,698.3499755859375,752017,2022-10-10
2022-10-17,787.575439453125,791.0,809.8499755859375,754.8499755859375,760.0,334980,2022-10-17
2022-10-24,794.1966552734375,797.6500244140625,811.0,775.0499877929688,804.9000244140625,294250,2022-10-24
2022-10-31,845.7723388671875,849.4500122070312,859.0,794.2000122070312,801.0,931540,2022-10-31
2022-11-07,831.5841064453125,835.2000122070312,863.9000244140625,812.0,857.0,376745,2022-11-07
2022-11-14,878.5797119140625,882.4000244140625,899.8499755859375,819.2000122070312,839.0,484706,2022-11-14
2022-11-21,909.8436889648438,913.7999877929688,924.9000244140625,870.0,885.0,400779,2022-11-21
2022-11-28,886.4454956054688,890.2999877929688,930.0,885.1500244140625,914.7999877929688,236676,2022-11-28
2022-12-05,905.3632202148438,909.2999877929688,940.0,882.0,882.0,265632,2022-12-05
2022-12-12,934.7354736328125,938.7999877929688,954.9500122070312,901.25,917.25,405868,2022-12-12
2022-12-19,849.6056518554688,853.2999877929688,970.9500122070312,848.25,938.7999877929688,452575,2022-12-19
2022-12-26,920.3978881835938,924.4000244140625,934.7000122070312,842.4000244140625,851.0499877929688,235657,2022-12-26
2023-01-02,892.5689086914062,896.4500122070312,950.0,820.0,928.9500122070312,117642,2023-01-02
2023-01-09,897.0493774414062,900.9500122070312,914.9500122070312,881.1500244140625,901.0,227899,2023-01-09
2023-01-16,876.3394775390625,880.1500244140625,909.0999755859375,873.0,900.9500122070312,157551,2023-01-16
2023-01-23,877.4844970703125,881.2999877929688,904.0,855.0,884.5999755859375,143851,2023-01-23
2023-01-30,889.4324951171875,893.2999877929688,911.75,867.2000122070312,890.0,154489,2023-01-30
2023-02-06,876.0407104492188,879.8499755859375,905.9000244140625,871.0999755859375,896.9500122070312,105703,2023-02-06
2023-02-13,854.9325561523438,858.6500244140625,899.75,850.0499877929688,884.25,107657,2023-02-13
2023-02-20,870.4649658203125,874.25,878.7999877929688,822.25,857.6500244140625,150803,2023-02-20
2023-02-27,857.0234375,860.75,897.9000244140625,850.7000122070312,874.25,76135,2023-02-27
2023-03-06,853.9368286132812,857.6500244140625,889.9000244140625,851.0499877929688,862.0,48881,2023-03-06
2023-03-13,829.941162109375,833.5499877929688,869.9000244140625,799.0,861.9000244140625,187803,2023-03-13
2023-03-20,835.5667114257812,839.2000122070312,852.0499877929688,805.5,836.7999877929688,78827,2023-03-20
2023-03-27,840.6943359375,844.3499755859375,855.0,815.0499877929688,826.0,73199,2023-03-27
2023-04-03,921.4931030273438,925.5,948.4000244140625,838.4000244140625,846.0,301231,2023-04-03
2023-04-10,931.8978271484375,935.9500122070312,953.0,912.1500244140625,924.75,174341,2023-04-10
2023-04-17,923.0861206054688,927.0999755859375,953.0,912.9500122070312,935.0,106719,2023-04-17
2023-04-24,992.484375,996.7999877929688,1020.2000122070312,930.3499755859375,934.5499877929688,424154,2023-04-24
2023-05-01,1062.8284912109375,1067.449951171875,1089.9000244140625,987.2000122070312,996.7999877929688,258976,2023-05-01
2023-05-08,1070.146728515625,1074.800048828125,1116.0,1057.0,1078.9000244140625,273500,2023-05-08
2023-05-15,1038.036376953125,1042.550048828125,1094.75,1033.1500244140625,1076.0,156150,2023-05-15
2023-05-22,974.612060546875,978.8499755859375,1054.6500244140625,955.0499877929688,1049.949951171875,263458,2023-05-22
2023-05-29,970.8285522460938,975.0499877929688,998.4000244140625,941.0,978.7999877929688,154634,2023-05-29
2023-06-05,1048.391357421875,1052.949951171875,1059.9000244140625,970.0,975.0,305569,2023-06-05
2023-06-12,1035.9454345703125,1040.449951171875,1095.800048828125,1025.5,1059.9000244140625,235847,2023-06-12
2023-06-19,1084.7830810546875,1089.5,1139.449951171875,1030.0999755859375,1049.0,373662,2023-06-19
2023-06-26,1076.0211181640625,1080.699951171875,1147.949951171875,1076.300048828125,1100.4000244140625,269035,2023-06-26
2023-07-03,1013.4432373046875,1017.8499755859375,1099.9000244140625,1001.0,1082.050048828125,273571,2023-07-03
2023-07-10,1035.14892578125,1039.6500244140625,1070.0,1001.0,1001.0,131229,2023-07-10
2023-07-17,1035.04931640625,1039.550048828125,1070.0,1025.050048828125,1044.8499755859375,142387,2023-07-17
2023-07-24,1033.8544921875,1038.3499755859375,1069.9000244140625,1028.5,1040.0,145270,2023-07-24
2023-07-31,987.5557861328125,991.8499755859375,1059.9000244140625,961.0,1050.0,403299,2023-07-31
2023-08-07,1062.4302978515625,1067.050048828125,1128.699951171875,1050.0,1050.0,851642,2023-08-07
2023-08-14,1048.0428466796875,1052.5999755859375,1064.949951171875,988.6500244140625,1045.0,275190,2023-08-14
2023-08-21,1032.60986328125,1037.0999755859375,1072.0999755859375,1020.6500244140625,1048.0,111050,2023-08-21
2023-08-28,1047.5948486328125,1052.1500244140625,1069.5,1005.0499877929688,1047.949951171875,252358,2023-08-28
2023-09-04,1062.7288818359375,1067.3499755859375,1129.9000244140625,1022.7000122070312,1060.0,690948,2023-09-04
2023-09-11,1003.7354736328125,1008.0999755859375,1088.8499755859375,953.5499877929688,1073.199951171875,270397,2023-09-11
2023-09-18,960.6348876953125,962.9000244140625,1027.0,954.0,1017.0,177014,2023-09-18
2023-09-25,983.3812255859375,985.7000122070312,990.0,940.5,965.0,277754,2023-09-25
2023-10-02,958.0409545898438,960.2999877929688,999.0499877929688,954.5,985.7000122070312,135322,2023-10-02
2023-10-09,946.5679931640625,948.7999877929688,973.25,937.8499755859375,961.0,175943,2023-10-09
2023-10-16,948.8126831054688,951.0499877929688,960.0,927.7000122070312,953.5,187338,2023-10-16
2023-10-23,904.3674926757812,906.5,970.0,887.0499877929688,945.0,182284,2023-10-23
2023-10-30,827.2992553710938,829.25,919.0,811.1500244140625,910.0,414698,2023-10-30
2023-11-06,850.6441650390625,852.6500244140625,870.0,821.7999877929688,850.7999877929688,278733,2023-11-06
2023-11-13,919.0328979492188,921.2000122070312,939.9000244140625,840.0499877929688,872.0,231014,2023-11-13
2023-11-20,996.799560546875,999.1500244140625,1024.9000244140625,908.0499877929688,925.8499755859375,466851,2023-11-20
2023-11-27,991.7614135742188,994.0999755859375,1020.6500244140625,986.9000244140625,999.1500244140625,150142,2023-11-27
2023-12-04,997.6475219726562,1000.0,1022.9500122070312,941.6500244140625,1003.75,191198,2023-12-04
2023-12-11,1003.0847778320312,1005.4500122070312,1015.2999877929688,981.0999755859375,1008.8499755859375,226010,2023-12-11
2023-12-18,982.23388671875,984.5499877929688,1045.0,970.0999755859375,1008.9000244140625,335925,2023-12-18
2023-12-25,978.1435546875,980.4500122070312,1011.0,962.3499755859375,984.5499877929688,169812,2023-12-25
2024-01-01,959.7369384765625,962.0,1016.9000244140625,947.0,985.2000122070312,328103,2024-01-01
2024-01-08,976.746826171875,979.0499877929688,999.9000244140625,946.2000122070312,955.3499755859375,437511,2024-01-08
2024-01-15,968.2169799804688,970.5,1010.0,954.9500122070312,983.4000244140625,518322,2024-01-15
2024-01-22,1031.41796875,1033.8499755859375,1058.0,964.0,970.5,394384,2024-01-22
2024-01-29,1117.7642822265625,1120.4000244140625,1149.300048828125,1007.4000244140625,1039.699951171875,752760,2024-01-29
2024-02-05,1058.404296875,1060.9000244140625,1130.0,1026.0,1120.4000244140625,440476,2024-02-05
2024-02-12,1060.00048828125,1062.5,1101.75,1008.8499755859375,1060.9000244140625,376490,2024-02-12
2024-02-19,1053.1666259765625,1055.6500244140625,1080.0,1030.4000244140625,1073.5999755859375,167916,2024-02-19
2024-02-26,1056.15966796875,1058.6500244140625,1113.050048828125,1031.699951171875,1059.25,279815,2024-02-26
2024-03-04,1024.6339111328125,1027.050048828125,1080.0,988.5499877929688,1068.0,122684,2024-03-04
2024-03-11,935.9430541992188,938.1500244140625,1050.0,901.0,1032.199951171875,403024,2024-03-11
2024-03-18,937.8385620117188,940.0499877929688,978.5999755859375,900.0,937.0,251665,2024-03-18
2024-03-25,982.6828002929688,985.0,1009.4500122070312,925.9500122070312,940.0499877929688,238357,2024-03-25
2024-04-01,996.1510620117188,998.5,1182.0,991.2000122070312,996.0999755859375,240984,2024-04-01
2024-04-08,1020.7431640625,1023.1500244140625,1039.050048828125,977.8499755859375,1003.4500122070312,186535,2024-04-08
2024-04-15,1041.943115234375,1044.4000244140625,1058.0,970.5,998.9500122070312,180786,2024-04-15
2024-04-22,1087.984619140625,1090.550048828125,1094.0,1042.6500244140625,1060.0,263430,2024-04-22
2024-04-29,1086.537841796875,1089.0999755859375,1108.75,1070.0,1091.949951171875,257459,2024-04-29
2024-05-06,1047.43017578125,1049.9000244140625,1105.0,1015.0499877929688,1095.550048828125,240449,2024-05-06
2024-05-13,1133.826416015625,1136.5,1149.0,1027.0,1047.050048828125,485699,2024-05-13
2024-05-20,1142.15673828125,1144.8499755859375,1150.0,1085.5999755859375,1105.5,354592,2024-05-20
2024-05-27,1154.9765625,1157.699951171875,1205.949951171875,1123.199951171875,1150.050048828125,1037848,2024-05-27
2024-06-03,1170.0411376953125,1172.800048828125,1211.949951171875,1016.0,1199.0,568390,2024-06-03
2024-06-10,1248.1070556640625,1251.050048828125,1275.5999755859375,1171.050048828125,1182.3499755859375,363542,2024-06-10
2024-06-17,1325.025634765625,1328.1500244140625,1343.0,1231.0999755859375,1251.050048828125,276085,2024-06-17
2024-06-24,1397.3551025390625,1400.6500244140625,1434.0,1306.0999755859375,1335.949951171875,353918,2024-06-24
2024-07-01,1414.763916015625,1418.0999755859375,1450.0,1391.0,1420.0,194231,2024-07-01
2024-07-08,1553.3372802734375,1557.0,1569.0,1396.3499755859375,1429.699951171875,422934,2024-07-08
2024-07-15,1437.2110595703125,1440.5999755859375,1569.8499755859375,1411.25,1561.050048828125,225982,2024-07-15
2024-07-22,1577.3804931640625,1581.0999755859375,1600.25,1390.0999755859375,1430.0999755859375,280052,2024-07-22
2024-07-29,1564.311279296875,1568.0,1621.0,1549.3499755859375,1592.0,169017,2024-07-29
2024-08-05,1602.221923828125,1606.0,1628.949951171875,1452.0,1515.5,334873,2024-08-05
2024-08-12,1769.677001953125,1773.8499755859375,1795.050048828125,1550.0999755859375,1630.0,464169,2024-08-12
2024-08-19,1969.3563232421875,1974.0,2049.5,1778.0,1799.9000244140625,565229,2024-08-19
2024-08-26,1810.5308837890625,1814.800048828125,2005.9000244140625,1801.1500244140625,1974.0,250702,2024-08-26
2024-09-02,1929.3006591796875,1933.8499755859375,1966.699951171875,1739.550048828125,1834.9000244140625,432953,2024-09-02
2024-09-09,1936.2781982421875,1937.550048828125,2027.75,1869.0,1938.949951171875,411384,2024-09-09
2024-09-16,1863.6759033203125,1864.9000244140625,1990.0,1834.5999755859375,1957.050048828125,171308,2024-09-16
2024-09-23,1851.9835205078125,1853.199951171875,1949.0,1839.199951171875,1869.0,182308,2024-09-23
2024-09-30,1931.08154296875,1932.3499755859375,1998.0,1825.0,1862.5,373462,2024-09-30
2024-10-07,2089.07763671875,2090.449951171875,2194.39990234375,1775.5,1942.050048828125,1147027,2024-10-07
2024-10-14,2312.78076171875,2314.300048828125,2437.39990234375,2084.0,2103.85009765625,1109544,2024-10-14
2024-10-21,2040.909423828125,2042.25,2364.35009765625,2001.0,2316.64990234375,447029,2024-10-21
2024-10-28,2120.656982421875,2122.050048828125,2158.699951171875,1910.0,2068.449951171875,378968,2024-10-28
2024-11-04,2294.492919921875,2296.0,2402.800048828125,2060.85009765625,2102.0,373228,2024-11-04
2024-11-11,2336.96484375,2338.5,2427.699951171875,2164.050048828125,2250.0,579779,2024-11-11
2024-11-18,2234.38232421875,2235.85009765625,2470.0,2203.10009765625,2361.949951171875,484211,2024-11-18
2024-11-25,2397.475341796875,2399.050048828125,2459.0,2232.89990234375,2300.0,1123902,2024-11-25
2024-12-02,2246.39990234375,2246.39990234375,2484.199951171875,2215.050048828125,2418.800048828125,531524,2024-12-02
2024-12-09,2188.14990234375,2188.14990234375,2299.0,2142.550048828125,2270.050048828125,382402,2024-12-09
2024-12-16,2218.5,2218.5,2323.10009765625,2132.39990234375,2186.0,346826,2024-12-16
2024-12-23,2043.550048828125,2043.550048828125,2204.050048828125,1984.0,2204.050048828125,374092,2024-12-23
2024-12-30,1936.0999755859375,1936.0999755859375,2050.89990234375,1931.0,2010.0,337298,2024-12-30
2025-01-06,1780.25,1780.25,1936.0999755859375,1715.5,1936.0999755859375,424002,2025-01-06
2025-01-13,1750.550048828125,1750.550048828125,1860.0,1571.449951171875,1760.0,824592,2025-01-13
2025-01-20,1622.4000244140625,1622.4000244140625,1729.199951171875,1613.4000244140625,1685.0999755859375,347372,2025-01-20
2025-01-27,1795.5,1795.5,1830.0,1459.5,1598.050048828125,455834,2025-01-27
2025-02-03,1715.550048828125,1715.550048828125,1923.8499755859375,1664.0,1850.0,441909,2025-02-03
2025-02-10,1442.9000244140625,1442.9000244140625,1747.550048828125,1429.9000244140625,1724.0,389185,2025-02-10
2025-02-17,1406.9000244140625,1406.9000244140625,1493.0999755859375,1300.0,1442.9000244140625,648190,2025-02-17
2025-02-24,1312.4000244140625,1312.4000244140625,1426.5999755859375,1295.25,1399.0,346014,2025-02-24
2025-03-03,1364.5999755859375,1364.5999755859375,1467.5999755859375,1244.75,1319.9000244140625,631854,2025-03-03
2025-03-10,1328.0999755859375,1328.0999755859375,1398.800048828125,1297.949951171875,1374.75,221848,2025-03-10
2025-03-17,1614.800048828125,1614.800048828125,1624.949951171875,1313.0999755859375,1328.0999755859375,346332,2025-03-17
2025-03-24,1557.050048828125,1557.050048828125,1672.449951171875,1503.3499755859375,1654.9000244140625,528747,2025-03-24
2025-03-31,1555.199951171875,1555.199951171875,1630.0,1532.949951171875,1557.050048828125,212750,2025-03-31
2025-04-07,1550.550048828125,1550.550048828125,1574.699951171875,1262.0,1262.1500244140625,390476,2025-04-07
2025-04-14,1667.4000244140625,1667.4000244140625,1742.300048828125,1560.0,1600.0,342597,2025-04-14
2025-04-21,1584.0,1584.0,1685.0,1562.5,1667.4000244140625,371832,2025-04-21
2025-04-28,1439.5,1439.5,1612.5,1429.800048828125,1584.199951171875,219053,2025-04-28
2025-05-05,1475.300048828125,1475.300048828125,1555.199951171875,1405.0,1452.9000244140625,273108,2025-05-05
2025-05-12,1583.199951171875,1583.199951171875,1617.5,1504.800048828125,1504.800048828125,268621,2025-05-12
2025-05-19,1568.300048828125,1568.300048828125,1622.4000244140625,1511.0,1575.0,372991,2025-05-19
2025-05-26,1534.300048828125,1534.300048828125,1718.0,1491.4000244140625,1524.9000244140625,634597,2025-05-26
2025-06-02,1476.5999755859375,1476.5999755859375,1547.0,1470.0,1526.300048828125,271095,2025-06-02
2025-06-09,1560.300048828125,1560.300048828125,1588.0,1447.5,1476.9000244140625,383828,2025-06-09
2025-06-16,1474.0999755859375,1474.0999755859375,1570.800048828125,1469.800048828125,1556.300048828125,326579,2025-06-16
2025-06-23,1472.0,1472.0,1500.0,1451.0,1473.0,249150,2025-06-23
2025-06-30,1537.800048828125,1537.800048828125,1575.0,1460.800048828125,1472.0,467039,2025-06-30
2025-07-07,1492.4000244140625,1492.4000244140625,1567.5,1483.5999755859375,1550.0,178422,2025-07-07
2025-07-14,1524.0,1524.0,1540.0,1471.0,1499.9000244140625,95420,2025-07-14
