Date,Adj Close_GROBTEA.NS,Close_GROBTEA.NS,High_GROBTEA.NS,Low_GROBTEA.NS,Open_GROBTEA.NS,Volume_GROBTEA.NS,Date
2021-02-08,983.13671875,992.6500244140625,999.0499877929688,800.0,828.0999755859375,13985,2021-02-08
2021-02-15,959.3667602539062,968.6500244140625,1134.800048828125,967.0,1079.449951171875,9912,2021-02-15
2021-02-22,970.657470703125,980.0499877929688,1029.0,915.0,994.0,4729,2021-02-22
2021-03-01,999.4786376953125,1009.1500244140625,1054.6500244140625,954.25,999.0499877929688,5592,2021-03-01
2021-03-08,977.5903930664062,987.0499877929688,1059.5999755859375,970.5,1050.0,3010,2021-03-08
2021-03-15,846.5088500976562,854.7000122070312,1034.0,841.7000122070312,1034.0,7299,2021-03-15
2021-03-22,818.4304809570312,826.3499755859375,863.5999755859375,771.0999755859375,850.0499877929688,5712,2021-03-22
2021-03-29,793.7196655273438,801.4000244140625,846.0,780.0,826.3499755859375,2356,2021-03-29
2021-04-05,814.7164306640625,822.5999755859375,878.5,782.0,797.5499877929688,11445,2021-04-05
2021-04-12,796.1956787109375,803.9000244140625,828.4000244140625,781.5,820.0499877929688,6017,2021-04-12
2021-04-19,778.021484375,785.5499877929688,844.0499877929688,761.3499755859375,792.0499877929688,2785,2021-04-19
2021-04-26,784.3601684570312,791.9500122070312,820.0,763.25,795.2999877929688,8831,2021-04-26
2021-05-03,840.2195434570312,848.3499755859375,875.5,766.0,770.9500122070312,11452,2021-05-03
2021-05-10,793.4224853515625,801.0999755859375,880.0,785.0,880.0,6195,2021-05-10
2021-05-17,828.18603515625,836.2000122070312,860.2999877929688,780.5499877929688,791.9500122070312,5896,2021-05-17
2021-05-24,924.1574096679688,933.0999755859375,984.8499755859375,801.9000244140625,852.9500122070312,14224,2021-05-24
2021-05-31,959.2677001953125,968.5499877929688,992.0,893.0,933.0999755859375,11832,2021-05-31
2021-06-07,964.7149658203125,974.0499877929688,1000.0,930.2000122070312,1000.0,10380,2021-06-07
2021-06-14,934.5072631835938,943.5499877929688,976.0,908.0999755859375,949.0,11564,2021-06-14
2021-06-21,1313.0443115234375,1325.75,1325.75,908.0,908.0,33160,2021-06-21
2021-06-28,1347.560302734375,1360.5999755859375,1434.75,1259.5,1325.75,25951,2021-06-28
2021-07-05,1215.9339599609375,1227.699951171875,1397.949951171875,1210.0,1397.949951171875,9085,2021-07-05
2021-07-12,1224.8477783203125,1236.699951171875,1280.0,1173.5,1238.800048828125,3767,2021-07-12
2021-07-19,1225.3924560546875,1237.25,1290.0,1201.1500244140625,1289.0,2248,2021-07-19
2021-07-26,1354.295166015625,1367.4000244140625,1390.0,1212.0999755859375,1230.0,14712,2021-07-26
2021-08-02,1276.74560546875,1289.0999755859375,1388.949951171875,1266.5,1388.949951171875,18499,2021-08-02
2021-08-09,1208.2581787109375,1219.949951171875,1363.9000244140625,1118.0,1311.050048828125,17037,2021-08-09
2021-08-16,1017.10791015625,1026.949951171875,1264.4000244140625,980.25,1130.0,4838,2021-08-16
2021-08-23,1077.828857421875,1085.0999755859375,1102.449951171875,933.0,966.0499877929688,3701,2021-08-23
2021-08-30,1044.503662109375,1051.550048828125,1117.550048828125,967.7000122070312,1095.0,9225,2021-08-30
2021-09-06,1013.2147827148438,1020.0499877929688,1094.0,990.0,1094.0,8278,2021-09-06
2021-09-13,1021.5584106445312,1028.449951171875,1080.0,995.0,1049.0,3431,2021-09-13
2021-09-20,1014.3571166992188,1021.2000122070312,1039.0,972.5,1039.0,3962,2021-09-20
2021-09-27,1069.385986328125,1076.5999755859375,1076.5999755859375,915.5499877929688,1021.2000122070312,4859,2021-09-27
2021-10-04,1284.08740234375,1292.75,1444.800048828125,1022.7000122070312,1170.0,35228,2021-10-04
2021-10-11,1256.2254638671875,1264.699951171875,1324.800048828125,1158.8499755859375,1292.75,10545,2021-10-11
2021-10-18,1117.411865234375,1124.949951171875,1395.0,1102.3499755859375,1285.0,4599,2021-10-18
2021-10-25,1032.9317626953125,1039.9000244140625,1210.0,961.3499755859375,1180.0,5876,2021-10-25
2021-11-01,1048.228515625,1055.300048828125,1098.9000244140625,1012.25,1044.449951171875,1870,2021-11-01
2021-11-08,1280.8592529296875,1289.5,1353.300048828125,1030.0,1114.0,10481,2021-11-08
2021-11-15,1102.0654296875,1109.5,1297.0,1066.3499755859375,1289.5,3193,2021-11-15
2021-11-22,1018.5785522460938,1025.449951171875,1190.0,1000.0,1150.0,3399,2021-11-22
2021-11-29,953.31884765625,959.75,1064.6500244140625,900.0,1000.0,4529,2021-11-29
2021-12-06,1027.3692626953125,1034.300048828125,1130.0,830.0,947.0,13743,2021-12-06
2021-12-13,955.8021240234375,962.25,1082.0,952.0999755859375,1001.2000122070312,2591,2021-12-13
2021-12-20,937.1281127929688,943.4500122070312,1005.0,882.75,930.5,1635,2021-12-20
2021-12-27,929.7279663085938,936.0,1010.9000244140625,920.0499877929688,965.0,1653,2021-12-27
2022-01-03,968.7646484375,975.2999877929688,1014.0,937.0,939.4000244140625,2343,2022-01-03
2022-01-10,1237.0050048828125,1245.3499755859375,1370.0,967.0,985.7999877929688,65824,2022-01-10
2022-01-17,1177.55615234375,1185.5,1289.5999755859375,1149.949951171875,1265.0,7306,2022-01-17
2022-01-24,1144.3798828125,1152.0999755859375,1180.0,1070.050048828125,1165.0,3665,2022-01-24
2022-01-31,1097.0491943359375,1104.449951171875,1191.800048828125,1021.0499877929688,1155.0,3159,2022-01-31
2022-02-07,1077.7296142578125,1085.0,1136.550048828125,1050.550048828125,1104.449951171875,1456,2022-02-07
2022-02-14,982.8198852539062,989.4500122070312,1085.0,953.5999755859375,1085.0,2181,2022-02-14
2022-02-21,963.2022705078125,969.7000122070312,1065.0,850.5499877929688,966.0,10522,2022-02-21
2022-02-28,960.27197265625,966.75,997.0,921.0,997.0,960,2022-02-28
2022-03-07,1060.048828125,1067.199951171875,1235.0,854.0499877929688,854.0499877929688,23897,2022-03-07
2022-03-14,1024.6378173828125,1031.550048828125,1118.949951171875,973.5499877929688,1100.0,4683,2022-03-14
2022-03-21,1025.432373046875,1032.3499755859375,1093.0,999.0,1055.0,4812,2022-03-21
2022-03-28,996.6763916015625,1003.4000244140625,1062.5,980.0,1033.1500244140625,6008,2022-03-28
2022-04-04,1054.486328125,1061.5999755859375,1170.0,995.0,1019.5,6059,2022-04-04
2022-04-11,1038.4444580078125,1045.449951171875,1099.0,1030.0,1062.5999755859375,1737,2022-04-11
2022-04-18,1051.307861328125,1058.4000244140625,1084.8499755859375,1034.050048828125,1058.9000244140625,1736,2022-04-18
2022-04-25,1003.3314819335938,1010.0999755859375,1080.0,983.8499755859375,1060.0,1501,2022-04-25
2022-05-02,989.4252319335938,996.0999755859375,1053.0,957.5499877929688,1014.5,697,2022-05-02
2022-05-09,912.7922973632812,918.9500122070312,1005.0,832.2999877929688,971.0,2233,2022-05-09
2022-05-16,921.6823120117188,927.9000244140625,964.7999877929688,871.2000122070312,935.0,694,2022-05-16
2022-05-23,899.53173828125,905.5999755859375,1041.0,876.2999877929688,942.0,7240,2022-05-23
2022-05-30,882.0993041992188,888.0499877929688,940.0,860.0,914.5499877929688,3132,2022-05-30
2022-06-06,862.4816284179688,868.2999877929688,894.1500244140625,860.0,882.5999755859375,1182,2022-06-06
2022-06-13,782.22314453125,787.5,860.0,764.2999877929688,860.0,996,2022-06-13
2022-06-20,837.1525268554688,842.7999877929688,873.9000244140625,709.6500244140625,787.5,2571,2022-06-20
2022-06-27,820.812744140625,826.3499755859375,860.0,805.0999755859375,848.0,562,2022-06-27
2022-07-04,841.3740234375,847.0499877929688,915.0,805.0,822.0499877929688,684,2022-07-04
2022-07-11,807.2542114257812,812.7000122070312,883.0,780.3499755859375,862.5999755859375,1137,2022-07-11
2022-07-18,827.5671997070312,833.1500244140625,879.9500122070312,800.5499877929688,812.9000244140625,1519,2022-07-18
2022-07-25,805.714599609375,811.1500244140625,849.9000244140625,783.0,825.0499877929688,864,2022-07-25
2022-08-01,834.0391845703125,837.6500244140625,871.0,803.9000244140625,811.1500244140625,1005,2022-08-01
2022-08-08,831.1018676757812,834.7000122070312,840.0,802.1500244140625,811.2999877929688,1412,2022-08-08
2022-08-15,822.5888061523438,826.1500244140625,851.0,816.0499877929688,834.7000122070312,680,2022-08-15
2022-08-22,833.4915161132812,837.0999755859375,891.0,803.5499877929688,826.5499877929688,1732,2022-08-22
2022-08-29,830.50439453125,834.0999755859375,860.0,815.0,815.0,976,2022-08-29
2022-09-05,832.1971435546875,835.7999877929688,850.9500122070312,820.0,820.0,4080,2022-09-05
2022-09-12,1003.5054931640625,1007.8499755859375,1180.0,825.3499755859375,851.0,48034,2022-09-12
2022-09-19,970.4984130859375,974.7000122070312,1143.0,964.8499755859375,1000.0,27638,2022-09-19
2022-09-26,943.61474609375,947.7000122070312,1080.0,877.0,957.1500244140625,5332,2022-09-26
2022-10-03,943.8637084960938,947.9500122070312,985.9000244140625,933.7999877929688,972.0,1405,2022-10-03
2022-10-10,924.0992431640625,928.0999755859375,990.0,900.0,959.0,2312,2022-10-10
2022-10-17,886.8604736328125,890.7000122070312,948.8499755859375,866.9000244140625,929.2999877929688,3662,2022-10-17
2022-10-24,899.0576782226562,902.9500122070312,919.0,871.0,908.4000244140625,1193,2022-10-24
2022-10-31,937.9890747070312,942.0499877929688,970.0,889.0,889.0,3332,2022-10-31
2022-11-07,901.7958374023438,905.7000122070312,950.0,887.0,942.4000244140625,2289,2022-11-07
2022-11-14,906.3759765625,910.2999877929688,998.75,858.9000244140625,894.0499877929688,8312,2022-11-14
2022-11-21,894.1290283203125,898.0,949.0,890.0,949.0,1532,2022-11-21
2022-11-28,913.3457641601562,917.2999877929688,936.0,888.0499877929688,890.4000244140625,1887,2022-11-28
2022-12-05,878.9945068359375,882.7999877929688,917.0,881.0,916.75,2018,2022-12-05
2022-12-12,880.9360961914062,884.75,906.0,865.0,873.4000244140625,1433,2022-12-12
2022-12-19,839.0673828125,842.7000122070312,928.0,830.0,880.8499755859375,2115,2022-12-19
2022-12-26,876.6049194335938,880.4000244140625,888.9500122070312,834.2999877929688,868.4500122070312,695,2022-12-26
2023-01-02,859.3296508789062,863.0499877929688,901.7999877929688,851.9500122070312,878.5499877929688,364,2023-01-02
2023-01-09,857.9357299804688,861.6500244140625,888.9000244140625,852.9000244140625,863.0,529,2023-01-09
2023-01-16,841.6561279296875,845.2999877929688,865.0,821.75,861.5499877929688,635,2023-01-16
2023-01-23,827.5173950195312,831.0999755859375,863.4500122070312,815.1500244140625,845.5499877929688,293,2023-01-23
2023-01-30,827.0693969726562,830.6500244140625,864.4000244140625,809.9500122070312,830.9500122070312,530,2023-01-30
2023-02-06,840.3617553710938,844.0,854.7999877929688,811.0,811.4000244140625,442,2023-02-06
2023-02-13,800.68359375,804.1500244140625,855.0,800.25,844.0,1879,2023-02-13
2023-02-20,768.721923828125,772.0499877929688,837.0,770.5,815.3499755859375,764,2023-02-20
2023-02-27,800.1857299804688,803.6500244140625,844.9500122070312,753.0,771.6500244140625,336,2023-02-27
2023-03-06,803.5213012695312,807.0,870.0,786.5999755859375,804.0,929,2023-03-06
2023-03-13,757.1221923828125,760.4000244140625,797.9500122070312,756.0499877929688,781.75,1342,2023-03-13
2023-03-20,764.58984375,767.9000244140625,804.9500122070312,745.5,761.25,622,2023-03-20
2023-03-27,723.3184814453125,726.4500122070312,770.0,723.0,764.75,753,2023-03-27
2023-04-03,747.7626953125,751.0,792.5,707.0,718.0,708,2023-04-03
2023-04-10,754.6329345703125,757.9000244140625,810.0,669.9000244140625,740.0,523,2023-04-10
2023-04-17,747.165283203125,750.4000244140625,812.0,740.0,794.6500244140625,477,2023-04-17
2023-04-24,749.2064208984375,752.4500122070312,772.5999755859375,736.0,768.0,1293,2023-04-24
2023-05-01,750.4012451171875,753.6500244140625,768.0,735.2000122070312,752.4500122070312,452,2023-05-01
2023-05-08,738.701904296875,741.9000244140625,790.3499755859375,737.0,790.0999755859375,1018,2023-05-08
2023-05-15,743.7301635742188,746.9500122070312,820.0,740.0,749.5,1105,2023-05-15
2023-05-22,744.5764770507812,747.7999877929688,762.2999877929688,740.0,740.0,688,2023-05-22
2023-05-29,780.0728149414062,783.4500122070312,808.0,739.9500122070312,756.0,1127,2023-05-29
2023-06-05,768.871337890625,772.2000122070312,800.0,748.2999877929688,767.0,1019,2023-06-05
2023-06-12,803.4715576171875,806.9500122070312,850.0,770.0,780.0,1532,2023-06-12
2023-06-19,761.7521362304688,765.0499877929688,848.0,760.0,826.5,1137,2023-06-19
2023-06-26,910.4583129882812,914.4000244140625,1039.949951171875,742.0499877929688,765.5,59779,2023-06-26
2023-07-03,873.418701171875,877.2000122070312,928.9000244140625,851.75,928.9000244140625,3605,2023-07-03
2023-07-10,810.4413452148438,813.9500122070312,892.0,777.0999755859375,859.0499877929688,6099,2023-07-10
2023-07-17,885.1678466796875,889.0,995.9500122070312,784.0499877929688,812.0,18792,2023-07-17
2023-07-24,876.0572509765625,879.8499755859375,906.0,853.0,889.0,1784,2023-07-24
2023-07-31,862.3167114257812,866.0499877929688,891.0,854.0,872.2999877929688,837,2023-07-31
2023-08-07,885.901123046875,887.7000122070312,955.0,830.0,857.0,4183,2023-08-07
2023-08-14,894.184326171875,896.0,934.0,881.0,881.25,1679,2023-08-14
2023-08-21,856.1615600585938,857.9000244140625,933.7999877929688,852.4000244140625,895.3499755859375,2075,2023-08-21
2023-08-28,904.6131591796875,906.4500122070312,980.0999755859375,857.9000244140625,858.0499877929688,7638,2023-08-28
2023-09-04,905.7108764648438,907.5499877929688,978.0,887.0,907.9500122070312,6210,2023-09-04
2023-09-11,888.3960571289062,890.2000122070312,923.9500122070312,858.1500244140625,911.7999877929688,2522,2023-09-11
2023-09-18,869.7838745117188,871.5499877929688,909.9000244140625,855.0999755859375,883.75,3325,2023-09-18
2023-09-25,877.2686767578125,879.0499877929688,938.9500122070312,840.0,872.0,6486,2023-09-25
2023-10-02,894.2341918945312,896.0499877929688,932.0,861.5,879.0499877929688,753,2023-10-02
2023-10-09,884.853271484375,886.6500244140625,897.0,860.0,894.1500244140625,1253,2023-10-09
2023-10-16,888.8451538085938,890.6500244140625,956.0,865.1500244140625,894.0,2669,2023-10-16
2023-10-23,866.09130859375,867.8499755859375,914.0,830.25,914.0,1167,2023-10-23
2023-10-30,862.6982421875,864.4500122070312,878.0,856.2000122070312,870.0,864,2023-10-30
2023-11-06,921.1295776367188,923.0,948.0,851.0,865.2999877929688,5285,2023-11-06
2023-11-13,907.8067016601562,909.6500244140625,928.5499877929688,877.0,912.8499755859375,1307,2023-11-13
2023-11-20,903.5653076171875,905.4000244140625,930.0,877.0,929.5,3375,2023-11-20
2023-11-27,903.3157958984375,905.1500244140625,911.4000244140625,875.0999755859375,905.4000244140625,1265,2023-11-27
2023-12-04,956.3081665039062,958.25,1044.9000244140625,905.1500244140625,905.4000244140625,22935,2023-12-04
2023-12-11,935.8995971679688,937.7999877929688,995.0,924.0,958.25,3836,2023-12-11
2023-12-18,933.5543823242188,935.4500122070312,949.0,870.0499877929688,936.5499877929688,2624,2023-12-18
2023-12-25,910.7007446289062,912.5499877929688,1015.0,899.75,935.4500122070312,4185,2023-12-25
2024-01-01,1017.9330444335938,1020.0,1087.0,905.7000122070312,917.5499877929688,20221,2024-01-01
2024-01-08,986.6964721679688,988.7000122070312,1059.9000244140625,967.75,1039.0,5824,2024-01-08
2024-01-15,995.1792602539062,997.2000122070312,1007.9500122070312,960.25,986.75,1964,2024-01-15
2024-01-22,957.30615234375,959.25,997.2000122070312,952.5499877929688,997.2000122070312,886,2024-01-22
2024-01-29,971.3775634765625,973.3499755859375,1038.0,931.0,953.2999877929688,2201,2024-01-29
2024-02-05,942.3365478515625,944.25,1011.9500122070312,936.3499755859375,973.3499755859375,2337,2024-02-05
2024-02-12,922.3770751953125,924.25,949.9000244140625,911.4000244140625,939.3499755859375,1150,2024-02-12
2024-02-19,982.355224609375,984.3499755859375,1022.0,922.2000122070312,977.0,3612,2024-02-19
2024-02-26,929.4127807617188,931.2999877929688,1002.0,920.5499877929688,998.0,2110,2024-02-26
2024-03-04,919.8322143554688,921.7000122070312,966.9000244140625,888.0,932.2999877929688,1307,2024-03-04
2024-03-11,885.901123046875,887.7000122070312,927.9000244140625,861.2999877929688,913.75,1256,2024-03-11
2024-03-18,899.5733642578125,901.4000244140625,920.4000244140625,882.7000122070312,920.0,1333,2024-03-18
2024-03-25,878.0171508789062,879.7999877929688,901.4000244140625,874.9000244140625,901.4000244140625,1719,2024-03-25
2024-04-01,911.0001220703125,912.8499755859375,923.9500122070312,875.2000122070312,879.75,1127,2024-04-01
2024-04-08,938.64404296875,940.5499877929688,1069.5,892.5499877929688,928.9000244140625,23673,2024-04-08
2024-04-15,932.0075073242188,933.9000244140625,940.0,900.9000244140625,906.0,1494,2024-04-15
2024-04-22,968.6331176757812,970.5999755859375,1050.0,916.2999877929688,932.5999755859375,6450,2024-04-22
2024-04-29,967.3856201171875,969.3499755859375,1069.5,965.0,990.0,11619,2024-04-29
2024-05-06,902.5673217773438,904.4000244140625,997.4500122070312,892.6500244140625,980.0,2290,2024-05-06
2024-05-13,903.1162109375,904.9500122070312,948.7999877929688,883.2000122070312,904.4500122070312,3873,2024-05-13
2024-05-20,928.2152099609375,930.0999755859375,1040.0,890.5999755859375,894.3499755859375,7594,2024-05-20
2024-05-27,908.1060791015625,909.9500122070312,1049.0,855.5,932.9000244140625,8434,2024-05-27
2024-06-03,871.0313110351562,872.7999877929688,920.5499877929688,745.5499877929688,915.4500122070312,4038,2024-06-03
2024-06-10,930.7600708007812,932.6500244140625,996.8499755859375,841.2999877929688,875.7000122070312,6425,2024-06-10
2024-06-17,964.04248046875,966.0,985.9500122070312,911.2999877929688,932.6500244140625,5278,2024-06-17
2024-06-24,916.88818359375,918.75,1008.0,910.0499877929688,970.0499877929688,6369,2024-06-24
2024-07-01,961.7969970703125,963.75,995.0,921.4000244140625,937.0,3562,2024-07-01
2024-07-08,996.8258666992188,998.8499755859375,1045.0,940.0,983.0,13631,2024-07-08
2024-07-15,949.7714233398438,951.7000122070312,1004.0999755859375,933.0,1004.0999755859375,1443,2024-07-15
2024-07-22,958.5037231445312,960.4500122070312,973.0,905.5999755859375,943.4500122070312,2903,2024-07-22
2024-07-29,946.029052734375,947.9500122070312,965.2000122070312,930.0,951.7000122070312,1705,2024-07-29
2024-08-05,984.9500122070312,986.9500122070312,1055.0,900.0999755859375,944.3499755859375,9519,2024-08-05
2024-08-12,967.7848510742188,969.75,1121.0,940.2999877929688,985.0,15102,2024-08-12
2024-08-19,996.0999755859375,996.0999755859375,1018.0,965.3499755859375,974.9000244140625,4739,2024-08-19
2024-08-26,1021.0499877929688,1021.0499877929688,1047.8499755859375,983.75,995.7000122070312,4305,2024-08-26
2024-09-02,1048.949951171875,1048.949951171875,1064.0,965.0,1006.0,5336,2024-09-02
2024-09-09,1026.8499755859375,1026.8499755859375,1095.9000244140625,1021.25,1052.5999755859375,5447,2024-09-09
2024-09-16,955.9500122070312,955.9500122070312,1035.300048828125,949.9500122070312,1017.9500122070312,3052,2024-09-16
2024-09-23,995.5499877929688,995.5499877929688,1048.0,960.0,966.5,1994,2024-09-23
2024-09-30,1456.25,1456.25,1515.1500244140625,990.4000244140625,998.9000244140625,182751,2024-09-30
2024-10-07,1331.550048828125,1331.550048828125,1514.699951171875,1213.3499755859375,1456.25,41019,2024-10-07
2024-10-14,1167.6500244140625,1167.6500244140625,1433.949951171875,1152.949951171875,1374.0,15021,2024-10-14
2024-10-21,944.4500122070312,944.4500122070312,1169.949951171875,920.5,1117.0,5337,2024-10-21
2024-10-28,1065.0,1065.0,1089.9000244140625,931.0,931.0,2457,2024-10-28
2024-11-04,1046.449951171875,1046.449951171875,1092.0,1005.7000122070312,1065.0,1669,2024-11-04
2024-11-11,1058.4000244140625,1058.4000244140625,1058.4000244140625,966.0,1020.2999877929688,908,2024-11-11
2024-11-18,1171.550048828125,1171.550048828125,1277.9000244140625,1111.300048828125,1111.300048828125,5387,2024-11-18
2024-11-25,1145.0,1145.0,1196.0,1104.0999755859375,1120.0,2452,2024-11-25
2024-12-02,1165.0,1165.0,1217.4000244140625,1103.1500244140625,1132.0999755859375,2017,2024-12-02
2024-12-09,1270.050048828125,1270.050048828125,1270.050048828125,1123.300048828125,1165.0,3892,2024-12-09
2024-12-16,1268.199951171875,1268.199951171875,1324.4000244140625,1215.050048828125,1324.4000244140625,2933,2024-12-16
2024-12-23,1306.449951171875,1306.449951171875,1331.5999755859375,1210.0,1315.0,2472,2024-12-23
2024-12-30,1274.1500244140625,1274.1500244140625,1333.050048828125,1251.699951171875,1275.0,2838,2024-12-30
2025-01-06,1177.800048828125,1177.800048828125,1309.0,1170.3499755859375,1273.25,3799,2025-01-06
2025-01-13,1140.4000244140625,1140.4000244140625,1186.0,1092.050048828125,1185.949951171875,1673,2025-01-13
2025-01-20,1104.9000244140625,1104.9000244140625,1156.800048828125,1078.050048828125,1122.0,1291,2025-01-20
2025-01-27,1112.0,1112.0,1138.8499755859375,1015.0,1138.8499755859375,916,2025-01-27
2025-02-03,1021.4500122070312,1021.4500122070312,1160.949951171875,1002.0,1065.050048828125,1401,2025-02-03
2025-02-10,894.6500244140625,894.6500244140625,1097.8499755859375,894.6500244140625,1034.949951171875,3553,2025-02-10
2025-02-17,880.3499755859375,880.3499755859375,955.0,808.0499877929688,890.7999877929688,1432,2025-02-17
2025-02-24,855.0,855.0,929.9500122070312,831.5,887.6500244140625,351,2025-02-24
2025-03-03,832.0,832.0,869.5999755859375,747.0,855.25,2988,2025-03-03
2025-03-10,813.4000244140625,813.4000244140625,890.25,806.0,886.0,703,2025-03-10
2025-03-17,835.9000244140625,835.9000244140625,860.0,801.0,819.25,3235,2025-03-17
2025-03-24,877.3499755859375,877.3499755859375,894.0,835.9000244140625,835.9000244140625,1460,2025-03-24
2025-03-31,921.5999755859375,921.5999755859375,933.0,864.9000244140625,877.3499755859375,1230,2025-03-31
2025-04-07,878.75,878.75,907.0,851.9000244140625,900.0,421,2025-04-07
2025-04-14,928.75,928.75,989.9500122070312,878.7000122070312,878.75,490,2025-04-14
2025-04-21,891.0,891.0,996.0,872.4000244140625,996.0,1226,2025-04-21
2025-04-28,935.4000244140625,935.4000244140625,935.4000244140625,852.6500244140625,852.6500244140625,1175,2025-04-28
2025-05-05,859.8499755859375,859.8499755859375,949.9500122070312,835.3499755859375,949.9500122070312,1782,2025-05-05
2025-05-12,895.3499755859375,895.3499755859375,929.0,860.0,862.0,983,2025-05-12
2025-05-19,1005.75,1005.75,1259.9000244140625,902.4000244140625,928.0,37066,2025-05-19
2025-05-26,990.9500122070312,990.9500122070312,1074.949951171875,962.0999755859375,999.9000244140625,4568,2025-05-26
2025-06-02,1196.75,1196.75,1196.75,986.0499877929688,991.0999755859375,8793,2025-06-02
2025-06-09,1150.0,1150.0,1359.9000244140625,1134.4000244140625,1316.75,24903,2025-06-09
2025-06-16,1090.0,1090.0,1189.800048828125,1054.050048828125,1150.0,1552,2025-06-16
2025-06-23,1129.6500244140625,1129.6500244140625,1180.0,1044.0,1100.0,1258,2025-06-23
2025-06-30,1145.0,1145.0,1177.699951171875,1100.0,1168.9000244140625,859,2025-06-30
2025-07-07,1134.0,1134.0,1170.199951171875,1088.0,1135.0,314,2025-07-07
2025-07-14,1136.0,1136.0,1163.0,1100.0,1134.0,191,2025-07-14
