Date,Adj Close_DMART.NS,Close_DMART.NS,High_DMART.NS,Low_DMART.NS,Open_DMART.NS,Volume_DMART.NS,Date
2021-02-22,2994.199951171875,2994.199951171875,3175.85009765625,2900.0,3093.550048828125,2498664,2021-02-22
2021-03-01,3286.10009765625,3286.10009765625,3330.0,2885.5,3023.39990234375,4008326,2021-03-01
2021-03-08,3129.35009765625,3129.35009765625,3309.0,3113.0,3309.0,1337136,2021-03-08
2021-03-15,2960.300048828125,2960.300048828125,3171.10009765625,2925.0,3136.0,1692044,2021-03-15
2021-03-22,2855.199951171875,2855.199951171875,3000.800048828125,2775.0,2980.0,2863288,2021-03-22
2021-03-29,2912.699951171875,2912.699951171875,2925.0,2807.0,2855.199951171875,1546300,2021-03-29
2021-04-05,2947.75,2947.75,2973.35009765625,2793.0,2890.0,2425605,2021-04-05
2021-04-12,2919.89990234375,2919.89990234375,2980.0,2790.10009765625,2861.10009765625,1455481,2021-04-12
2021-04-19,2713.699951171875,2713.699951171875,2889.800048828125,2676.39990234375,2860.449951171875,2069856,2021-04-19
2021-04-26,2852.89990234375,2852.89990234375,2988.0,2719.14990234375,2729.89990234375,2034020,2021-04-26
2021-05-03,2895.5,2895.5,2955.0,2822.89990234375,2845.0,1132657,2021-05-03
2021-05-10,2844.64990234375,2844.64990234375,2960.0,2825.0,2925.0,1568307,2021-05-10
2021-05-17,3034.14990234375,3034.14990234375,3090.949951171875,2840.300048828125,2864.0,2883160,2021-05-17
2021-05-24,3022.10009765625,3022.10009765625,3135.0,3000.0,3046.0,1755609,2021-05-24
2021-05-31,3197.0,3197.0,3257.0,3025.0,3042.5,1949990,2021-05-31
2021-06-07,3175.550048828125,3175.550048828125,3254.39990234375,3160.0,3219.949951171875,1160727,2021-06-07
2021-06-14,3317.699951171875,3317.699951171875,3396.89990234375,3108.050048828125,3180.0,3118159,2021-06-14
2021-06-21,3315.35009765625,3315.35009765625,3408.449951171875,3274.0,3319.699951171875,1192651,2021-06-21
2021-06-28,3314.300048828125,3314.300048828125,3373.699951171875,3251.0,3315.0,1416048,2021-06-28
2021-07-05,3377.60009765625,3377.60009765625,3425.0,3326.0,3375.0,1323672,2021-07-05
2021-07-12,3349.199951171875,3349.199951171875,3378.0,3300.0,3369.60009765625,1661697,2021-07-12
2021-07-19,3413.199951171875,3413.199951171875,3449.0,3315.14990234375,3320.0,1068539,2021-07-19
2021-07-26,3500.800048828125,3500.800048828125,3533.39990234375,3398.300048828125,3410.0,1181197,2021-07-26
2021-08-02,3529.199951171875,3529.199951171875,3624.449951171875,3486.0,3524.800048828125,815577,2021-08-02
2021-08-09,3594.550048828125,3594.550048828125,3634.449951171875,3465.0,3549.0,992778,2021-08-09
2021-08-16,3643.10009765625,3643.10009765625,3707.14990234375,3566.300048828125,3594.0,762474,2021-08-16
2021-08-23,3833.050048828125,3833.050048828125,3898.0,3644.0,3663.0,1721910,2021-08-23
2021-08-30,3938.89990234375,3938.89990234375,4015.0,3835.300048828125,3862.0,1365471,2021-08-30
2021-09-06,3950.5,3950.5,3977.0,3875.10009765625,3959.89990234375,1201820,2021-09-06
2021-09-13,4239.64990234375,4239.64990234375,4294.64990234375,3948.10009765625,3951.0,1943352,2021-09-13
2021-09-20,4422.35009765625,4422.35009765625,4500.0,4151.0,4208.0,1644056,2021-09-20
2021-09-27,4235.60009765625,4235.60009765625,4448.9501953125,4202.0,4435.0,1782009,2021-09-27
2021-10-04,4407.9501953125,4407.9501953125,4464.35009765625,4205.0,4393.9501953125,2335300,2021-10-04
2021-10-11,5323.75,5323.75,5595.0,4407.0,4438.0,5615775,2021-10-11
2021-10-18,4521.4501953125,4521.4501953125,5900.0,4470.25,5599.0,9998962,2021-10-18
2021-10-25,4635.4501953125,4635.4501953125,4776.85009765625,4351.0,4534.2998046875,2804746,2021-10-25
2021-11-01,4783.7001953125,4783.7001953125,4824.7998046875,4550.0,4670.0,1296219,2021-11-01
2021-11-08,5078.5498046875,5078.5498046875,5097.64990234375,4720.0,4783.0,2871106,2021-11-08
2021-11-15,5080.89990234375,5080.89990234375,5180.0,4980.0,5075.0,1739519,2021-11-15
2021-11-22,4718.75,4718.75,5100.0,4700.10009765625,5100.0,2598419,2021-11-22
2021-11-29,4799.0498046875,4799.0498046875,4850.0,4455.0,4687.0,2414093,2021-11-29
2021-12-06,4796.60009765625,4796.60009765625,4878.39990234375,4580.0,4820.0,2155653,2021-12-06
2021-12-13,4697.7998046875,4697.7998046875,4870.0,4672.14990234375,4830.0,1744197,2021-12-13
2021-12-20,4628.89990234375,4628.89990234375,4711.25,4552.25,4669.0,1287646,2021-12-20
2021-12-27,4671.4501953125,4671.4501953125,4760.9501953125,4555.25,4599.0,1160590,2021-12-27
2022-01-03,4731.35009765625,4731.35009765625,4799.0,4642.64990234375,4770.0,1727641,2022-01-03
2022-01-10,4322.7001953125,4322.7001953125,4784.89990234375,4165.2998046875,4784.89990234375,6337017,2022-01-10
2022-01-17,4299.7998046875,4299.7998046875,4517.0,4281.0,4365.0,3347823,2022-01-17
2022-01-24,4076.0,4076.0,4316.89990234375,3881.25,4300.0,3195628,2022-01-24
2022-01-31,4081.89990234375,4081.89990234375,4278.0,4075.0,4140.0,1686734,2022-01-31
2022-02-07,4142.25,4142.25,4182.0,3983.0,4090.0,2161463,2022-02-07
2022-02-14,4073.10009765625,4073.10009765625,4155.0,3958.050048828125,4015.0,1683304,2022-02-14
2022-02-21,4190.75,4190.75,4217.7001953125,3947.85009765625,4048.0,2303290,2022-02-21
2022-02-28,4110.2001953125,4110.2001953125,4446.9501953125,4062.10009765625,4155.0,1868192,2022-02-28
2022-03-07,4198.9501953125,4198.9501953125,4239.89990234375,3970.800048828125,4001.0,2630020,2022-03-07
2022-03-14,4192.75,4192.75,4251.0,4150.0,4190.0,1944524,2022-03-14
2022-03-21,4001.300048828125,4001.300048828125,4217.0,3995.0,4217.0,1868309,2022-03-21
2022-03-28,4082.199951171875,4082.199951171875,4093.0,3945.0,4005.14990234375,2315406,2022-03-28
2022-04-04,4146.25,4146.25,4244.0,4076.14990234375,4120.0,2271831,2022-04-04
2022-04-11,4090.89990234375,4090.89990234375,4200.0,4075.0,4136.7998046875,589008,2022-04-11
2022-04-18,4028.85009765625,4028.85009765625,4131.89990234375,3975.0,4065.0,1058752,2022-04-18
2022-04-25,3944.25,3944.25,4085.0,3906.0,4000.0,1059145,2022-04-25
2022-05-02,3666.199951171875,3666.199951171875,4023.949951171875,3602.14990234375,3939.60009765625,1852788,2022-05-02
2022-05-09,3230.60009765625,3230.60009765625,3655.0,3205.0,3655.0,3391313,2022-05-09
2022-05-16,3630.39990234375,3630.39990234375,3781.0,3186.0,3260.0,4283834,2022-05-16
2022-05-23,3613.85009765625,3613.85009765625,3694.5,3465.300048828125,3650.0,1352752,2022-05-23
2022-05-30,3820.10009765625,3820.10009765625,4049.0,3645.0,3660.0,3037836,2022-05-30
2022-06-06,3755.64990234375,3755.64990234375,3850.0,3652.050048828125,3800.0,1528592,2022-06-06
2022-06-13,3460.550048828125,3460.550048828125,3743.949951171875,3413.699951171875,3700.0,2465077,2022-06-13
2022-06-20,3412.0,3412.0,3545.0,3390.10009765625,3493.449951171875,1570663,2022-06-20
2022-06-27,3388.75,3388.75,3527.0,3331.10009765625,3460.0,1818989,2022-06-27
2022-07-04,3941.699951171875,3941.699951171875,3974.0,3460.0,3530.0,3409700,2022-07-04
2022-07-11,3926.800048828125,3926.800048828125,4087.85009765625,3855.0,4000.0,3891634,2022-07-11
2022-07-18,3963.39990234375,3963.39990234375,4077.89990234375,3902.0,3951.0,1753938,2022-07-18
2022-07-25,4243.85009765625,4243.85009765625,4250.0,3909.0,3973.0,2361440,2022-07-25
2022-08-01,4232.25,4232.25,4317.0,4175.0,4251.9501953125,2122154,2022-08-01
2022-08-08,4336.7001953125,4336.7001953125,4387.0,4219.85009765625,4237.39990234375,1132650,2022-08-08
2022-08-15,4382.0,4382.0,4523.5,4336.7001953125,4336.7001953125,1513553,2022-08-15
2022-08-22,4409.64990234375,4409.64990234375,4414.5,4170.5498046875,4371.0,1337093,2022-08-22
2022-08-29,4576.7998046875,4576.7998046875,4609.0,4270.0,4270.0,1479262,2022-08-29
2022-09-05,4386.10009765625,4386.10009765625,4606.14990234375,4370.0,4584.7998046875,1223361,2022-09-05
2022-09-12,4327.5498046875,4327.5498046875,4550.0,4285.39990234375,4440.0,1619814,2022-09-12
2022-09-19,4367.0,4367.0,4469.89990234375,4257.0,4340.0,1370121,2022-09-19
2022-09-26,4386.5498046875,4386.5498046875,4448.0,4220.10009765625,4323.0,1863861,2022-09-26
2022-10-03,4471.4501953125,4471.4501953125,4600.0,4389.7998046875,4399.0,1441413,2022-10-03
2022-10-10,4306.14990234375,4306.14990234375,4495.0,4291.14990234375,4440.10009765625,1018504,2022-10-10
2022-10-17,4215.5498046875,4215.5498046875,4307.9501953125,4110.0,4283.9501953125,2040742,2022-10-17
2022-10-24,4307.35009765625,4307.35009765625,4320.0,4165.0,4271.89990234375,653258,2022-10-24
2022-10-31,4167.35009765625,4167.35009765625,4348.0,4150.0,4316.5,1375502,2022-10-31
2022-11-07,4128.35009765625,4128.35009765625,4214.10009765625,4104.39990234375,4188.7998046875,1225889,2022-11-07
2022-11-14,3910.60009765625,3910.60009765625,4144.7998046875,3890.050048828125,4144.7998046875,1855544,2022-11-14
2022-11-21,3904.449951171875,3904.449951171875,4026.0,3871.050048828125,3923.0,1339183,2022-11-21
2022-11-28,4005.75,4005.75,4064.0,3890.0,3913.39990234375,1655437,2022-11-28
2022-12-05,4002.39990234375,4002.39990234375,4100.0,3975.0,4010.0,1142757,2022-12-05
2022-12-12,3990.0,3990.0,4228.9501953125,3948.0,3980.0,1756180,2022-12-12
2022-12-19,3875.60009765625,3875.60009765625,4138.60009765625,3835.0,4020.0,1308967,2022-12-19
2022-12-26,4068.75,4068.75,4207.9501953125,3871.0,3896.0,1366734,2022-12-26
2023-01-02,3842.5,3842.5,4117.9501953125,3835.0,4075.0,1803216,2023-01-02
2023-01-09,3863.699951171875,3863.699951171875,3929.64990234375,3850.10009765625,3905.800048828125,1290263,2023-01-09
2023-01-16,3513.75,3513.75,3748.0,3510.0,3690.0,3787232,2023-01-16
2023-01-23,3562.35009765625,3562.35009765625,3584.0,3425.0,3525.0,2443496,2023-01-23
2023-01-30,3470.35009765625,3470.35009765625,3582.14990234375,3465.0,3574.89990234375,1717234,2023-01-30
2023-02-06,3498.85009765625,3498.85009765625,3544.25,3432.0,3476.5,1666756,2023-02-06
2023-02-13,3545.0,3545.0,3568.64990234375,3464.300048828125,3502.0,1478793,2023-02-13
2023-02-20,3499.199951171875,3499.199951171875,3574.75,3437.0,3545.949951171875,962668,2023-02-20
2023-02-27,3463.25,3463.25,3508.0,3373.0,3485.050048828125,1061540,2023-02-27
2023-03-06,3391.85009765625,3391.85009765625,3482.89990234375,3380.050048828125,3480.60009765625,1199788,2023-03-06
2023-03-13,3311.300048828125,3311.300048828125,3455.14990234375,3292.0,3391.85009765625,1612123,2023-03-13
2023-03-20,3358.39990234375,3358.39990234375,3415.0,3295.0,3295.0,1060432,2023-03-20
2023-03-27,3401.050048828125,3401.050048828125,3415.0,3300.0,3367.0,930375,2023-03-27
2023-04-03,3496.10009765625,3496.10009765625,3666.699951171875,3413.050048828125,3413.050048828125,1796418,2023-04-03
2023-04-10,3501.050048828125,3501.050048828125,3533.949951171875,3437.800048828125,3504.0,810604,2023-04-10
2023-04-17,3455.89990234375,3455.89990234375,3565.0,3440.0,3500.0,1030389,2023-04-17
2023-04-24,3511.949951171875,3511.949951171875,3522.0,3443.050048828125,3469.800048828125,1034680,2023-04-24
2023-05-01,3598.199951171875,3598.199951171875,3605.0,3504.64990234375,3511.949951171875,764498,2023-05-01
2023-05-08,3677.550048828125,3677.550048828125,3750.0,3610.0,3615.10009765625,1313093,2023-05-08
2023-05-15,3395.25,3395.25,3589.0,3352.0,3550.0,2595344,2023-05-15
2023-05-22,3501.75,3501.75,3512.0,3382.14990234375,3400.0,969020,2023-05-22
2023-05-29,3531.60009765625,3531.60009765625,3555.0,3437.35009765625,3540.0,2026723,2023-05-29
2023-06-05,3632.10009765625,3632.10009765625,3648.0,3495.050048828125,3550.0,1436211,2023-06-05
2023-06-12,4085.60009765625,4085.60009765625,4144.0,3584.050048828125,3646.949951171875,4249239,2023-06-12
2023-06-19,3744.050048828125,3744.050048828125,4150.0,3731.89990234375,4086.0,2136124,2023-06-19
2023-06-26,3889.199951171875,3889.199951171875,3988.0,3744.050048828125,3744.050048828125,1724671,2023-06-26
2023-07-03,3808.949951171875,3808.949951171875,3948.0,3800.0,3889.199951171875,1692484,2023-07-03
2023-07-10,3838.75,3838.75,3881.85009765625,3757.0,3810.0,1338727,2023-07-10
2023-07-17,3675.699951171875,3675.699951171875,3823.35009765625,3643.60009765625,3796.85009765625,2696201,2023-07-17
2023-07-24,3713.89990234375,3713.89990234375,3732.14990234375,3642.050048828125,3676.0,1123572,2023-07-24
2023-07-31,3652.10009765625,3652.10009765625,3779.89990234375,3640.0,3713.050048828125,1347605,2023-07-31
2023-08-07,3550.050048828125,3550.050048828125,3686.699951171875,3545.0,3661.89990234375,1989259,2023-08-07
2023-08-14,3540.949951171875,3540.949951171875,3594.14990234375,3491.25,3567.949951171875,1941648,2023-08-14
2023-08-21,3534.60009765625,3534.60009765625,3582.949951171875,3522.0,3540.0,1526411,2023-08-21
2023-08-28,3761.050048828125,3761.050048828125,3765.0,3533.0,3533.0,2708491,2023-08-28
2023-09-04,3782.39990234375,3782.39990234375,3856.800048828125,3727.699951171875,3771.949951171875,1201916,2023-09-04
2023-09-11,3796.0,3796.0,3850.0,3731.199951171875,3791.699951171875,1276176,2023-09-11
2023-09-18,3689.10009765625,3689.10009765625,3810.0,3653.949951171875,3795.800048828125,635980,2023-09-18
2023-09-25,3675.60009765625,3675.60009765625,3702.949951171875,3625.0,3700.0,1483000,2023-09-25
2023-10-02,3833.949951171875,3833.949951171875,3938.39990234375,3616.0,3675.60009765625,2924840,2023-10-02
2023-10-09,3935.85009765625,3935.85009765625,3941.0,3771.0,3809.60009765625,1649429,2023-10-09
2023-10-16,3749.5,3749.5,3885.0,3742.10009765625,3825.050048828125,2221346,2023-10-16
2023-10-23,3665.449951171875,3665.449951171875,3768.0,3620.10009765625,3750.050048828125,1285594,2023-10-23
2023-10-30,3649.699951171875,3649.699951171875,3688.0,3620.0,3686.699951171875,1849430,2023-10-30
2023-11-06,3798.39990234375,3798.39990234375,3800.0,3635.300048828125,3654.550048828125,1265182,2023-11-06
2023-11-13,3810.89990234375,3810.89990234375,3843.0,3740.199951171875,3809.949951171875,954217,2023-11-13
2023-11-20,3842.89990234375,3842.89990234375,3873.85009765625,3771.699951171875,3810.89990234375,947069,2023-11-20
2023-11-27,3988.39990234375,3988.39990234375,3995.0,3815.0,3842.89990234375,1862441,2023-11-27
2023-12-04,4070.64990234375,4070.64990234375,4206.0,3949.0,4000.0,2604291,2023-12-04
2023-12-11,4045.64990234375,4045.64990234375,4100.0,3945.10009765625,4070.64990234375,1542911,2023-12-11
2023-12-18,4007.949951171875,4007.949951171875,4079.800048828125,3905.0,4045.0,1163070,2023-12-18
2023-12-25,4082.64990234375,4082.64990234375,4098.89990234375,3984.199951171875,4007.949951171875,1277028,2023-12-25
2024-01-01,3863.5,3863.5,4155.0,3810.0,4075.0,3207649,2024-01-01
2024-01-08,3841.0,3841.0,3919.89990234375,3787.0,3893.949951171875,2141956,2024-01-08
2024-01-15,3731.699951171875,3731.699951171875,3933.0,3704.5,3924.949951171875,2522459,2024-01-15
2024-01-22,3734.25,3734.25,3750.0,3646.050048828125,3731.699951171875,816670,2024-01-22
2024-01-29,3784.300048828125,3784.300048828125,3826.60009765625,3652.75,3700.0,1208282,2024-01-29
2024-02-05,3719.199951171875,3719.199951171875,3791.550048828125,3699.0,3785.0,1105363,2024-02-05
2024-02-12,3693.300048828125,3693.300048828125,3739.0,3644.300048828125,3719.199951171875,1984995,2024-02-12
2024-02-19,3840.550048828125,3840.550048828125,3889.0,3673.300048828125,3673.300048828125,1599838,2024-02-19
2024-02-26,3884.14990234375,3884.14990234375,3948.300048828125,3796.25,3840.550048828125,1869744,2024-02-26
2024-03-04,3925.949951171875,3925.949951171875,3942.64990234375,3811.300048828125,3870.949951171875,978229,2024-03-04
2024-03-11,3932.10009765625,3932.10009765625,4056.0,3890.0,3948.85009765625,2414908,2024-03-11
2024-03-18,4297.60009765625,4297.60009765625,4330.5,3918.699951171875,3932.10009765625,3080688,2024-03-18
2024-03-25,4525.60009765625,4525.60009765625,4560.0,4297.25,4297.60009765625,3545288,2024-03-25
2024-04-01,4619.25,4619.25,4715.0,4400.0498046875,4570.0,3093702,2024-04-01
2024-04-08,4765.0498046875,4765.0498046875,4831.85009765625,4622.0,4648.14990234375,2152303,2024-04-08
2024-04-15,4696.0,4696.0,4836.7001953125,4605.0,4680.0,1799794,2024-04-15
2024-04-22,4553.14990234375,4553.14990234375,4890.0,4531.5,4743.0,1632261,2024-04-22
2024-04-29,4612.35009765625,4612.35009765625,4650.0,4450.0,4560.5,1716144,2024-04-29
2024-05-06,4796.7998046875,4796.7998046875,4895.60009765625,4576.0,4620.0,2812409,2024-05-06
2024-05-13,4670.64990234375,4670.64990234375,4809.0,4550.35009765625,4799.9501953125,1606069,2024-05-13
2024-05-20,4684.5,4684.5,4924.2001953125,4605.4501953125,4682.89990234375,1354493,2024-05-20
2024-05-27,4302.14990234375,4302.14990234375,4669.0,4250.39990234375,4651.5498046875,1860214,2024-05-27
2024-06-03,4747.25,4747.25,4900.0,4301.0,4392.9501953125,3886217,2024-06-03
2024-06-10,4739.9501953125,4739.9501953125,4829.89990234375,4640.0498046875,4769.0498046875,1596054,2024-06-10
2024-06-17,4804.85009765625,4804.85009765625,5219.0,4734.7998046875,4739.9501953125,4797280,2024-06-17
2024-06-24,4716.75,4716.75,4960.0,4680.0,4792.0,2468755,2024-06-24
2024-07-01,4853.10009765625,4853.10009765625,4871.0,4612.5,4725.10009765625,2478739,2024-07-01
2024-07-08,4943.64990234375,4943.64990234375,5016.9501953125,4731.10009765625,4860.0,2578794,2024-07-08
2024-07-15,5010.7001953125,5010.7001953125,5164.0,4943.64990234375,5126.4501953125,3750963,2024-07-15
2024-07-22,5071.60009765625,5071.60009765625,5205.0,4922.75,4955.0,2249183,2024-07-22
2024-07-29,4909.7001953125,4909.7001953125,5175.5498046875,4883.0,5144.0,2107424,2024-07-29
2024-08-05,4989.9501953125,4989.9501953125,5063.89990234375,4801.0,4861.5,2286673,2024-08-05
2024-08-12,5021.2998046875,5021.2998046875,5048.0,4902.7001953125,4999.0,782256,2024-08-12
2024-08-19,4901.5,4901.5,5164.0,4880.0,5040.0,2444554,2024-08-19
2024-08-26,4927.4501953125,4927.4501953125,5155.5498046875,4900.0,4903.0,2628210,2024-08-26
2024-09-02,5303.4501953125,5303.4501953125,5361.14990234375,4951.0,4977.0,2877063,2024-09-02
2024-09-09,5187.0498046875,5187.0498046875,5449.0,5155.0,5303.4501953125,2233777,2024-09-09
2024-09-16,5320.5498046875,5320.5498046875,5443.9501953125,5176.14990234375,5188.0498046875,1547072,2024-09-16
2024-09-23,5102.2998046875,5102.2998046875,5484.85009765625,5090.0,5355.14990234375,2320945,2024-09-23
2024-09-30,4737.5498046875,4737.5498046875,5215.0,4696.10009765625,5102.2998046875,4598805,2024-09-30
2024-10-07,4572.7001953125,4572.7001953125,4752.89990234375,4435.0,4741.0,4661035,2024-10-07
2024-10-14,3986.699951171875,3986.699951171875,4299.0,3975.10009765625,4204.0,8747513,2024-10-14
2024-10-21,4052.199951171875,4052.199951171875,4224.7998046875,3961.0,4000.050048828125,2738848,2024-10-21
2024-10-28,4001.60009765625,4001.60009765625,4094.300048828125,3876.0,4052.199951171875,1587934,2024-10-28
2024-11-04,3874.5,3874.5,4006.10009765625,3860.14990234375,4000.75,1810975,2024-11-04
2024-11-11,3823.85009765625,3823.85009765625,3940.0,3751.0,3899.64990234375,1827153,2024-11-11
2024-11-18,3613.64990234375,3613.64990234375,3948.0,3564.0,3948.0,3344437,2024-11-18
2024-11-25,3709.60009765625,3709.60009765625,3757.89990234375,3592.10009765625,3686.0,3521889,2024-11-25
2024-12-02,3805.550048828125,3805.550048828125,3920.449951171875,3622.699951171875,3715.449951171875,4356276,2024-12-02
2024-12-09,3652.300048828125,3652.300048828125,3853.0,3612.0,3800.0,4744458,2024-12-09
2024-12-16,3408.300048828125,3408.300048828125,3672.5,3399.0,3650.0,3932008,2024-12-16
2024-12-23,3568.35009765625,3568.35009765625,3573.39990234375,3419.050048828125,3443.449951171875,2170591,2024-12-23
2024-12-30,4025.199951171875,4025.199951171875,4165.89990234375,3495.050048828125,3570.0,13133195,2024-12-30
2025-01-06,3686.25,3686.25,4061.75,3666.64990234375,4025.199951171875,4040905,2025-01-06
2025-01-13,3620.64990234375,3620.64990234375,3649.949951171875,3443.0,3501.0,5083577,2025-01-13
2025-01-20,3579.949951171875,3579.949951171875,3640.0,3524.5,3624.0,1280200,2025-01-20
2025-01-27,4023.75,4023.75,4084.699951171875,3495.300048828125,3565.0,5053733,2025-01-27
2025-02-03,3743.5,3743.5,4090.0,3695.39990234375,3899.949951171875,4008973,2025-02-03
2025-02-10,3682.64990234375,3682.64990234375,3813.0,3585.0,3756.60009765625,1752303,2025-02-10
2025-02-17,3596.699951171875,3596.699951171875,3713.949951171875,3569.5,3645.050048828125,2295120,2025-02-17
2025-02-24,3403.949951171875,3403.949951171875,3611.39990234375,3391.0,3589.800048828125,2015147,2025-02-24
2025-03-03,3593.60009765625,3593.60009765625,3636.300048828125,3340.0,3425.0,3342056,2025-03-03
2025-03-10,3797.10009765625,3797.10009765625,3877.050048828125,3548.199951171875,3600.0,3174610,2025-03-10
2025-03-17,3892.199951171875,3892.199951171875,3948.800048828125,3788.10009765625,3797.10009765625,1410122,2025-03-17
2025-03-24,4083.199951171875,4083.199951171875,4190.0,3883.949951171875,3900.0,2920685,2025-03-24
2025-03-31,4039.89990234375,4039.89990234375,4195.5,3943.0,4083.199951171875,2037295,2025-03-31
2025-04-07,4131.5,4131.5,4192.0,3761.199951171875,3761.199951171875,2259401,2025-04-07
2025-04-14,4357.10009765625,4357.10009765625,4397.0,4088.0,4131.5,1921624,2025-04-14
2025-04-21,4375.2001953125,4375.2001953125,4557.7001953125,4315.0,4357.0,5022756,2025-04-21
2025-04-28,4042.199951171875,4042.199951171875,4462.2998046875,4022.0,4375.2001953125,2520250,2025-04-28
2025-05-05,3972.39990234375,3972.39990234375,4077.0,3850.0,3956.0,3087819,2025-05-05
2025-05-12,4189.7001953125,4189.7001953125,4196.0,3995.89990234375,4050.0,1742206,2025-05-12
2025-05-19,4140.7998046875,4140.7998046875,4247.7001953125,4051.0,4200.0,1539930,2025-05-19
2025-05-26,4002.10009765625,4002.10009765625,4170.0,3991.800048828125,4145.0,1419777,2025-05-26
2025-06-02,4201.60009765625,4201.60009765625,4244.7998046875,3981.300048828125,3990.0,1877439,2025-06-02
2025-06-09,4051.89990234375,4051.89990234375,4227.10009765625,3928.89990234375,4201.60009765625,5561650,2025-06-09
2025-06-16,4300.2998046875,4300.2998046875,4324.5,3983.60009765625,4034.800048828125,4064562,2025-06-16
2025-06-23,4313.5,4313.5,4358.60009765625,4236.7001953125,4269.10009765625,2376858,2025-06-23
2025-06-30,4261.10009765625,4261.10009765625,4495.5,4217.89990234375,4319.7998046875,4860425,2025-06-30
2025-07-07,4064.199951171875,4064.199951171875,4297.0,4041.0,4279.0,1958058,2025-07-07
2025-07-14,4026.699951171875,4026.699951171875,4115.0,3930.0,4090.0,3574358,2025-07-14
