Date,Adj Close_UTIAMC.NS,Close_UTIAMC.NS,High_UTIAMC.NS,Low_UTIAMC.NS,Open_UTIAMC.NS,Volume_UTIAMC.NS,Date
2021-12-20,967.4420776367188,1026.9000244140625,1039.0,957.5999755859375,1026.050048828125,1227092,2021-12-20
2021-12-27,992.1721801757812,1053.1500244140625,1074.550048828125,1011.5,1029.4000244140625,581679,2021-12-27
2022-01-03,1014.3115844726562,1076.6500244140625,1109.3499755859375,1046.25,1046.25,732521,2022-01-03
2022-01-10,1016.9493408203125,1079.449951171875,1105.199951171875,1062.8499755859375,1087.4000244140625,587667,2022-01-10
2022-01-17,974.3193359375,1034.199951171875,1085.0,1022.0,1082.0,698095,2022-01-17
2022-01-24,911.057373046875,967.0499877929688,1042.5,950.0,1039.050048828125,592729,2022-01-24
2022-01-31,793.4833984375,842.25,947.3499755859375,834.3499755859375,940.25,2150739,2022-01-31
2022-02-07,846.6648559570312,898.7000122070312,909.0,809.1500244140625,865.0,1648218,2022-02-07
2022-02-14,780.529541015625,828.5,899.8499755859375,818.4500122070312,871.25,646952,2022-02-14
2022-02-21,694.4686889648438,737.1500244140625,827.0,724.0,820.0,1540483,2022-02-21
2022-02-28,797.8641357421875,846.9000244140625,904.0999755859375,720.5,735.7000122070312,3034732,2022-02-28
2022-03-07,880.6275634765625,934.75,939.9000244140625,818.0,831.0,2311160,2022-03-07
2022-03-14,871.8660888671875,925.4500122070312,999.9500122070312,908.8499755859375,943.5999755859375,4448161,2022-03-14
2022-03-21,916.757080078125,973.0999755859375,1008.0,935.7999877929688,943.0499877929688,855825,2022-03-21
2022-03-28,929.9464721679688,987.0999755859375,1025.949951171875,971.0,989.4000244140625,634273,2022-03-28
2022-04-04,908.4666137695312,964.2999877929688,1010.1500244140625,958.0,987.5,537614,2022-04-04
2022-04-11,904.4155883789062,960.0,999.0,945.0,964.5,272286,2022-04-11
2022-04-18,891.9798583984375,946.7999877929688,993.0,927.6500244140625,974.7000122070312,666988,2022-04-18
2022-04-25,746.0486450195312,791.9000244140625,960.0,786.0,952.0,1438114,2022-04-25
2022-05-02,733.98974609375,779.0999755859375,812.4500122070312,755.0,792.0,602916,2022-05-02
2022-05-09,658.6217651367188,699.0999755859375,784.75,690.8499755859375,784.75,685371,2022-05-09
2022-05-16,668.0427856445312,709.0999755859375,745.0,682.2000122070312,708.0,468255,2022-05-16
2022-05-23,641.6168823242188,681.0499877929688,723.0,644.0,715.0,795564,2022-05-23
2022-05-30,636.8121948242188,675.9500122070312,695.7999877929688,670.0,693.0,372955,2022-05-30
2022-06-06,611.7994995117188,649.4000244140625,704.0,634.4000244140625,677.5999755859375,394341,2022-06-06
2022-06-13,583.5835571289062,619.4500122070312,669.0,595.0,642.0,521192,2022-06-13
2022-06-20,605.77001953125,643.0,645.25,602.7999877929688,610.0,256365,2022-06-20
2022-06-27,601.76611328125,638.75,664.9500122070312,628.0499877929688,647.2000122070312,314415,2022-06-27
2022-07-04,635.2106323242188,674.25,688.0,636.0499877929688,636.0499877929688,308029,2022-07-04
2022-07-11,592.8632202148438,629.2999877929688,684.0,619.5999755859375,674.25,862288,2022-07-11
2022-07-18,670.1268920898438,688.4000244140625,700.0,622.25,636.8499755859375,889188,2022-07-18
2022-07-25,675.3348388671875,693.75,703.0,655.0,688.4000244140625,524417,2022-07-25
2022-08-01,716.9013671875,736.4500122070312,739.0499877929688,679.0,704.0,748069,2022-08-01
2022-08-08,729.89697265625,749.7999877929688,761.0,728.25,736.4000244140625,480714,2022-08-08
2022-08-15,799.4017333984375,821.2000122070312,894.7000122070312,749.7999877929688,749.7999877929688,3814074,2022-08-15
2022-08-22,804.9017333984375,826.8499755859375,845.5499877929688,798.0999755859375,825.0,611650,2022-08-22
2022-08-29,829.578857421875,852.2000122070312,858.0,785.1500244140625,785.1500244140625,682580,2022-08-29
2022-09-05,797.7468872070312,819.5,854.9500122070312,816.0,850.0,466181,2022-09-05
2022-09-12,793.2689819335938,814.9000244140625,834.9000244140625,782.0,815.7999877929688,828126,2022-09-12
2022-09-19,732.8660278320312,752.8499755859375,816.9000244140625,750.0,815.0,568521,2022-09-19
2022-09-26,703.5650634765625,722.75,744.5499877929688,691.0,735.0,653145,2022-09-26
2022-10-03,710.33056640625,729.7000122070312,734.0,705.75,720.75,486565,2022-10-03
2022-10-10,716.609375,736.1500244140625,750.0,708.5,723.0,405872,2022-10-10
2022-10-17,736.02978515625,756.0999755859375,802.9000244140625,727.9500122070312,728.7999877929688,495157,2022-10-17
2022-10-24,685.020751953125,703.7000122070312,775.0,702.6500244140625,775.0,418323,2022-10-24
2022-10-31,641.9453125,659.4500122070312,715.0,656.0499877929688,707.25,1432076,2022-10-31
2022-11-07,666.8170776367188,685.0,710.0,659.0,662.75,1000769,2022-11-07
2022-11-14,667.2551879882812,685.4500122070312,695.9500122070312,678.9500122070312,690.0,367926,2022-11-14
2022-11-21,724.3482666015625,744.0999755859375,749.0,676.1500244140625,688.9000244140625,3671185,2022-11-21
2022-11-28,747.127197265625,767.5,790.0,722.1500244140625,732.0,1616800,2022-11-28
2022-12-05,758.37060546875,779.0499877929688,803.7999877929688,763.5499877929688,780.0,610331,2022-12-05
2022-12-12,750.7776489257812,771.25,789.5,760.0,781.0,322508,2022-12-12
2022-12-19,807.8220825195312,829.8499755859375,908.0,799.25,805.9500122070312,10455082,2022-12-19
2022-12-26,838.0479736328125,860.9000244140625,893.9500122070312,816.0999755859375,827.0999755859375,1583621,2022-12-26
2023-01-02,801.6893310546875,823.5499877929688,884.0,815.5999755859375,867.0,1311308,2023-01-02
2023-01-09,788.20703125,809.7000122070312,848.0,807.0,824.9500122070312,984726,2023-01-09
2023-01-16,752.23779296875,772.75,822.5499877929688,768.0,822.0,525770,2023-01-16
2023-01-23,718.6049194335938,738.2000122070312,779.8499755859375,735.0,778.1500244140625,212007,2023-01-23
2023-01-30,677.3303833007812,695.7999877929688,759.7999877929688,680.0999755859375,730.0,861138,2023-01-30
2023-02-06,679.7153930664062,698.25,712.75,672.5499877929688,695.7999877929688,907672,2023-02-06
2023-02-13,670.1268920898438,688.4000244140625,718.0,675.0,698.25,1793471,2023-02-13
2023-02-20,650.8524169921875,668.5999755859375,694.0,662.0,690.0,796142,2023-02-20
2023-02-27,639.2196655273438,656.6500244140625,688.0,641.75,665.25,456978,2023-02-27
2023-03-06,636.9320068359375,654.2999877929688,671.5499877929688,652.0,661.0,631189,2023-03-06
2023-03-13,631.4806518554688,648.7000122070312,669.0,646.0,650.0,502394,2023-03-13
2023-03-20,640.1444091796875,657.5999755859375,695.7999877929688,631.0499877929688,642.25,3798233,2023-03-20
2023-03-27,624.9098510742188,641.9500122070312,659.9500122070312,608.0,657.5999755859375,835674,2023-03-27
2023-04-03,640.4364624023438,657.9000244140625,668.0,638.2000122070312,647.0,311697,2023-04-03
2023-04-10,681.8569946289062,700.4500122070312,702.7000122070312,654.0,660.0,2106527,2023-04-10
2023-04-17,648.759521484375,666.4500122070312,699.0,659.1500244140625,699.0,475369,2023-04-17
2023-04-24,640.7771606445312,658.25,724.5,650.5499877929688,666.9000244140625,1612166,2023-04-24
2023-05-01,643.2108154296875,660.75,674.0,652.2000122070312,658.25,1035835,2023-05-01
2023-05-08,635.0337524414062,652.3499755859375,667.4500122070312,646.3499755859375,661.0,361955,2023-05-08
2023-05-15,636.3966064453125,653.75,668.8499755859375,638.75,652.0,1091771,2023-05-15
2023-05-22,669.4454345703125,687.7000122070312,691.0,651.75,655.0,698092,2023-05-22
2023-05-29,691.7862548828125,710.6500244140625,713.9500122070312,674.75,690.9000244140625,1250375,2023-05-29
2023-06-05,690.374755859375,709.2000122070312,754.0,700.25,713.0,1179035,2023-06-05
2023-06-12,674.3126831054688,692.7000122070312,720.0,681.0999755859375,711.0,932004,2023-06-12
2023-06-19,665.4055786132812,683.5499877929688,700.9500122070312,678.0,694.9500122070312,1389246,2023-06-19
2023-06-26,764.2113037109375,785.0499877929688,800.9500122070312,677.6500244140625,683.5499877929688,5789364,2023-06-26
2023-07-03,775.3087158203125,796.4500122070312,821.0,761.25,789.9000244140625,1762766,2023-07-03
2023-07-10,809.8177490234375,831.9000244140625,833.0,786.0,794.0,788862,2023-07-10
2023-07-17,793.463623046875,815.0999755859375,839.7999877929688,802.2999877929688,837.9500122070312,1135733,2023-07-17
2023-07-24,785.2999877929688,785.2999877929688,860.0,778.7999877929688,814.0,2330770,2023-07-24
2023-07-31,779.9000244140625,779.9000244140625,808.2000122070312,770.5499877929688,789.9000244140625,537773,2023-07-31
2023-08-07,769.0499877929688,769.0499877929688,788.2000122070312,765.1500244140625,784.9000244140625,425471,2023-08-07
2023-08-14,751.75,751.75,776.9500122070312,731.2000122070312,765.0,421914,2023-08-14
2023-08-21,749.4500122070312,749.4500122070312,764.7999877929688,737.0,751.75,514949,2023-08-21
2023-08-28,746.9000244140625,746.9000244140625,761.9000244140625,739.6500244140625,750.0499877929688,418944,2023-08-28
2023-09-04,791.7999877929688,791.7999877929688,800.9500122070312,748.2000122070312,748.2000122070312,807965,2023-09-04
2023-09-11,784.5,784.5,824.9000244140625,772.5,792.2000122070312,1123477,2023-09-11
2023-09-18,784.8499755859375,784.8499755859375,813.0,771.0,784.5,351109,2023-09-18
2023-09-25,787.0499877929688,787.0499877929688,798.7000122070312,770.1500244140625,784.8499755859375,352015,2023-09-25
2023-10-02,788.75,788.75,807.2999877929688,781.7999877929688,787.0499877929688,266437,2023-10-02
2023-10-09,818.8499755859375,818.8499755859375,829.0,770.1500244140625,770.1500244140625,1314837,2023-10-09
2023-10-16,775.9500122070312,775.9500122070312,828.0,765.5999755859375,825.0,1476981,2023-10-16
2023-10-23,751.75,751.75,790.0,741.0,775.9500122070312,670507,2023-10-23
2023-10-30,762.5999755859375,762.5999755859375,769.4000244140625,745.0499877929688,759.0,562722,2023-10-30
2023-11-06,780.0,780.0,789.0,765.0,765.0,653193,2023-11-06
2023-11-13,786.7999877929688,786.7999877929688,797.7000122070312,770.0,789.0,674886,2023-11-13
2023-11-20,790.0999755859375,790.0999755859375,798.0,775.2999877929688,795.0,501824,2023-11-20
2023-11-27,826.5999755859375,826.5999755859375,837.7999877929688,788.0999755859375,790.0999755859375,1025152,2023-11-27
2023-12-04,830.1500244140625,830.1500244140625,854.9500122070312,824.0,840.0,964293,2023-12-04
2023-12-11,825.9500122070312,825.9500122070312,846.4000244140625,806.0499877929688,835.0,522634,2023-12-11
2023-12-18,858.0999755859375,858.0999755859375,917.9000244140625,829.25,835.25,2656732,2023-12-18
2023-12-25,866.5999755859375,866.5999755859375,874.0,842.5,858.0999755859375,340671,2023-12-25
2024-01-01,875.6500244140625,875.6500244140625,904.9500122070312,853.4000244140625,869.9000244140625,559513,2024-01-01
2024-01-08,899.9500122070312,899.9500122070312,927.0,862.0,877.0,869127,2024-01-08
2024-01-15,864.4500122070312,864.4500122070312,899.9500122070312,828.6500244140625,899.9500122070312,393652,2024-01-15
2024-01-22,858.7999877929688,858.7999877929688,865.75,825.0999755859375,864.4500122070312,263000,2024-01-22
2024-01-29,926.0499877929688,926.0499877929688,965.0,852.0,860.4500122070312,5164315,2024-01-29
2024-02-05,918.5,918.5,946.8499755859375,892.2000122070312,927.8499755859375,578553,2024-02-05
2024-02-12,907.8499755859375,907.8499755859375,936.0499877929688,878.0,918.5,407662,2024-02-12
2024-02-19,916.4000244140625,916.4000244140625,960.9500122070312,902.25,923.0,1243986,2024-02-19
2024-02-26,902.0,902.0,937.0,879.25,920.0,1047092,2024-02-26
2024-03-04,890.7000122070312,890.7000122070312,913.7000122070312,869.4500122070312,905.7999877929688,288592,2024-03-04
2024-03-11,837.75,837.75,895.0,802.0,890.7000122070312,466875,2024-03-11
2024-03-18,834.5999755859375,834.5999755859375,848.0999755859375,804.5,832.0,527647,2024-03-18
2024-03-25,813.0,813.0,839.0,807.0,834.5999755859375,267531,2024-03-25
2024-04-01,927.0999755859375,927.0999755859375,929.4000244140625,818.9500122070312,820.9000244140625,660347,2024-04-01
2024-04-08,919.2000122070312,919.2000122070312,935.9500122070312,897.75,930.9500122070312,608119,2024-04-08
2024-04-15,900.3499755859375,900.3499755859375,930.0,873.9000244140625,916.0499877929688,512529,2024-04-15
2024-04-22,974.4000244140625,974.4000244140625,1005.0,920.1500244140625,932.0,3358807,2024-04-22
2024-04-29,945.4500122070312,945.4500122070312,999.0,936.0,982.0,965143,2024-04-29
2024-05-06,909.9000244140625,909.9000244140625,954.5,893.9000244140625,950.0,645839,2024-05-06
2024-05-13,920.3499755859375,920.3499755859375,927.9000244140625,891.0,913.5,427236,2024-05-13
2024-05-20,926.5,926.5,936.7999877929688,914.0,919.5,208932,2024-05-20
2024-05-27,908.6500244140625,908.6500244140625,939.7999877929688,899.0499877929688,933.2999877929688,419356,2024-05-27
2024-06-03,960.25,960.25,975.75,896.9500122070312,932.0,1022040,2024-06-03
2024-06-10,1001.0499877929688,1001.0499877929688,1012.2000122070312,952.5499877929688,965.2999877929688,1012930,2024-06-10
2024-06-17,1012.5,1012.5,1068.0,1001.0499877929688,1001.0499877929688,1236480,2024-06-17
2024-06-24,1000.5,1000.5,1048.5999755859375,997.0,1020.0499877929688,563152,2024-06-24
2024-07-01,1046.0999755859375,1046.0999755859375,1052.0,1008.0,1009.0,1006118,2024-07-01
2024-07-08,1056.800048828125,1056.800048828125,1072.0,1010.4000244140625,1050.0,1142501,2024-07-08
2024-07-15,990.0999755859375,990.0999755859375,1112.0,985.0,1065.0,2435894,2024-07-15
2024-07-22,1051.4000244140625,1051.4000244140625,1066.050048828125,940.5999755859375,991.0,1639781,2024-07-22
2024-07-29,1035.550048828125,1035.550048828125,1080.9000244140625,1020.0,1055.9000244140625,1006563,2024-07-29
2024-08-05,993.3499755859375,993.3499755859375,1020.2000122070312,970.0,970.0,934341,2024-08-05
2024-08-12,1040.8499755859375,1040.8499755859375,1076.0,983.9000244140625,988.0,852687,2024-08-12
2024-08-19,1136.800048828125,1136.800048828125,1164.0,1043.199951171875,1057.949951171875,2776970,2024-08-19
2024-08-26,1146.8499755859375,1146.8499755859375,1180.5,1106.6500244140625,1153.199951171875,1112576,2024-08-26
2024-09-02,1295.4000244140625,1295.4000244140625,1319.0,1145.300048828125,1161.0,4858035,2024-09-02
2024-09-09,1288.5,1288.5,1317.5999755859375,1252.0,1302.0,1233663,2024-09-09
2024-09-16,1281.5,1281.5,1341.0,1261.0,1295.050048828125,1319722,2024-09-16
2024-09-23,1248.8499755859375,1248.8499755859375,1299.0,1225.800048828125,1280.5,984954,2024-09-23
2024-09-30,1217.1500244140625,1217.1500244140625,1284.949951171875,1198.5999755859375,1250.0,1034040,2024-09-30
2024-10-07,1213.75,1213.75,1259.0,1160.4000244140625,1215.300048828125,1826612,2024-10-07
2024-10-14,1280.0,1280.0,1342.0999755859375,1188.050048828125,1213.5,3885666,2024-10-14
2024-10-21,1147.5,1147.5,1325.9000244140625,1140.0,1293.0,1102196,2024-10-21
2024-10-28,1360.4000244140625,1360.4000244140625,1373.949951171875,1173.9000244140625,1192.0,3396392,2024-10-28
2024-11-04,1323.25,1323.25,1400.0,1315.0999755859375,1369.0,1835391,2024-11-04
2024-11-11,1311.9000244140625,1311.9000244140625,1399.300048828125,1253.8499755859375,1321.0,1403243,2024-11-11
2024-11-18,1301.75,1301.75,1325.0,1257.949951171875,1289.550048828125,651076,2024-11-18
2024-11-25,1299.1500244140625,1299.1500244140625,1343.0,1271.4000244140625,1338.75,629398,2024-11-25
2024-12-02,1325.9000244140625,1325.9000244140625,1357.75,1287.0,1298.550048828125,1738944,2024-12-02
2024-12-09,1361.050048828125,1361.050048828125,1403.6500244140625,1330.0,1332.75,1592750,2024-12-09
2024-12-16,1234.0999755859375,1234.0999755859375,1380.199951171875,1228.25,1374.0,747558,2024-12-16
2024-12-23,1249.8499755859375,1249.8499755859375,1255.75,1206.050048828125,1210.3499755859375,401626,2024-12-23
2024-12-30,1362.199951171875,1362.199951171875,1400.0,1233.25,1256.6500244140625,1354168,2024-12-30
2025-01-06,1192.0,1192.0,1390.300048828125,1162.199951171875,1371.75,1052407,2025-01-06
2025-01-13,1216.0,1216.0,1278.0,1152.199951171875,1180.0,1280911,2025-01-13
2025-01-20,1172.5999755859375,1172.5999755859375,1257.949951171875,1152.5,1216.050048828125,390647,2025-01-20
2025-01-27,1054.300048828125,1054.300048828125,1199.25,994.0,1172.5999755859375,1492036,2025-01-27
2025-02-03,1050.8499755859375,1050.8499755859375,1105.0,1012.1500244140625,1052.0,611418,2025-02-03
2025-02-10,949.9000244140625,949.9000244140625,1058.449951171875,940.0,1050.0,673135,2025-02-10
2025-02-17,951.75,951.75,999.9000244140625,905.0,943.6500244140625,520535,2025-02-17
2025-02-24,940.9000244140625,940.9000244140625,1003.0,934.5499877929688,935.0,565194,2025-02-24
2025-03-03,974.25,974.25,989.9500122070312,905.25,941.9500122070312,1110955,2025-03-03
2025-03-10,932.7999877929688,932.7999877929688,998.5999755859375,915.0,985.0,598634,2025-03-10
2025-03-17,1070.199951171875,1070.199951171875,1078.9000244140625,920.0,944.0,1134682,2025-03-17
2025-03-24,1055.25,1055.25,1098.5999755859375,1029.4000244140625,1070.199951171875,801918,2025-03-24
2025-03-31,1060.1500244140625,1060.1500244140625,1090.0999755859375,1040.0,1055.25,439268,2025-03-31
2025-04-07,998.1500244140625,998.1500244140625,1048.5,944.5499877929688,945.0,555385,2025-04-07
2025-04-14,1028.800048828125,1028.800048828125,1041.0,998.1500244140625,998.1500244140625,785590,2025-04-14
2025-04-21,1075.0,1075.0,1157.0,1031.4000244140625,1032.9000244140625,1899782,2025-04-21
2025-04-28,1009.9000244140625,1009.9000244140625,1107.0,1000.0,1082.9000244140625,785339,2025-04-28
2025-05-05,982.0,982.0,1041.5999755859375,959.9000244140625,1026.300048828125,816737,2025-05-05
2025-05-12,1120.199951171875,1120.199951171875,1126.5999755859375,1004.2999877929688,1018.0,755289,2025-05-12
2025-05-19,1188.9000244140625,1188.9000244140625,1195.0,1112.300048828125,1118.0,1946494,2025-05-19
2025-05-26,1190.199951171875,1190.199951171875,1217.5999755859375,1170.0,1196.0,610389,2025-05-26
2025-06-02,1223.9000244140625,1223.9000244140625,1249.0,1143.0,1190.199951171875,1923190,2025-06-02
2025-06-09,1229.5,1229.5,1288.9000244140625,1211.0,1238.0,1947448,2025-06-09
2025-06-16,1255.699951171875,1255.699951171875,1304.9000244140625,1217.5,1230.800048828125,2041302,2025-06-16
2025-06-23,1257.5999755859375,1257.5999755859375,1305.9000244140625,1235.0999755859375,1252.800048828125,1385113,2025-06-23
2025-06-30,1290.0,1290.0,1304.800048828125,1256.199951171875,1260.0,558648,2025-06-30
2025-07-07,1394.699951171875,1394.699951171875,1429.0,1278.300048828125,1292.699951171875,4291310,2025-07-07
2025-07-14,1436.800048828125,1436.800048828125,1450.0,1370.0999755859375,1394.699951171875,553125,2025-07-14
