Date,Adj Close_TRENT.NS,Close_TRENT.NS,High_TRENT.NS,Low_TRENT.NS,Open_TRENT.NS,Volume_TRENT.NS,Date
2021-11-15,1132.3582763671875,1137.6500244140625,1202.699951171875,1095.5,1156.949951171875,3765564,2021-11-15
2021-11-22,1036.804931640625,1041.6500244140625,1139.550048828125,1025.0,1112.4000244140625,4615045,2021-11-22
2021-11-29,1016.2011108398438,1020.9500122070312,1067.800048828125,992.4000244140625,1035.0,4332274,2021-11-29
2021-12-06,1031.1312255859375,1035.949951171875,1052.0,989.0999755859375,1029.0999755859375,2015505,2021-12-06
2021-12-13,1030.2852783203125,1035.0999755859375,1086.949951171875,1000.7999877929688,1040.0,4552207,2021-12-13
2021-12-20,1036.15771484375,1041.0,1064.449951171875,970.5999755859375,1030.0,2939479,2021-12-20
2021-12-27,1060.046142578125,1065.0,1069.9000244140625,1020.0,1020.0,2481642,2021-12-27
2022-01-03,1080.1522216796875,1085.199951171875,1095.0,1041.0,1065.0,2254078,2022-01-03
2022-01-10,1159.431640625,1164.8499755859375,1199.949951171875,1062.0,1090.0,3634479,2022-01-10
2022-01-17,1176.3526611328125,1181.8499755859375,1212.0,1135.800048828125,1167.0,4647213,2022-01-17
2022-01-24,1013.5632934570312,1018.2999877929688,1200.0,1001.3499755859375,1179.0,4688852,2022-01-24
2022-01-31,1052.4815673828125,1057.4000244140625,1107.0,1018.0,1018.0,2530629,2022-01-31
2022-02-07,1066.3665771484375,1071.3499755859375,1099.550048828125,1025.0,1060.199951171875,3397990,2022-02-07
2022-02-14,1040.2884521484375,1045.1500244140625,1092.4000244140625,1017.0,1040.0,1991508,2022-02-14
2022-02-21,1065.1224365234375,1070.0999755859375,1084.0,980.0,1045.0,2861654,2022-02-21
2022-02-28,1090.9866943359375,1095.449951171875,1135.6500244140625,1030.0999755859375,1030.0999755859375,3062336,2022-02-28
2022-03-07,1164.037841796875,1168.800048828125,1181.75,1040.0,1080.0,2625520,2022-03-07
2022-03-14,1256.907958984375,1262.050048828125,1284.0,1145.5,1179.9000244140625,6039099,2022-03-14
2022-03-21,1256.1611328125,1261.300048828125,1314.5999755859375,1240.75,1282.0,4062320,2022-03-21
2022-03-28,1263.281982421875,1268.449951171875,1295.0,1248.8499755859375,1263.0,3093007,2022-03-28
2022-04-04,1264.47705078125,1269.6500244140625,1346.8499755859375,1256.3499755859375,1256.3499755859375,4920781,2022-04-04
2022-04-11,1227.777099609375,1232.800048828125,1291.5,1221.5,1279.25,2097252,2022-04-11
2022-04-18,1281.35791015625,1286.5999755859375,1295.0,1216.0,1230.0,3713078,2022-04-18
2022-04-25,1223.395263671875,1228.4000244140625,1287.199951171875,1181.0,1255.300048828125,3265457,2022-04-25
2022-05-02,1142.077880859375,1146.75,1242.8499755859375,1138.1500244140625,1220.0,2282905,2022-05-02
2022-05-09,1027.795166015625,1032.0,1151.449951171875,982.8499755859375,1135.800048828125,4243366,2022-05-09
2022-05-16,1082.521484375,1086.949951171875,1100.0,1005.0999755859375,1024.0,3475370,2022-05-16
2022-05-23,1065.22705078125,1068.449951171875,1099.0,1004.4000244140625,1092.0,1785062,2022-05-23
2022-05-30,1125.8935546875,1129.300048828125,1145.0,1077.0,1087.0,4020400,2022-05-30
2022-06-06,1109.94189453125,1113.300048828125,1138.5,1063.0999755859375,1129.0,2790958,2022-06-06
2022-06-13,1040.6514892578125,1043.800048828125,1117.5999755859375,1036.300048828125,1109.949951171875,3032693,2022-06-13
2022-06-20,1055.50634765625,1058.699951171875,1069.0,1009.2999877929688,1043.9000244140625,3494232,2022-06-20
2022-06-27,1070.311767578125,1073.550048828125,1115.0,1030.0,1080.9000244140625,3268734,2022-06-27
2022-07-04,1200.617431640625,1204.25,1210.800048828125,1073.550048828125,1073.550048828125,3453886,2022-07-04
2022-07-11,1207.0479736328125,1210.699951171875,1222.800048828125,1158.75,1202.800048828125,2556100,2022-07-11
2022-07-18,1239.9984130859375,1243.75,1266.8499755859375,1195.050048828125,1222.0,3495150,2022-07-18
2022-07-25,1264.7733154296875,1268.5999755859375,1276.8499755859375,1221.300048828125,1237.5,2406387,2022-07-25
2022-08-01,1311.9306640625,1315.9000244140625,1326.75,1268.0,1268.0,2325952,2022-08-01
2022-08-08,1378.5789794921875,1382.75,1390.5999755859375,1301.0,1315.9000244140625,3613255,2022-08-08
2022-08-15,1393.9324951171875,1398.1500244140625,1522.5,1382.75,1382.75,6103899,2022-08-15
2022-08-22,1386.4053955078125,1390.5999755859375,1416.75,1283.0,1398.1500244140625,8047373,2022-08-22
2022-08-29,1386.90380859375,1391.0999755859375,1421.550048828125,1330.4000244140625,1352.0,3086748,2022-08-29
2022-09-05,1375.189208984375,1379.3499755859375,1427.9000244140625,1371.8499755859375,1390.0,3063115,2022-09-05
2022-09-12,1428.3782958984375,1432.699951171875,1474.3499755859375,1385.0,1385.0,3943568,2022-09-12
2022-09-19,1429.325439453125,1433.6500244140625,1498.5999755859375,1385.5,1433.4000244140625,4295057,2022-09-19
2022-09-26,1415.7166748046875,1420.0,1443.4000244140625,1353.0,1420.0,3053299,2022-09-26
2022-10-03,1446.3739013671875,1450.75,1480.0,1383.0,1419.0,2363428,2022-10-03
2022-10-10,1375.4384765625,1379.5999755859375,1459.6500244140625,1373.8499755859375,1430.0,2333063,2022-10-10
2022-10-17,1426.683349609375,1431.0,1447.699951171875,1354.050048828125,1377.949951171875,2419777,2022-10-17
2022-10-24,1454.5491943359375,1458.949951171875,1478.0,1419.699951171875,1446.3499755859375,1081616,2022-10-24
2022-10-31,1501.4571533203125,1506.0,1566.0,1460.0,1460.0,4716162,2022-10-31
2022-11-07,1414.76953125,1419.050048828125,1549.699951171875,1395.0,1517.699951171875,4226730,2022-11-07
2022-11-14,1378.878173828125,1383.050048828125,1441.5999755859375,1371.9000244140625,1433.550048828125,3836613,2022-11-14
2022-11-21,1428.0792236328125,1432.4000244140625,1448.0,1358.699951171875,1378.949951171875,3761609,2022-11-21
2022-11-28,1464.2696533203125,1468.699951171875,1479.800048828125,1420.1500244140625,1421.0,2405207,2022-11-28
2022-12-05,1453.60205078125,1458.0,1488.0,1432.9000244140625,1462.6500244140625,1905412,2022-12-05
2022-12-12,1403.054931640625,1407.300048828125,1460.550048828125,1401.0,1455.0,1795280,2022-12-12
2022-12-19,1280.5257568359375,1284.4000244140625,1424.25,1277.949951171875,1395.0,3385568,2022-12-19
2022-12-26,1347.2738037109375,1351.3499755859375,1365.0,1281.5,1289.949951171875,3152586,2022-12-26
2023-01-02,1244.3851318359375,1248.1500244140625,1358.4000244140625,1236.0,1358.0,2683485,2023-01-02
2023-01-09,1201.763916015625,1205.4000244140625,1255.0,1186.0999755859375,1253.800048828125,3507538,2023-01-09
2023-01-16,1178.7337646484375,1182.300048828125,1232.25,1177.0,1206.949951171875,2411250,2023-01-16
2023-01-23,1172.751708984375,1176.300048828125,1219.449951171875,1155.0,1188.25,3793184,2023-01-23
2023-01-30,1231.9227294921875,1235.6500244140625,1265.0,1161.300048828125,1179.9000244140625,4517208,2023-01-30
2023-02-06,1324.7918701171875,1328.800048828125,1352.5999755859375,1206.050048828125,1241.0,6125107,2023-02-06
2023-02-13,1356.545654296875,1360.6500244140625,1378.9000244140625,1296.9000244140625,1335.0,2596736,2023-02-13
2023-02-20,1301.6119384765625,1305.550048828125,1363.9000244140625,1299.300048828125,1360.050048828125,2278840,2023-02-20
2023-02-27,1300.9638671875,1304.9000244140625,1312.8499755859375,1272.0,1306.25,2663179,2023-02-27
2023-03-06,1336.9549560546875,1341.0,1366.9000244140625,1306.5999755859375,1306.5999755859375,2105756,2023-03-06
2023-03-13,1352.10888671875,1356.199951171875,1360.0,1296.949951171875,1341.0,2583985,2023-03-13
2023-03-20,1306.098388671875,1310.050048828125,1366.0,1305.0,1366.0,1973959,2023-03-20
2023-03-27,1370.8023681640625,1374.949951171875,1389.0,1288.0,1316.6500244140625,2115234,2023-03-27
2023-04-03,1363.125732421875,1367.25,1393.0,1347.0,1393.0,958322,2023-04-03
2023-04-10,1357.6922607421875,1361.800048828125,1384.0,1337.0,1367.25,1148820,2023-04-10
2023-04-17,1379.1771240234375,1383.3499755859375,1405.800048828125,1340.550048828125,1356.0,2302918,2023-04-17
2023-04-24,1363.6243896484375,1367.75,1396.050048828125,1306.199951171875,1393.75,3230129,2023-04-24
2023-05-01,1412.5263671875,1416.800048828125,1439.0,1367.75,1367.75,2390757,2023-05-01
2023-05-08,1481.6671142578125,1486.1500244140625,1490.0,1413.050048828125,1417.0,2396297,2023-05-08
2023-05-15,1488.5960693359375,1493.0999755859375,1529.0,1471.550048828125,1486.0,2162256,2023-05-15
2023-05-22,1525.5841064453125,1530.199951171875,1533.6500244140625,1478.0999755859375,1493.9000244140625,1898789,2023-05-22
2023-05-29,1594.8232421875,1597.300048828125,1603.199951171875,1523.0999755859375,1531.4000244140625,2935566,2023-05-29
2023-06-05,1595.9215087890625,1598.4000244140625,1620.0999755859375,1583.3499755859375,1595.0,1796349,2023-06-05
2023-06-12,1711.5919189453125,1714.25,1730.0,1584.550048828125,1598.4000244140625,4016300,2023-06-12
2023-06-19,1722.2752685546875,1724.949951171875,1743.9000244140625,1691.9000244140625,1714.449951171875,1788516,2023-06-19
2023-06-26,1761.41455078125,1764.1500244140625,1783.949951171875,1711.25,1726.8499755859375,1425462,2023-06-26
2023-07-03,1700.20947265625,1702.8499755859375,1791.949951171875,1696.0,1774.9000244140625,1630245,2023-07-03
2023-07-10,1685.0330810546875,1687.6500244140625,1717.949951171875,1657.449951171875,1714.949951171875,1798120,2023-07-10
2023-07-17,1711.242431640625,1713.9000244140625,1730.050048828125,1673.0,1696.449951171875,1597287,2023-07-17
2023-07-24,1727.9664306640625,1730.6500244140625,1738.949951171875,1690.5999755859375,1725.0,1447034,2023-07-24
2023-07-31,1698.3125,1700.949951171875,1764.0,1670.4000244140625,1739.0,2025382,2023-07-31
2023-08-07,1882.8758544921875,1885.800048828125,1915.0,1674.4000244140625,1710.0,7950842,2023-08-07
2023-08-14,1970.9390869140625,1974.0,2027.699951171875,1860.1500244140625,1885.0,5252574,2023-08-14
2023-08-21,2010.8770751953125,2014.0,2079.64990234375,1950.050048828125,1973.949951171875,3649949,2023-08-21
2023-08-28,2059.90087890625,2063.10009765625,2112.949951171875,1990.449951171875,2027.050048828125,3361316,2023-08-28
2023-09-04,2083.314453125,2086.550048828125,2131.550048828125,2020.0,2074.0,2463495,2023-09-04
2023-09-11,2067.039794921875,2070.25,2111.949951171875,2012.3499755859375,2093.949951171875,2349393,2023-09-11
2023-09-18,2062.696533203125,2065.89990234375,2112.0,2022.449951171875,2073.0,1468220,2023-09-18
2023-09-25,2076.92431640625,2080.14990234375,2185.0,2031.1500244140625,2080.0,8168663,2023-09-25
2023-10-02,2068.88720703125,2072.10009765625,2091.89990234375,2007.5999755859375,2080.14990234375,2001122,2023-10-02
2023-10-09,2081.5673828125,2084.800048828125,2114.800048828125,2032.4000244140625,2035.0,2175952,2023-10-09
2023-10-16,2032.99267578125,2036.1500244140625,2117.60009765625,2020.0,2093.0,1956590,2023-10-16
2023-10-23,2118.8095703125,2122.10009765625,2142.949951171875,1945.0,2035.0,2966941,2023-10-23
2023-10-30,2193.09423828125,2196.5,2210.0,2072.0,2143.199951171875,3019663,2023-10-30
2023-11-06,2485.489990234375,2489.35009765625,2504.14990234375,2181.699951171875,2196.550048828125,7937908,2023-11-06
2023-11-13,2572.405029296875,2576.39990234375,2613.699951171875,2485.35009765625,2495.0,3215000,2023-11-13
2023-11-20,2645.59130859375,2649.699951171875,2668.0,2585.300048828125,2595.0,2207803,2023-11-20
2023-11-27,2803.346435546875,2807.699951171875,2837.39990234375,2645.050048828125,2649.699951171875,4389206,2023-11-27
2023-12-04,2836.894287109375,2841.300048828125,2918.0,2772.25,2847.0,3499072,2023-12-04
2023-12-11,2985.114013671875,2989.75,3024.550048828125,2841.10009765625,2858.949951171875,3035382,2023-12-11
2023-12-18,2960.901611328125,2965.5,3025.0,2879.5,2998.550048828125,3043295,2023-12-18
2023-12-25,3050.212890625,3054.949951171875,3060.35009765625,2961.64990234375,2965.5,1834117,2023-12-25
2024-01-01,3060.79638671875,3065.550048828125,3108.449951171875,2940.75,3061.800048828125,2103689,2024-01-01
2024-01-08,3207.169189453125,3212.14990234375,3240.949951171875,3037.800048828125,3080.949951171875,3061677,2024-01-08
2024-01-15,3205.072509765625,3210.050048828125,3238.0,3090.0,3238.0,2019162,2024-01-15
2024-01-22,3226.788818359375,3231.800048828125,3252.5,3130.0,3210.050048828125,1173976,2024-01-22
2024-01-29,3121.202880859375,3126.050048828125,3295.0,2992.300048828125,3248.0,4432226,2024-01-29
2024-02-05,3753.720458984375,3759.550048828125,3937.39990234375,2955.0,3175.0,16750024,2024-02-05
2024-02-12,4018.359375,4024.60009765625,4036.300048828125,3700.10009765625,3767.800048828125,4802991,2024-02-12
2024-02-19,3879.774658203125,3885.800048828125,4099.7998046875,3829.699951171875,4048.0,3024320,2024-02-19
2024-02-26,3895.200439453125,3901.25,3995.0,3782.0,3875.0,3824457,2024-02-26
2024-03-04,3946.071533203125,3952.199951171875,3978.0,3750.25,3909.60009765625,2530802,2024-03-04
2024-03-11,4057.598388671875,4063.89990234375,4243.9501953125,3870.60009765625,3982.0,7546278,2024-03-11
2024-03-18,3942.4775390625,3948.60009765625,4088.0,3843.25,4063.89990234375,2726136,2024-03-18
2024-03-25,3941.878173828125,3948.0,3975.0,3866.050048828125,3948.60009765625,2206991,2024-03-25
2024-04-01,3926.501953125,3932.60009765625,4052.89990234375,3843.0,3974.949951171875,3446690,2024-04-01
2024-04-08,4047.56396484375,4053.85009765625,4113.9501953125,3894.89990234375,3932.60009765625,2837860,2024-04-08
2024-04-15,4152.5009765625,4158.9501953125,4177.89990234375,3912.39990234375,3950.050048828125,3840346,2024-04-15
2024-04-22,4298.1748046875,4304.85009765625,4373.0,4115.0,4215.2998046875,3830920,2024-04-22
2024-04-29,4516.6357421875,4523.64990234375,4680.5498046875,4052.39990234375,4359.0,10586430,2024-04-29
2024-05-06,4464.466796875,4471.39990234375,4580.0,4381.2998046875,4555.0,3552245,2024-05-06
2024-05-13,4635.80029296875,4643.0,4674.89990234375,4358.0,4475.7001953125,2917360,2024-05-13
2024-05-20,4708.087890625,4715.39990234375,4777.89990234375,4545.0,4634.5498046875,2420048,2024-05-20
2024-05-27,4555.20361328125,4559.14990234375,4760.85009765625,4498.89990234375,4759.0,5330101,2024-05-27
2024-06-03,4960.302734375,4964.60009765625,5010.39990234375,4196.0,4745.7998046875,3858527,2024-06-03
2024-06-10,5241.00927734375,5245.5498046875,5294.0,4884.7001953125,5025.0,4241430,2024-06-10
2024-06-17,5261.79150390625,5266.35009765625,5452.0,5200.0,5245.5498046875,3111020,2024-06-17
2024-06-24,5475.10693359375,5479.85009765625,5509.0,5200.0,5266.35009765625,3552404,2024-06-24
2024-07-01,5615.03564453125,5619.89990234375,5644.4501953125,5380.0,5500.0,2130427,2024-07-01
2024-07-08,5646.3583984375,5651.25,5696.0,5470.0498046875,5661.2001953125,2067022,2024-07-08
2024-07-15,5161.87841796875,5166.35009765625,5754.9501953125,5106.0498046875,5690.0,3362031,2024-07-15
2024-07-22,5388.681640625,5393.35009765625,5411.5498046875,4955.64990234375,5110.0,2746021,2024-07-22
2024-07-29,5533.4560546875,5538.25,5919.2998046875,5365.0,5414.9501953125,4323628,2024-07-29
2024-08-05,6269.91845703125,6275.35009765625,6373.85009765625,5194.5498046875,5360.0,10495142,2024-08-05
2024-08-12,6496.771484375,6502.39990234375,6548.0,6277.0,6302.9501953125,4580440,2024-08-12
2024-08-19,6942.7353515625,6948.75,7030.0,6522.2998046875,6575.0,5019572,2024-08-19
2024-08-26,7152.5537109375,7158.75,7325.0,6779.25,7000.0,5697501,2024-08-26
2024-09-02,7097.4013671875,7103.5498046875,7267.75,6950.0498046875,7179.25,3111761,2024-09-02
2024-09-09,7226.88916015625,7233.14990234375,7309.0,7048.0498046875,7104.0,2195511,2024-09-09
2024-09-16,7458.68798828125,7465.14990234375,7508.7998046875,7183.5498046875,7270.0,2837723,2024-09-16
2024-09-23,7826.91943359375,7833.7001953125,7939.89990234375,7464.14990234375,7520.9501953125,14592469,2024-09-23
2024-09-30,7346.93505859375,7353.2998046875,7833.9501953125,7272.0,7814.75,3357529,2024-09-30
2024-10-07,8227.822265625,8234.9501953125,8322.2001953125,7284.0,7307.2001953125,5800345,2024-10-07
2024-10-14,7761.326171875,7768.0498046875,8345.0,7620.2001953125,8280.0498046875,3347188,2024-10-14
2024-10-21,7355.078125,7361.4501953125,7850.0,7064.0498046875,7820.0,2817326,2024-10-21
2024-10-28,7142.81201171875,7149.0,7446.10009765625,7071.0,7362.25,2079235,2024-10-28
2024-11-04,6293.498046875,6298.9501953125,7236.0,6270.0,7109.0,9802035,2024-11-04
2024-11-11,6457.40576171875,6463.0,6717.89990234375,6212.0498046875,6230.35009765625,4976482,2024-11-11
2024-11-18,6647.04150390625,6652.7998046875,6678.0,6275.0,6411.60009765625,3847593,2024-11-18
2024-11-25,6789.51806640625,6795.39990234375,6909.0,6631.35009765625,6799.0,4285628,2024-11-25
2024-12-02,6993.89111328125,6999.9501953125,7140.0,6681.7998046875,6777.0498046875,4417675,2024-12-02
2024-12-09,6994.19091796875,7000.25,7106.7998046875,6810.0,6985.0,3745953,2024-12-09
2024-12-16,6825.63671875,6831.5498046875,7188.0,6789.39990234375,7000.0,3673404,2024-12-16
2024-12-23,7112.13818359375,7118.2998046875,7234.0,6860.0498046875,6870.0,2241248,2024-12-23
2024-12-30,7301.375,7307.7001953125,7493.0498046875,6817.7998046875,7139.2998046875,3935772,2024-12-30
2025-01-06,6578.40087890625,6584.10009765625,7338.60009765625,6480.0,7307.7001953125,4163210,2025-01-06
2025-01-13,6211.1689453125,6216.5498046875,6523.85009765625,6080.0,6462.64990234375,5910625,2025-01-13
2025-01-20,5485.69775390625,5490.4501953125,6225.0,5466.4501953125,6210.0,7066341,2025-01-20
2025-01-27,6184.142578125,6189.5,6270.39990234375,5317.2001953125,5477.0,6749529,2025-01-27
2025-02-03,5449.6787109375,5454.39990234375,6232.5,5245.0,6210.0,14397633,2025-02-03
2025-02-10,5112.92041015625,5117.35009765625,5490.0,5033.2001953125,5460.0,6314420,2025-02-10
2025-02-17,5043.83056640625,5048.2001953125,5167.9501953125,4928.25,5110.0,4288296,2025-02-17
2025-02-24,4847.3505859375,4851.5498046875,5129.25,4715.0,4998.60009765625,4976439,2025-02-24
2025-03-03,4995.5224609375,4999.85009765625,5320.0,4775.0,4900.0498046875,6633245,2025-03-03
2025-03-10,5018.052734375,5022.39990234375,5107.89990234375,4722.9501953125,4990.0,4541816,2025-03-10
2025-03-17,5145.591796875,5150.0498046875,5299.89990234375,5014.0,5022.39990234375,3770593,2025-03-17
2025-03-24,5320.54052734375,5325.14990234375,5525.9501953125,5044.7998046875,5150.4501953125,7201801,2025-03-24
2025-03-31,5558.03515625,5562.85009765625,5751.0,5325.14990234375,5325.14990234375,5394424,2025-03-31
2025-04-07,4776.41162109375,4780.5498046875,5006.60009765625,4488.0,5006.60009765625,14172557,2025-04-07
2025-04-14,5126.05908203125,5130.5,5144.0,4780.5498046875,4780.5498046875,4641995,2025-04-14
2025-04-21,5140.54638671875,5145.0,5418.5,5105.0,5180.0,5517073,2025-04-21
2025-04-28,5149.53857421875,5154.0,5510.0,5115.0,5124.5,5868931,2025-04-28
2025-05-05,5108.57421875,5113.0,5423.5,5063.5,5175.0,4434649,2025-05-05
2025-05-12,5578.16748046875,5583.0,5630.0,5225.0,5330.0,4820056,2025-05-12
2025-05-19,5430.794921875,5435.5,5639.0,5285.0,5610.0,4050660,2025-05-19
2025-05-26,5638.615234375,5643.5,5728.0,5416.5,5455.0,4744597,2025-05-26
2025-06-02,5771.99951171875,5777.0,5806.5,5481.5,5681.0,4010808,2025-06-02
2025-06-09,5585.16162109375,5590.0,5955.0,5481.0,5818.0,4292257,2025-06-09
2025-06-16,5897.5,5897.5,6030.0,5561.5,5589.0,13310144,2025-06-16
2025-06-23,6019.5,6019.5,6210.0,5830.0,5850.0,7333720,2025-06-23
2025-06-30,5456.0,5456.0,6261.0,5350.0,6050.0,12121382,2025-06-30
2025-07-07,5364.0,5364.0,5522.5,5339.5,5500.0,6003616,2025-07-07
2025-07-14,5390.0,5390.0,5405.0,5287.5,5368.0,1406615,2025-07-14
