Date,Adj Close_LINDEINDIA.NS,Close_LINDEINDIA.NS,High_LINDEINDIA.NS,Low_LINDEINDIA.NS,Open_LINDEINDIA.NS,Volume_LINDEINDIA.NS,Date
2020-12-28,977.0465698242188,980.0499877929688,1004.9000244140625,946.0,969.9500122070312,258105,2020-12-28
2021-01-04,997.0350952148438,1000.0999755859375,1021.0,975.5499877929688,976.0,434625,2021-01-04
2021-01-11,959.5503540039062,962.5,1019.0,956.25,1019.0,281096,2021-01-11
2021-01-18,921.7166748046875,924.5499877929688,970.9000244140625,903.0,967.3499755859375,601969,2021-01-18
2021-01-25,903.9213256835938,906.7000122070312,933.2000122070312,885.6500244140625,925.0,325059,2021-01-25
2021-02-01,982.1309814453125,985.1500244140625,990.0,885.5,899.0499877929688,241574,2021-02-01
2021-02-08,1162.2772216796875,1165.8499755859375,1224.0,978.2999877929688,983.0,1232181,2021-02-08
2021-02-15,1356.7791748046875,1360.949951171875,1477.0,1170.0,1170.0,1206316,2021-02-15
2021-02-22,1555.4185791015625,1560.199951171875,1574.9000244140625,1320.0,1369.9000244140625,469620,2021-02-22
2021-03-01,1716.224365234375,1721.5,1835.6500244140625,1575.0,1599.0,560198,2021-03-01
2021-03-08,1766.519775390625,1771.949951171875,1793.050048828125,1600.0,1738.0,216852,2021-03-08
2021-03-15,1713.18359375,1718.449951171875,1930.0,1640.050048828125,1848.0,414206,2021-03-15
2021-03-22,1715.376953125,1720.6500244140625,1826.0,1701.300048828125,1748.0,127663,2021-03-22
2021-03-29,1807.892578125,1813.449951171875,1830.0,1715.0,1720.6500244140625,153209,2021-03-29
2021-04-05,1821.002197265625,1826.5999755859375,1899.9000244140625,1791.0,1827.0,238488,2021-04-05
2021-04-12,1883.8092041015625,1889.5999755859375,1950.0,1741.0,1847.0,480855,2021-04-12
2021-04-19,1860.0323486328125,1865.75,2074.0,1848.0,2000.0,1066307,2021-04-19
2021-04-26,1829.077392578125,1834.699951171875,2000.0999755859375,1825.050048828125,1964.0,654174,2021-04-26
2021-05-03,1780.0281982421875,1785.5,1860.0,1651.0,1834.699951171875,412721,2021-05-03
2021-05-10,1712.38623046875,1717.6500244140625,1900.0,1680.0,1800.800048828125,455557,2021-05-10
2021-05-17,1641.7034912109375,1646.75,1734.9000244140625,1642.25,1734.9000244140625,327902,2021-05-17
2021-05-24,1615.3345947265625,1620.300048828125,1689.0,1600.0,1650.0,538342,2021-05-24
2021-05-31,1602.1749267578125,1607.0999755859375,1647.050048828125,1553.300048828125,1610.0,387993,2021-05-31
2021-06-07,1590.6104736328125,1595.5,1625.0,1574.0999755859375,1616.0,301154,2021-06-07
2021-06-14,1541.7606201171875,1546.5,1632.0,1526.8499755859375,1600.0,357893,2021-06-14
2021-06-21,1592.18603515625,1594.050048828125,1630.0,1535.1500244140625,1546.5,233964,2021-06-21
2021-06-28,1738.3148193359375,1740.3499755859375,1798.949951171875,1596.0,1600.0,983301,2021-06-28
2021-07-05,1749.40185546875,1751.449951171875,1834.949951171875,1710.5,1750.0,653130,2021-07-05
2021-07-12,1637.932373046875,1639.8499755859375,1825.699951171875,1630.0999755859375,1771.0,351141,2021-07-12
2021-07-19,1675.738037109375,1677.699951171875,1740.0,1564.0999755859375,1645.0,251172,2021-07-19
2021-07-26,1750.400634765625,1752.449951171875,1794.0,1641.0,1641.0,654929,2021-07-26
2021-08-02,1767.131103515625,1769.199951171875,1829.800048828125,1700.9000244140625,1753.0,767827,2021-08-02
2021-08-09,1822.2666015625,1824.4000244140625,1884.0,1714.0,1769.199951171875,1010562,2021-08-09
2021-08-16,1951.6151123046875,1953.9000244140625,1968.0,1820.0,1836.0,1058527,2021-08-16
2021-08-23,2383.159912109375,2385.949951171875,2750.0,1933.0,1958.949951171875,8782219,2021-08-23
2021-08-30,2497.176513671875,2500.10009765625,2548.0,2273.0,2410.0,1784504,2021-08-30
2021-09-06,2527.39111328125,2530.35009765625,2755.0,2471.0,2474.0,2458817,2021-09-06
2021-09-13,2655.990478515625,2659.10009765625,2767.14990234375,2536.199951171875,2536.199951171875,2174361,2021-09-13
2021-09-20,2756.273193359375,2759.5,2945.0,2530.0,2600.0,2167866,2021-09-20
2021-09-27,2624.876953125,2627.949951171875,2839.89990234375,2551.0,2772.949951171875,888059,2021-09-27
2021-10-04,2626.375,2629.449951171875,2698.0,2542.550048828125,2644.800048828125,456884,2021-10-04
2021-10-11,2605.349609375,2608.39990234375,2756.800048828125,2585.050048828125,2650.5,517822,2021-10-11
2021-10-18,2415.072509765625,2417.89990234375,2634.0,2350.10009765625,2623.949951171875,390546,2021-10-18
2021-10-25,2301.855224609375,2304.550048828125,2449.89990234375,2258.699951171875,2351.35009765625,325480,2021-10-25
2021-11-01,2528.889404296875,2531.85009765625,2548.0,2300.0,2324.0,326484,2021-11-01
2021-11-08,2555.408203125,2558.39990234375,2670.0,2480.0,2536.0,540376,2021-11-08
2021-11-15,2515.4052734375,2518.35009765625,2663.0,2417.300048828125,2575.0,551941,2021-11-15
2021-11-22,2458.771240234375,2461.64990234375,2533.64990234375,2341.5,2518.0,469940,2021-11-22
2021-11-29,2483.7919921875,2486.699951171875,2647.800048828125,2361.60009765625,2481.0,952395,2021-11-29
2021-12-06,2495.67822265625,2498.60009765625,2534.0,2417.14990234375,2497.85009765625,247809,2021-12-06
2021-12-13,2380.96240234375,2383.75,2655.0,2370.050048828125,2530.0,562354,2021-12-13
2021-12-20,2423.612548828125,2426.449951171875,2456.0,2291.300048828125,2383.10009765625,233573,2021-12-20
2021-12-27,2484.44140625,2487.35009765625,2574.0,2406.449951171875,2438.39990234375,215526,2021-12-27
2022-01-03,2593.413818359375,2596.449951171875,2709.89990234375,2497.0,2509.5,792665,2022-01-03
2022-01-10,2583.775146484375,2586.800048828125,2635.0,2512.10009765625,2609.89990234375,308886,2022-01-10
2022-01-17,2771.105712890625,2774.35009765625,2790.89990234375,2550.10009765625,2599.0,1051404,2022-01-17
2022-01-24,2723.26171875,2726.449951171875,2880.0,2601.35009765625,2850.0,718196,2022-01-24
2022-01-31,2746.634521484375,2749.85009765625,2885.0,2680.0,2735.0,595616,2022-01-31
2022-02-07,2616.18701171875,2619.25,2791.0,2581.0,2769.550048828125,398125,2022-02-07
2022-02-14,2700.93798828125,2704.10009765625,2768.800048828125,2531.25,2551.550048828125,393855,2022-02-14
2022-02-21,2719.366455078125,2722.550048828125,3005.0,2640.10009765625,2692.300048828125,2364044,2022-02-21
2022-02-28,2610.14404296875,2613.199951171875,2770.39990234375,2600.050048828125,2700.0,363364,2022-02-28
2022-03-07,2782.7919921875,2786.050048828125,2809.0,2503.199951171875,2608.0,548001,2022-03-07
2022-03-14,3206.795654296875,3210.550048828125,3361.949951171875,2810.64990234375,2848.0,3609399,2022-03-14
2022-03-21,3453.406982421875,3457.449951171875,3579.89990234375,3225.64990234375,3282.0,1643172,2022-03-21
2022-03-28,3852.789306640625,3857.300048828125,3880.0,3386.050048828125,3486.10009765625,1159932,2022-03-28
2022-04-04,3934.194091796875,3938.800048828125,4185.0,3710.449951171875,3857.300048828125,1182173,2022-04-04
2022-04-11,3720.94384765625,3725.300048828125,4190.0,3696.25,3951.0,812744,2022-04-11
2022-04-18,3467.4404296875,3471.5,3700.0,3462.449951171875,3700.0,734440,2022-04-18
2022-04-25,3577.461669921875,3581.64990234375,3648.89990234375,3399.0,3420.0,514327,2022-04-25
2022-05-02,3489.66455078125,3493.75,3584.949951171875,3291.0,3584.0,362689,2022-05-02
2022-05-09,3163.146728515625,3166.85009765625,3547.0,3144.75,3432.0,492341,2022-05-09
2022-05-16,3089.682861328125,3093.300048828125,3249.0,2959.0,3085.5,485748,2022-05-16
2022-05-23,2943.753662109375,2947.199951171875,3148.0,2822.0,3129.64990234375,357214,2022-05-23
2022-05-30,3047.482177734375,3051.050048828125,3165.89990234375,2960.25,2994.0,426064,2022-05-30
2022-06-06,3025.35009765625,3025.35009765625,3063.949951171875,2950.10009765625,3029.0,226381,2022-06-06
2022-06-13,2843.35009765625,2843.35009765625,3094.0,2790.39990234375,2950.0,236684,2022-06-13
2022-06-20,2976.10009765625,2976.10009765625,2999.0,2710.0,2831.5,221776,2022-06-20
2022-06-27,3235.25,3235.25,3325.0,2999.699951171875,2999.75,526112,2022-06-27
2022-07-04,3436.85009765625,3436.85009765625,3542.050048828125,3245.10009765625,3245.10009765625,647483,2022-07-04
2022-07-11,3499.75,3499.75,3574.0,3371.0,3392.0,271214,2022-07-11
2022-07-18,3566.699951171875,3566.699951171875,3598.0,3435.050048828125,3500.0,221746,2022-07-18
2022-07-25,3639.300048828125,3639.300048828125,3729.949951171875,3530.0,3560.0,271577,2022-07-25
2022-08-01,3524.35009765625,3524.35009765625,3780.0,3503.050048828125,3666.199951171875,291476,2022-08-01
2022-08-08,3469.10009765625,3469.10009765625,3647.300048828125,3447.25,3548.0,207679,2022-08-08
2022-08-15,3267.300048828125,3267.300048828125,3531.0,3231.0,3469.10009765625,317393,2022-08-15
2022-08-22,3320.050048828125,3320.050048828125,3405.0,3204.0,3301.0,361041,2022-08-22
2022-08-29,3384.449951171875,3384.449951171875,3459.89990234375,3260.0,3260.0,227348,2022-08-29
2022-09-05,3387.14990234375,3387.14990234375,3449.0,3350.85009765625,3415.300048828125,157258,2022-09-05
2022-09-12,3355.300048828125,3355.300048828125,3555.0,3302.0,3446.0,587013,2022-09-12
2022-09-19,3408.89990234375,3408.89990234375,3640.0,3314.89990234375,3346.0,582435,2022-09-19
2022-09-26,3311.800048828125,3311.800048828125,3380.0,3090.0,3380.0,217997,2022-09-26
2022-10-03,3208.949951171875,3208.949951171875,3399.0,3188.050048828125,3270.0,136831,2022-10-03
2022-10-10,3150.5,3150.5,3233.0,3131.050048828125,3175.0,107308,2022-10-10
2022-10-17,3072.35009765625,3072.35009765625,3209.89990234375,3050.0,3147.35009765625,219378,2022-10-17
2022-10-24,3060.050048828125,3060.050048828125,3146.0,3030.0,3079.0,79233,2022-10-24
2022-10-31,3080.35009765625,3080.35009765625,3128.5,2933.0,3074.85009765625,137448,2022-10-31
2022-11-07,3196.550048828125,3196.550048828125,3294.0,3080.5,3095.800048828125,141118,2022-11-07
2022-11-14,3060.10009765625,3060.10009765625,3223.949951171875,3039.0,3198.0,106558,2022-11-14
2022-11-21,3042.199951171875,3042.199951171875,3095.0,2999.0,3052.0,74715,2022-11-21
2022-11-28,3117.0,3117.0,3151.14990234375,3021.0,3051.199951171875,230745,2022-11-28
2022-12-05,3242.050048828125,3242.050048828125,3290.0,3051.0,3138.5,220598,2022-12-05
2022-12-12,3443.85009765625,3443.85009765625,3459.0,3163.0,3244.949951171875,281945,2022-12-12
2022-12-19,3318.199951171875,3318.199951171875,3590.39990234375,3261.85009765625,3499.75,611485,2022-12-19
2022-12-26,3434.75,3434.75,3518.550048828125,3250.050048828125,3250.050048828125,208527,2022-12-26
2023-01-02,3364.14990234375,3364.14990234375,3570.75,3355.550048828125,3430.0,210900,2023-01-02
2023-01-09,3421.85009765625,3421.85009765625,3479.0,3355.550048828125,3365.0,136797,2023-01-09
2023-01-16,3390.85009765625,3390.85009765625,3459.85009765625,3365.550048828125,3415.0,117833,2023-01-16
2023-01-23,3228.35009765625,3228.35009765625,3407.85009765625,3200.25,3407.85009765625,101721,2023-01-23
2023-01-30,3328.39990234375,3328.39990234375,3392.60009765625,3176.39990234375,3192.0,100882,2023-01-30
2023-02-06,3415.25,3415.25,3444.0,3300.25,3364.75,97648,2023-02-06
2023-02-13,3733.199951171875,3733.199951171875,3800.0,3410.050048828125,3439.0,520098,2023-02-13
2023-02-20,3871.39990234375,3871.39990234375,3889.0,3705.050048828125,3789.0,347728,2023-02-20
2023-02-27,3715.300048828125,3715.300048828125,3886.60009765625,3681.35009765625,3886.60009765625,171389,2023-02-27
2023-03-06,4015.050048828125,4015.050048828125,4129.0,3705.0,3748.39990234375,530685,2023-03-06
2023-03-13,3771.0,3771.0,4055.64990234375,3640.39990234375,4020.0,287525,2023-03-13
2023-03-20,3969.85009765625,3969.85009765625,4009.0,3715.0,3726.0,189877,2023-03-20
2023-03-27,4029.85009765625,4029.85009765625,4123.9501953125,3842.699951171875,3973.949951171875,188309,2023-03-27
2023-04-03,4147.89990234375,4147.89990234375,4192.0,4021.0,4079.0,156617,2023-04-03
2023-04-10,4174.9501953125,4174.9501953125,4269.2001953125,4080.050048828125,4165.0,270867,2023-04-10
2023-04-17,3903.5,3903.5,4207.9501953125,3891.35009765625,4174.9501953125,107138,2023-04-17
2023-04-24,3984.449951171875,3984.449951171875,4005.0,3861.0,3940.0,142917,2023-04-24
2023-05-01,4013.14990234375,4013.14990234375,4065.0,3980.0,3984.449951171875,139277,2023-05-01
2023-05-08,3961.25,3961.25,4063.85009765625,3930.39990234375,4015.0,116076,2023-05-08
2023-05-15,3928.699951171875,3928.699951171875,4006.949951171875,3879.0,3999.39990234375,81641,2023-05-15
2023-05-22,3991.39990234375,3991.39990234375,4051.0,3855.550048828125,3917.0,159117,2023-05-22
2023-05-29,4007.050048828125,4007.050048828125,4050.800048828125,3938.050048828125,4028.949951171875,106346,2023-05-29
2023-06-05,3988.75,3988.75,4025.0,3928.14990234375,4006.0,71771,2023-06-05
2023-06-12,4482.89990234375,4482.89990234375,4624.0,4015.0,4015.0,818707,2023-06-12
2023-06-19,4368.7998046875,4368.7998046875,4638.0,4312.5498046875,4483.2998046875,366877,2023-06-19
2023-06-26,4316.5498046875,4316.5498046875,4448.7998046875,4280.0,4379.0,81135,2023-06-26
2023-07-03,4348.85009765625,4348.85009765625,4450.0,4316.60009765625,4316.60009765625,89987,2023-07-03
2023-07-10,4339.5,4339.5,4499.0,4287.0498046875,4348.89990234375,129345,2023-07-10
2023-07-17,4576.0,4576.0,4641.0,4343.0,4349.9501953125,189738,2023-07-17
2023-07-24,4727.25,4727.25,4863.0,4561.35009765625,4600.0,324295,2023-07-24
2023-07-31,5112.4501953125,5112.4501953125,5175.0498046875,4732.39990234375,4746.0,286021,2023-07-31
2023-08-07,4960.10009765625,4960.10009765625,5193.4501953125,4911.0498046875,5176.39990234375,146858,2023-08-07
2023-08-14,5001.39990234375,5001.39990234375,5059.5,4872.0,4960.10009765625,108299,2023-08-14
2023-08-21,5915.7001953125,5915.7001953125,6165.0,4999.89990234375,5031.14990234375,1926607,2023-08-21
2023-08-28,6549.35009765625,6549.35009765625,6614.35009765625,5905.5,6050.0,731162,2023-08-28
2023-09-04,6530.35009765625,6530.35009765625,6790.0,6381.35009765625,6574.14990234375,521046,2023-09-04
2023-09-11,5922.0,5922.0,6599.0,5882.39990234375,6544.0,318038,2023-09-11
2023-09-18,5930.39990234375,5930.39990234375,6055.0,5833.7998046875,5922.0,134515,2023-09-18
2023-09-25,5953.7998046875,5953.7998046875,6084.5,5800.0,5920.0,203270,2023-09-25
2023-10-02,5998.39990234375,5998.39990234375,6030.0,5905.2001953125,5953.7998046875,221761,2023-10-02
2023-10-09,6446.2998046875,6446.2998046875,6764.39990234375,5835.0,5943.89990234375,991508,2023-10-09
2023-10-16,6417.89990234375,6417.89990234375,6578.0,6315.0498046875,6425.0,388521,2023-10-16
2023-10-23,5962.9501953125,5962.9501953125,6450.7001953125,5805.25,6419.0498046875,200573,2023-10-23
2023-10-30,6106.5,6106.5,6284.85009765625,5900.0,5985.0,265311,2023-10-30
2023-11-06,6043.14990234375,6043.14990234375,6261.5498046875,5986.14990234375,6198.35009765625,163677,2023-11-06
2023-11-13,6087.35009765625,6087.35009765625,6124.0,5951.0,6124.0,157076,2023-11-13
2023-11-20,5931.89990234375,5931.89990234375,6143.14990234375,5908.0,6087.35009765625,155745,2023-11-20
2023-11-27,5949.60009765625,5949.60009765625,6024.64990234375,5650.0,5931.89990234375,1154422,2023-11-27
2023-12-04,5859.60009765625,5859.60009765625,6040.0,5845.0,6000.0,182951,2023-12-04
2023-12-11,5745.2001953125,5745.2001953125,5929.10009765625,5585.5498046875,5929.10009765625,267291,2023-12-11
2023-12-18,5720.39990234375,5720.39990234375,5774.4501953125,5430.64990234375,5745.2001953125,254346,2023-12-18
2023-12-25,5640.2001953125,5640.2001953125,5762.0,5562.10009765625,5720.39990234375,197946,2023-12-25
2024-01-01,5583.0,5583.0,5737.2998046875,5505.0,5660.0,188706,2024-01-01
2024-01-08,5541.89990234375,5541.89990234375,5667.0,5518.0,5627.0,95872,2024-01-08
2024-01-15,5822.25,5822.25,5985.0,5325.0,5545.64990234375,425619,2024-01-15
2024-01-22,5714.64990234375,5714.64990234375,5859.9501953125,5605.5498046875,5822.25,96861,2024-01-22
2024-01-29,5550.4501953125,5550.4501953125,5755.0,5493.2998046875,5717.7998046875,135874,2024-01-29
2024-02-05,5608.2001953125,5608.2001953125,5750.9501953125,5528.5,5619.89990234375,219668,2024-02-05
2024-02-12,5787.35009765625,5787.35009765625,5858.5,5415.0,5644.0,193213,2024-02-12
2024-02-19,5550.10009765625,5550.10009765625,5884.0,5510.0,5855.0,100626,2024-02-19
2024-02-26,5539.39990234375,5539.39990234375,5600.0,5365.7001953125,5559.2998046875,137443,2024-02-26
2024-03-04,5578.85009765625,5578.85009765625,5700.0,5399.0498046875,5548.0,214908,2024-03-04
2024-03-11,6441.10009765625,6441.10009765625,6594.35009765625,5578.9501953125,5600.0,2163141,2024-03-11
2024-03-18,6527.10009765625,6527.10009765625,6969.0,6335.64990234375,6449.0,1489753,2024-03-18
2024-03-25,6408.85009765625,6408.85009765625,6599.89990234375,6350.0,6527.10009765625,195332,2024-03-25
2024-04-01,6782.64990234375,6782.64990234375,7300.0,6360.0,6458.85009765625,829573,2024-04-01
2024-04-08,6795.0,6795.0,7099.0,6732.7001953125,6782.14990234375,306345,2024-04-08
2024-04-15,7372.75,7372.75,7447.5498046875,6561.89990234375,6754.0,460916,2024-04-15
2024-04-22,8346.349609375,8346.349609375,8484.7998046875,7224.9501953125,7470.0,754163,2024-04-22
2024-04-29,8281.0,8281.0,8645.0,8122.14990234375,8374.900390625,340728,2024-04-29
2024-05-06,7810.39990234375,7810.39990234375,8454.0,7525.25,8324.0,368243,2024-05-06
2024-05-13,9481.4501953125,9481.4501953125,9535.349609375,7700.10009765625,7850.0,1061840,2024-05-13
2024-05-20,9111.2998046875,9111.2998046875,9935.0498046875,9052.0498046875,9377.4501953125,678255,2024-05-20
2024-05-27,8709.5498046875,8709.5498046875,9249.0,8035.0,9179.7998046875,1322942,2024-05-27
2024-06-03,8512.9501953125,8512.9501953125,8999.900390625,7700.10009765625,8999.900390625,724597,2024-06-03
2024-06-10,9262.400390625,9262.400390625,9629.7998046875,8385.650390625,8602.0,1234627,2024-06-10
2024-06-17,8362.2001953125,8362.2001953125,9750.0,8335.0,9262.400390625,809218,2024-06-17
2024-06-24,8299.2001953125,8299.2001953125,8633.849609375,8119.39990234375,8370.0,659454,2024-06-24
2024-07-01,9011.2001953125,9011.2001953125,9268.2001953125,8309.9501953125,8310.0,641370,2024-07-01
2024-07-08,8627.400390625,8627.400390625,9333.0,8570.2001953125,9050.0,469503,2024-07-08
2024-07-15,8144.39990234375,8144.39990234375,8890.0,8103.0,8627.400390625,340393,2024-07-15
2024-07-22,7940.14990234375,7940.14990234375,8350.0,7801.0,8100.0,573932,2024-07-22
2024-07-29,8066.10009765625,8066.10009765625,8550.0,7890.14990234375,7969.9501953125,432052,2024-07-29
2024-08-05,7695.4501953125,7695.4501953125,7994.9501953125,7540.89990234375,7950.0,301333,2024-08-05
2024-08-12,7207.2998046875,7207.2998046875,7698.0,7030.0,7660.0,380242,2024-08-12
2024-08-19,7307.89990234375,7307.89990234375,7656.0,7200.2998046875,7200.2998046875,309570,2024-08-19
2024-08-26,7225.2998046875,7225.2998046875,7499.89990234375,7163.0,7350.0,253561,2024-08-26
2024-09-02,7385.75,7385.75,7640.0,7160.14990234375,7319.0,458669,2024-09-02
2024-09-09,8229.349609375,8229.349609375,8347.900390625,7230.14990234375,7355.0,929943,2024-09-09
2024-09-16,8169.64990234375,8169.64990234375,8500.0,8049.89990234375,8229.349609375,524063,2024-09-16
2024-09-23,8423.25,8423.25,8780.0,8164.0,8264.0,554233,2024-09-23
2024-09-30,7996.2998046875,7996.2998046875,8560.0,7965.9501953125,8363.0,190089,2024-09-30
2024-10-07,8147.75,8147.75,8425.0,7808.0,8020.10009765625,248343,2024-10-07
2024-10-14,8382.25,8382.25,8499.0,8066.0,8188.0,243339,2024-10-14
2024-10-21,7641.60009765625,7641.60009765625,8470.0,7611.25,8470.0,182240,2024-10-21
2024-10-28,7838.9501953125,7838.9501953125,7890.0,7410.0,7695.0,146349,2024-10-28
2024-11-04,7538.4501953125,7538.4501953125,8040.0,7500.0,7845.0,218707,2024-11-04
2024-11-11,6816.9501953125,6816.9501953125,7538.4501953125,6628.10009765625,7420.25,267762,2024-11-11
2024-11-18,6504.9501953125,6504.9501953125,6934.0,6351.0,6925.64990234375,201847,2024-11-18
2024-11-25,6920.75,6920.75,7100.0,6551.5,6610.0,239571,2024-11-25
2024-12-02,6823.2001953125,6823.2001953125,7058.9501953125,6778.85009765625,6921.0,171833,2024-12-02
2024-12-09,6735.9501953125,6735.9501953125,6920.0,6611.0498046875,6900.0,151770,2024-12-09
2024-12-16,6359.7998046875,6359.7998046875,6799.0,6320.0,6799.0,116438,2024-12-16
2024-12-23,6149.2998046875,6149.2998046875,6410.39990234375,6125.0,6400.0,160563,2024-12-23
2024-12-30,6329.2001953125,6329.2001953125,6450.0,5760.0,6149.2998046875,444521,2024-12-30
2025-01-06,6436.7998046875,6436.7998046875,6798.89990234375,6182.14990234375,6350.0,528291,2025-01-06
2025-01-13,5810.4501953125,5810.4501953125,6430.0,5788.10009765625,6298.0498046875,273057,2025-01-13
2025-01-20,5844.25,5844.25,5985.10009765625,5661.60009765625,5840.0,216597,2025-01-20
2025-01-27,6258.10009765625,6258.10009765625,6661.0,5379.5498046875,5769.0498046875,913085,2025-01-27
2025-02-03,6194.4501953125,6194.4501953125,6356.14990234375,6120.0,6224.10009765625,101731,2025-02-03
2025-02-10,5572.75,5572.75,6132.0,5455.0,6132.0,212606,2025-02-10
2025-02-17,6164.7998046875,6164.7998046875,6500.0,5431.0,5502.0,948766,2025-02-17
2025-02-24,5927.0498046875,5927.0498046875,6425.0,5828.0,6100.0,252952,2025-02-24
2025-03-03,6222.10009765625,6222.10009765625,6313.60009765625,5730.0,5930.0,261941,2025-03-03
2025-03-10,6021.0,6021.0,6332.7001953125,5906.7001953125,6226.0,195630,2025-03-10
2025-03-17,6471.60009765625,6471.60009765625,6500.0,6023.5498046875,6024.39990234375,210214,2025-03-17
2025-03-24,6257.39990234375,6257.39990234375,6610.0,6063.89990234375,6514.9501953125,248572,2025-03-24
2025-03-31,5794.35009765625,5794.35009765625,6320.0,5242.39990234375,6257.39990234375,92533,2025-03-31
2025-04-07,5895.4501953125,5895.4501953125,6124.0,5400.0,5500.0,181573,2025-04-07
2025-04-14,6243.5,6243.5,6330.0,5911.5,5950.0,78423,2025-04-14
2025-04-21,6403.5,6403.5,6650.0,6243.5,6243.5,201574,2025-04-21
2025-04-28,6297.0,6297.0,6570.5,6276.0,6363.0,97785,2025-04-28
2025-05-05,6083.5,6083.5,6502.5,5800.0,6394.0,150814,2025-05-05
2025-05-12,7178.0,7178.0,7260.0,6185.0,6185.0,424530,2025-05-12
2025-05-19,7054.0,7054.0,7420.0,6890.5,7200.0,230429,2025-05-19
2025-05-26,7505.5,7505.5,7870.0,7104.0,7104.0,703227,2025-05-26
2025-06-02,7448.5,7448.5,7636.5,7419.5,7514.0,113471,2025-06-02
2025-06-09,7135.5,7135.5,7550.0,7092.0,7514.0,132102,2025-06-09
2025-06-16,6522.5,6522.5,7197.0,6485.0,7130.0,311763,2025-06-16
2025-06-23,6639.0,6639.0,6940.0,6501.0,6519.0,325981,2025-06-23
2025-06-30,6619.5,6619.5,6763.0,6539.5,6675.0,184214,2025-06-30
2025-07-07,6794.5,6794.5,6920.0,6611.0,6616.0,225348,2025-07-07
2025-07-14,6841.5,6841.5,6883.5,6750.0,6805.0,37057,2025-07-14
