Date,Adj Close_UNOMINDA.NS,Close_UNOMINDA.NS,High_UNOMINDA.NS,Low_UNOMINDA.NS,Open_UNOMINDA.NS,Volume_UNOMINDA.NS,Date
2022-12-05,526.083251953125,529.9500122070312,561.4500122070312,528.9000244140625,557.4500122070312,1662384,2022-12-05
2022-12-12,530.0540161132812,533.9500122070312,563.0,527.5,528.1500244140625,1720297,2022-12-12
2022-12-19,518.4393920898438,522.25,561.0,516.3499755859375,537.0,2266925,2022-12-19
2022-12-26,517.3970336914062,521.2000122070312,536.0,512.5999755859375,522.25,1933808,2022-12-26
2023-01-02,535.2161254882812,539.1500244140625,550.9000244140625,518.6500244140625,523.8499755859375,1655357,2023-01-02
2023-01-09,523.4525146484375,527.2999877929688,541.9500122070312,526.0,541.75,1692247,2023-01-09
2023-01-16,506.97369384765625,510.70001220703125,530.75,505.8500061035156,529.9500122070312,1275121,2023-01-16
2023-01-23,494.763427734375,498.3999938964844,513.8499755859375,486.5,511.0,3095634,2023-01-23
2023-01-30,484.1414794921875,487.70001220703125,503.95001220703125,480.0,498.5,1611029,2023-01-30
2023-02-06,529.1109008789062,533.0,539.7000122070312,484.54998779296875,487.70001220703125,4101304,2023-02-06
2023-02-13,509.9518127441406,513.7000122070312,537.7000122070312,496.0,535.0,2311077,2023-02-13
2023-02-20,507.0233154296875,510.75,514.9500122070312,494.04998779296875,513.7000122070312,2896212,2023-02-20
2023-02-27,498.7729797363281,501.95001220703125,514.2000122070312,497.29998779296875,509.79998779296875,2340163,2023-02-27
2023-03-06,495.7919921875,498.95001220703125,511.0,497.0,504.0,771179,2023-03-06
2023-03-13,471.1489562988281,474.1499938964844,498.45001220703125,468.6499938964844,496.20001220703125,4631377,2023-03-13
2023-03-20,436.32080078125,439.1000061035156,474.20001220703125,435.0,470.0,5432178,2023-03-20
2023-03-27,477.9555969238281,481.0,487.0,439.1000061035156,441.3500061035156,3343509,2023-03-27
2023-04-03,477.2103271484375,480.25,486.54998779296875,462.0,486.54998779296875,2292609,2023-04-03
2023-04-10,498.4252014160156,501.6000061035156,509.1499938964844,477.0,480.0,2431413,2023-04-10
2023-04-17,509.7530517578125,513.0,520.1500244140625,495.1499938964844,496.04998779296875,1369812,2023-04-17
2023-04-24,517.901123046875,521.2000122070312,525.0,495.5,513.0,1750495,2023-04-24
2023-05-01,502.4992980957031,505.70001220703125,532.0,501.20001220703125,521.2000122070312,1328516,2023-05-01
2023-05-08,561.3245849609375,564.9000244140625,567.1500244140625,505.5,505.5,2158787,2023-05-08
2023-05-15,529.6761474609375,533.0499877929688,573.0,531.0999755859375,567.9000244140625,2417366,2023-05-15
2023-05-22,542.4945678710938,545.9500122070312,547.9500122070312,514.0,535.9500122070312,2085660,2023-05-22
2023-05-29,568.8765258789062,572.5,586.0,545.0,549.9000244140625,2173609,2023-05-29
2023-06-05,547.4131469726562,550.9000244140625,578.9000244140625,545.0499877929688,578.9000244140625,1203326,2023-06-05
2023-06-12,582.1917114257812,585.9000244140625,597.0,554.0,555.4000244140625,1661875,2023-06-12
2023-06-19,577.27294921875,580.9500122070312,604.5999755859375,577.9000244140625,590.0499877929688,1625303,2023-06-19
2023-06-26,578.1175537109375,581.7999877929688,597.0,571.5,581.9500122070312,996293,2023-06-26
2023-07-03,564.9515380859375,568.5499877929688,587.1500244140625,555.5499877929688,586.4000244140625,1915446,2023-07-03
2023-07-10,583.2350463867188,586.9500122070312,596.9000244140625,565.5,574.1500244140625,1932884,2023-07-10
2023-07-17,566.3425903320312,569.9500122070312,593.9500122070312,564.2999877929688,589.3499755859375,1828465,2023-07-17
2023-07-24,582.0922241210938,585.7999877929688,593.8499755859375,565.5499877929688,570.0,1280907,2023-07-24
2023-07-31,570.7147216796875,574.3499755859375,610.0,567.5499877929688,589.75,2669318,2023-07-31
2023-08-07,587.1102905273438,590.8499755859375,593.0499877929688,569.2000122070312,576.4000244140625,1488260,2023-08-07
2023-08-14,621.7894287109375,625.75,660.9000244140625,572.2000122070312,590.8499755859375,6922904,2023-08-14
2023-08-21,589.0977172851562,592.8499755859375,642.0,590.5,631.0,10868783,2023-08-21
2023-08-28,605.6919555664062,609.5499877929688,617.9000244140625,591.0499877929688,595.0,2113231,2023-08-28
2023-09-04,628.45166015625,631.4000244140625,642.0,609.0,616.0,2488242,2023-09-04
2023-09-11,620.6382446289062,623.5499877929688,640.9000244140625,601.7000122070312,638.9000244140625,2072367,2023-09-11
2023-09-18,595.20751953125,598.0,628.5499877929688,595.0,628.5499877929688,1195894,2023-09-18
2023-09-25,596.6507568359375,599.4500122070312,610.4000244140625,590.2999877929688,598.0,1763656,2023-09-25
2023-10-02,591.9727783203125,594.75,610.8499755859375,590.5499877929688,599.4500122070312,1230080,2023-10-02
2023-10-09,597.496826171875,600.2999877929688,606.9500122070312,585.4000244140625,592.0499877929688,1161584,2023-10-09
2023-10-16,602.4236450195312,605.25,610.5,590.5,600.4000244140625,822040,2023-10-16
2023-10-23,580.5264282226562,583.25,611.0,548.5999755859375,605.25,1570680,2023-10-23
2023-10-30,575.0023803710938,577.7000122070312,594.4500122070312,576.0,588.25,1132127,2023-10-30
2023-11-06,629.7952880859375,632.75,645.0,577.1500244140625,583.0,6142524,2023-11-06
2023-11-13,639.4500732421875,642.4500122070312,648.9000244140625,627.2000122070312,633.9500122070312,1749565,2023-11-13
2023-11-20,676.2274780273438,679.4000244140625,694.7000122070312,637.0,644.0,3946602,2023-11-20
2023-11-27,654.529296875,657.5999755859375,690.0,655.0,679.4000244140625,2738278,2023-11-27
2023-12-04,651.5432739257812,654.5999755859375,674.2999877929688,647.5,666.0,2230131,2023-12-04
2023-12-11,647.9600830078125,651.0,674.0,635.0,656.0499877929688,2466807,2023-12-11
2023-12-18,665.92578125,669.0499877929688,670.9000244140625,629.0,653.0,1902345,2023-12-18
2023-12-25,684.4390258789062,687.6500244140625,690.8499755859375,660.0,669.0499877929688,1693746,2023-12-25
2024-01-01,698.0748901367188,701.3499755859375,707.7000122070312,662.0,695.2999877929688,2357125,2024-01-01
2024-01-08,714.3983764648438,717.75,726.0,694.0,703.9000244140625,3085857,2024-01-08
2024-01-15,684.4886474609375,687.7000122070312,717.75,673.0,717.75,1145492,2024-01-15
2024-01-22,680.955322265625,684.1500244140625,704.1500244140625,671.0,687.7000122070312,958304,2024-01-22
2024-01-29,684.8370361328125,688.0499877929688,698.5,676.0,687.0,1599239,2024-01-29
2024-02-05,637.0113525390625,640.0,698.0499877929688,620.0499877929688,689.0,3622984,2024-02-05
2024-02-12,651.8916625976562,654.9500122070312,661.2999877929688,606.0,645.6500244140625,7170187,2024-02-12
2024-02-19,652.6718139648438,655.0499877929688,659.7999877929688,628.5,659.7999877929688,3041099,2024-02-19
2024-02-26,656.408203125,658.7999877929688,677.4000244140625,635.6500244140625,655.0999755859375,2493959,2024-02-26
2024-03-04,648.287841796875,650.6500244140625,669.9000244140625,622.0,669.9000244140625,2060740,2024-03-04
2024-03-11,609.5787963867188,611.7999877929688,655.0,604.5499877929688,654.5999755859375,3675374,2024-03-11
2024-03-18,646.843017578125,649.2000122070312,653.0,610.3499755859375,621.0,3383465,2024-03-18
2024-03-25,682.263916015625,684.75,690.0,657.7000122070312,675.0,2351538,2024-03-25
2024-04-01,734.6729736328125,737.3499755859375,746.0,680.7999877929688,690.0499877929688,3508927,2024-04-01
2024-04-08,720.1260375976562,722.75,763.9500122070312,720.0,738.7000122070312,1825711,2024-04-08
2024-04-15,722.4176635742188,725.0499877929688,744.7999877929688,698.3499755859375,712.0999755859375,2938332,2024-04-15
2024-04-22,722.1187133789062,724.75,737.0,711.0,726.0,959671,2024-04-22
2024-04-29,732.43115234375,735.0999755859375,740.0,720.0499877929688,730.9000244140625,867207,2024-04-29
2024-05-06,726.8016357421875,729.4500122070312,744.0,712.0999755859375,738.0,1227540,2024-05-06
2024-05-13,745.433837890625,748.1500244140625,759.9000244140625,720.7999877929688,730.8499755859375,1855428,2024-05-13
2024-05-20,842.430419921875,845.5,880.0,746.1500244140625,749.4500122070312,6631402,2024-05-20
2024-05-27,847.1631469726562,850.25,928.9500122070312,810.1500244140625,854.0,7013136,2024-05-27
2024-06-03,959.90234375,963.4000244140625,1065.0,807.0499877929688,872.0,12798656,2024-06-03
2024-06-10,1040.4058837890625,1042.75,1050.0,942.0999755859375,970.0,6334892,2024-06-10
2024-06-17,1078.619873046875,1081.050048828125,1188.0,1040.6500244140625,1042.75,8022926,2024-06-17
2024-06-24,1089.59521484375,1092.050048828125,1107.8499755859375,1033.550048828125,1077.0,4823345,2024-06-24
2024-07-01,1161.28369140625,1163.9000244140625,1207.300048828125,1100.0,1102.0,6634413,2024-07-01
2024-07-08,1019.70263671875,1022.0,1198.800048828125,1010.0,1174.4000244140625,6930821,2024-07-08
2024-07-15,950.4586181640625,952.5999755859375,1051.050048828125,944.0,1028.800048828125,6762528,2024-07-15
2024-07-22,1040.0068359375,1042.3499755859375,1051.0,948.0,952.0,3803371,2024-07-22
2024-07-29,1016.1107788085938,1018.4000244140625,1076.8499755859375,1008.5999755859375,1052.199951171875,3261206,2024-07-29
2024-08-05,1003.9381103515625,1006.2000122070312,1015.6500244140625,900.0,900.0,5610813,2024-08-05
2024-08-12,1153.850341796875,1156.449951171875,1160.0,997.25,1000.0,5200278,2024-08-12
2024-08-19,1113.3416748046875,1115.8499755859375,1192.0,1101.25,1165.0,3518464,2024-08-19
2024-08-26,1171.26123046875,1173.9000244140625,1186.0,1078.699951171875,1126.949951171875,3745675,2024-08-26
2024-09-02,1099.223388671875,1101.699951171875,1255.0,1082.0,1188.0,7858343,2024-09-02
2024-09-09,1055.471923828125,1057.8499755859375,1100.550048828125,1006.75,1093.550048828125,4864385,2024-09-09
2024-09-16,1123.2193603515625,1125.75,1140.0,1028.550048828125,1071.949951171875,4062212,2024-09-16
2024-09-23,1113.3914794921875,1115.9000244140625,1178.550048828125,1104.449951171875,1125.699951171875,3332326,2024-09-23
2024-09-30,1038.7596435546875,1041.0999755859375,1128.5999755859375,1033.0999755859375,1110.0,3571080,2024-09-30
2024-10-07,983.5341186523438,985.75,1050.25,966.0,1046.0,4837898,2024-10-07
2024-10-14,953.1026611328125,955.25,1032.949951171875,940.2000122070312,986.0,4470403,2024-10-14
2024-10-21,931.3018188476562,933.4000244140625,971.5,903.75,960.0499877929688,2543119,2024-10-21
2024-10-28,975.8513793945312,978.0499877929688,994.0999755859375,908.0,920.0,1428405,2024-10-28
2024-11-04,933.5966186523438,935.7000122070312,998.0,931.0,975.0,1923090,2024-11-04
2024-11-11,992.9130249023438,995.1500244140625,1042.949951171875,916.0499877929688,931.0999755859375,15160783,2024-11-11
2024-11-18,1064.302001953125,1066.699951171875,1093.949951171875,976.5,996.0,4748175,2024-11-18
2024-11-25,1048.886962890625,1051.25,1134.300048828125,1009.4500122070312,1081.699951171875,4371018,2024-11-25
2024-12-02,1085.354736328125,1087.800048828125,1105.199951171875,1012.0,1050.0,3455976,2024-12-02
2024-12-09,1038.959228515625,1041.300048828125,1100.949951171875,1035.0,1087.800048828125,2159510,2024-12-09
2024-12-16,1049.63525390625,1052.0,1090.9000244140625,1012.0,1051.25,2423286,2024-12-16
2024-12-23,1029.031494140625,1031.3499755859375,1066.0,1011.75,1045.0,2148657,2024-12-23
2024-12-30,1064.1524658203125,1066.550048828125,1073.25,1025.0,1031.9000244140625,1248626,2024-12-30
2025-01-06,1095.1826171875,1097.6500244140625,1115.9000244140625,1035.199951171875,1075.0,2845040,2025-01-06
2025-01-13,1080.21630859375,1082.6500244140625,1132.0,1025.949951171875,1103.0,5491563,2025-01-13
2025-01-20,911.5462646484375,913.5999755859375,1104.949951171875,906.0,1096.3499755859375,5365510,2025-01-20
2025-01-27,987.574951171875,989.7999877929688,1000.75,850.0499877929688,891.5,4443719,2025-01-27
2025-02-03,1050.3834228515625,1052.75,1073.0,948.5,989.5499877929688,4172819,2025-02-03
2025-02-10,904.2128295898438,906.25,1078.9000244140625,896.4000244140625,1061.5999755859375,5541020,2025-02-10
2025-02-17,851.8298950195312,853.0999755859375,909.0,828.25,906.25,6322627,2025-02-17
2025-02-24,824.67041015625,825.9000244140625,863.0,807.0499877929688,853.0999755859375,2927138,2025-02-24
2025-03-03,869.3538208007812,870.6500244140625,884.5,795.25,825.9000244140625,4178405,2025-03-03
2025-03-10,901.5057983398438,902.8499755859375,917.0,841.0499877929688,867.0499877929688,3506093,2025-03-10
2025-03-17,972.6497192382812,974.0999755859375,1036.0,892.5499877929688,900.0,4319565,2025-03-17
2025-03-24,874.196533203125,875.5,993.7000122070312,852.6500244140625,977.9000244140625,5506966,2025-03-24
2025-03-31,829.51318359375,830.75,904.9000244140625,813.0,875.5,2659318,2025-03-31
2025-04-07,822.9230346679688,824.1500244140625,849.9000244140625,767.5999755859375,785.0,4038997,2025-04-07
2025-04-14,872.8485717773438,874.1500244140625,889.7000122070312,822.75,824.1500244140625,2146485,2025-04-14
2025-04-21,890.721923828125,892.0499877929688,914.0,864.2999877929688,875.0499877929688,2228245,2025-04-21
2025-04-28,873.3977661132812,874.7000122070312,912.7999877929688,871.3499755859375,887.0,1355033,2025-04-28
2025-05-05,910.492431640625,911.8499755859375,955.9500122070312,876.0999755859375,884.5,2393531,2025-05-05
2025-05-12,988.02685546875,989.5,1006.5499877929688,926.9500122070312,926.9500122070312,1870224,2025-05-12
2025-05-19,1007.7474365234375,1009.25,1044.199951171875,972.0,992.2999877929688,3285853,2025-05-19
2025-05-26,1005.1513061523438,1006.6500244140625,1032.949951171875,982.0499877929688,1014.7000122070312,2735254,2025-05-26
2025-06-02,1089.5,1089.5,1103.300048828125,1005.5,1006.5999755859375,6904241,2025-06-02
2025-06-09,1062.9000244140625,1062.9000244140625,1112.0,1031.0,1094.0,2557083,2025-06-09
2025-06-16,1061.5999755859375,1061.5999755859375,1085.0,1027.0,1060.0,3054854,2025-06-16
2025-06-23,1109.800048828125,1109.800048828125,1119.9000244140625,1040.5,1056.300048828125,3210068,2025-06-23
2025-06-30,1098.5999755859375,1098.5999755859375,1128.800048828125,1075.5999755859375,1128.800048828125,3515826,2025-06-30
2025-07-07,1073.0,1073.0,1116.0,1060.199951171875,1105.0,2249285,2025-07-07
2025-07-14,1105.9000244140625,1105.9000244140625,1109.5,1061.699951171875,1068.199951171875,723927,2025-07-14
