Date,Adj Close_SEAMECLTD.NS,Close_SEAMECLTD.NS,High_SEAMECLTD.NS,Low_SEAMECLTD.NS,Open_SEAMECLTD.NS,Volume_SEAMECLTD.NS,Date
2021-02-08,469.305419921875,471.04998779296875,493.79998779296875,452.5,493.79998779296875,274507,2021-02-08
2021-02-15,481.0118713378906,482.79998779296875,508.0,450.0,476.25,284401,2021-02-15
2021-02-22,484.3438720703125,485.1000061035156,500.0,450.0,492.0,1097326,2021-02-22
2021-03-01,478.2034606933594,478.95001220703125,505.0,472.20001220703125,494.29998779296875,258989,2021-03-01
2021-03-08,467.2705078125,468.0,498.95001220703125,466.25,486.75,179219,2021-03-08
2021-03-15,413.0052185058594,413.6499938964844,475.3500061035156,400.45001220703125,466.04998779296875,606985,2021-03-15
2021-03-22,449.098876953125,449.79998779296875,460.0,395.0,415.0,747645,2021-03-22
2021-03-29,446.3032531738281,447.0,464.8500061035156,427.04998779296875,449.79998779296875,667583,2021-03-29
2021-04-05,440.0130920410156,440.70001220703125,458.75,434.45001220703125,453.45001220703125,89243,2021-04-05
2021-04-12,414.65264892578125,415.29998779296875,440.0,408.79998779296875,440.0,105547,2021-04-12
2021-04-19,411.9568786621094,412.6000061035156,420.29998779296875,396.29998779296875,410.1499938964844,95062,2021-04-19
2021-04-26,408.2127380371094,408.8500061035156,424.75,406.3999938964844,424.75,29892,2021-04-26
2021-05-03,410.5590515136719,411.20001220703125,444.0,402.95001220703125,410.25,53700,2021-05-03
2021-05-10,393.88507080078125,394.5,420.0,390.04998779296875,420.0,109873,2021-05-10
2021-05-17,438.5154113769531,439.20001220703125,464.8999938964844,342.8999938964844,402.79998779296875,186940,2021-05-17
2021-05-24,512.8992919921875,513.7000122070312,537.5,444.6000061035156,445.0,525025,2021-05-24
2021-05-31,471.3641357421875,472.1000061035156,526.0,470.04998779296875,519.0,225420,2021-05-31
2021-06-07,461.9787902832031,462.70001220703125,499.0,451.1499938964844,499.0,131133,2021-06-07
2021-06-14,477.6044006347656,478.3500061035156,510.0,449.0,472.79998779296875,220169,2021-06-14
2021-06-21,498.8711853027344,499.6499938964844,515.0,455.04998779296875,455.04998779296875,170835,2021-06-21
2021-06-28,481.8976745605469,482.6499938964844,509.8999938964844,478.95001220703125,509.8999938964844,89980,2021-06-28
2021-07-05,481.4483947753906,482.20001220703125,503.79998779296875,473.0,486.04998779296875,222634,2021-07-05
2021-07-12,471.6137390136719,472.3500061035156,495.0,471.1499938964844,495.0,55925,2021-07-12
2021-07-19,500.3189392089844,501.1000061035156,505.0,464.75,477.5,102108,2021-07-19
2021-07-26,605.055419921875,606.0,623.9000244140625,493.75,508.0,1158140,2021-07-26
2021-08-02,667.4580078125,668.5,697.0,610.0,614.4000244140625,932858,2021-08-02
2021-08-09,685.0805053710938,686.1500244140625,723.7999877929688,611.75,660.0,1117372,2021-08-09
2021-08-16,715.8823852539062,717.0,749.0,660.0,677.0999755859375,278377,2021-08-16
2021-08-23,721.5236206054688,722.6500244140625,749.0499877929688,690.7000122070312,717.0,180339,2021-08-23
2021-08-30,841.6361083984375,842.9500122070312,849.5999755859375,703.0,722.0999755859375,796722,2021-08-30
2021-09-06,978.2727661132812,979.7999877929688,1000.0,851.2999877929688,872.0,849027,2021-09-06
2021-09-13,1134.229248046875,1136.0,1167.1500244140625,984.3499755859375,984.3499755859375,911093,2021-09-13
2021-09-20,1220.2449951171875,1222.1500244140625,1262.5,1100.0,1149.949951171875,522083,2021-09-20
2021-09-27,1181.05615234375,1182.9000244140625,1234.050048828125,1152.25,1230.0,156795,2021-09-27
2021-10-04,1238.9158935546875,1240.8499755859375,1287.0,1165.0,1191.0,275641,2021-10-04
2021-10-11,1212.307373046875,1214.199951171875,1275.0,1170.0999755859375,1248.9000244140625,147441,2021-10-11
2021-10-18,1173.96728515625,1175.800048828125,1251.0,1121.050048828125,1230.0,81907,2021-10-18
2021-10-25,1159.2403564453125,1161.050048828125,1210.0,1084.0,1170.0,47649,2021-10-25
2021-11-01,1207.16552734375,1209.050048828125,1215.0,1125.0,1178.0,22877,2021-11-01
2021-11-08,1141.468017578125,1143.25,1264.0,1090.0,1264.0,22838,2021-11-08
2021-11-15,1114.260498046875,1116.0,1175.0,1065.0,1170.0,59694,2021-11-15
2021-11-22,1034.335205078125,1035.949951171875,1119.8499755859375,1010.0,1119.8499755859375,37605,2021-11-22
2021-11-29,1026.9967041015625,1028.5999755859375,1047.9000244140625,980.0999755859375,1045.0,34481,2021-11-29
2021-12-06,1071.6270751953125,1073.300048828125,1073.300048828125,980.2999877929688,980.2999877929688,28562,2021-12-06
2021-12-13,1129.4866943359375,1131.25,1232.0,1100.5999755859375,1126.949951171875,62734,2021-12-13
2021-12-20,1078.216796875,1079.9000244140625,1150.0,1021.0,1119.0,24167,2021-12-20
2021-12-27,1127.589599609375,1129.3499755859375,1129.9000244140625,1005.0,1070.0,13073,2021-12-27
2022-01-03,1083.758056640625,1085.449951171875,1176.0,1066.050048828125,1176.0,28423,2022-01-03
2022-01-10,1100.981201171875,1102.699951171875,1155.0,1082.199951171875,1085.0,22080,2022-01-10
2022-01-17,1111.3150634765625,1113.050048828125,1177.1500244140625,1071.4000244140625,1128.699951171875,30986,2022-01-17
2022-01-24,1061.39306640625,1063.050048828125,1144.199951171875,1031.0,1111.0,25224,2022-01-24
2022-01-31,1037.7298583984375,1039.3499755859375,1109.0,1021.9000244140625,1108.0,10719,2022-01-31
2022-02-07,1240.8629150390625,1242.800048828125,1306.0,1030.0,1030.0,256603,2022-02-07
2022-02-14,1196.6318359375,1198.5,1263.949951171875,1155.0,1202.0,50768,2022-02-14
2022-02-21,1066.7347412109375,1068.4000244140625,1198.5,990.0,1198.5,54126,2022-02-21
2022-02-28,1019.9077758789062,1021.5,1108.0,997.1500244140625,1069.9000244140625,39267,2022-02-28
2022-03-07,1076.0201416015625,1077.699951171875,1096.0,1000.1500244140625,1000.1500244140625,20693,2022-03-07
2022-03-14,1209.611572265625,1211.5,1290.0,1043.75,1084.0,116234,2022-03-14
2022-03-21,1191.290283203125,1193.1500244140625,1248.0,1171.0,1248.0,47837,2022-03-21
2022-03-28,1352.98779296875,1355.0999755859375,1424.9000244140625,1205.9000244140625,1226.0,626972,2022-03-28
2022-04-04,1363.5711669921875,1365.699951171875,1418.0,1303.300048828125,1377.300048828125,217155,2022-04-04
2022-04-11,1277.3558349609375,1279.3499755859375,1403.300048828125,1261.5999755859375,1378.0,73797,2022-04-11
2022-04-18,1168.276123046875,1170.0999755859375,1274.5,1164.0,1274.5,108006,2022-04-18
2022-04-25,1081.2120361328125,1082.9000244140625,1168.0,1064.4000244140625,1150.0,152927,2022-04-25
2022-05-02,1039.8765869140625,1041.5,1129.0,1025.1500244140625,1066.6500244140625,82774,2022-05-02
2022-05-09,894.2039794921875,895.5999755859375,1037.699951171875,847.5499877929688,1035.0,171561,2022-05-09
2022-05-16,1104.9749755859375,1106.699951171875,1115.75,907.25,969.7999877929688,203773,2022-05-16
2022-05-23,1078.4664306640625,1080.1500244140625,1159.9000244140625,1010.0,1109.9000244140625,112813,2022-05-23
2022-05-30,1007.2275390625,1008.7999877929688,1136.449951171875,1000.1500244140625,1099.0,62591,2022-05-30
2022-06-06,1024.05126953125,1025.6500244140625,1050.0,995.0,1015.0,27535,2022-06-06
2022-06-13,882.1727905273438,883.5499877929688,1010.3499755859375,861.4000244140625,1010.3499755859375,48099,2022-06-13
2022-06-20,858.1103515625,859.4500122070312,894.25,818.3499755859375,894.25,43283,2022-06-20
2022-06-27,886.1665649414062,887.5499877929688,921.0,854.0,869.25,46029,2022-06-27
2022-07-04,860.80615234375,862.1500244140625,901.0,840.8499755859375,896.5999755859375,17601,2022-07-04
2022-07-11,918.216552734375,919.6500244140625,935.7000122070312,852.8499755859375,852.9500122070312,48541,2022-07-11
2022-07-18,906.385009765625,907.7999877929688,945.0,902.0499877929688,937.9500122070312,23728,2022-07-18
2022-07-25,850.6719970703125,852.0,925.9500122070312,844.5999755859375,925.9500122070312,29940,2022-07-25
2022-08-01,841.8856811523438,843.2000122070312,897.7000122070312,840.0999755859375,868.9500122070312,27148,2022-08-01
2022-08-08,887.264892578125,888.6500244140625,919.5,831.2000122070312,831.5999755859375,161691,2022-08-08
2022-08-15,866.946533203125,868.2999877929688,909.0,856.2000122070312,888.6500244140625,45424,2022-08-15
2022-08-22,1108.469482421875,1110.199951171875,1193.0,860.0999755859375,878.5999755859375,693049,2022-08-22
2022-08-29,1079.9140625,1081.5999755859375,1144.0,1058.0,1100.0,26347,2022-08-29
2022-09-05,1102.478759765625,1104.199951171875,1164.5,1065.6500244140625,1118.300048828125,66611,2022-09-05
2022-09-12,1149.6551513671875,1151.449951171875,1197.4000244140625,1050.25,1105.4000244140625,84151,2022-09-12
2022-09-19,1120.7503662109375,1122.5,1266.699951171875,1116.0,1174.5,120112,2022-09-19
2022-09-26,1086.6036376953125,1088.300048828125,1125.0,1046.449951171875,1110.0,43641,2022-09-26
2022-10-03,1200.3759765625,1202.25,1229.4000244140625,1063.0,1087.800048828125,58224,2022-10-03
2022-10-10,1188.1451416015625,1190.0,1214.199951171875,1110.050048828125,1210.0,57083,2022-10-10
2022-10-17,1181.1060791015625,1182.949951171875,1217.800048828125,1126.5,1201.9000244140625,33347,2022-10-17
2022-10-24,1119.0030517578125,1120.75,1198.949951171875,1112.050048828125,1198.949951171875,12723,2022-10-24
2022-10-31,1041.6239013671875,1043.25,1144.0,1031.0,1139.0,31916,2022-10-31
2022-11-07,1051.358642578125,1053.0,1126.199951171875,1040.0999755859375,1088.0,33607,2022-11-07
2022-11-14,959.8015747070312,961.2999877929688,1090.0,953.8499755859375,1090.0,44373,2022-11-14
2022-11-21,932.044921875,933.5,1002.9500122070312,930.0,975.7000122070312,27501,2022-11-21
2022-11-28,910.5784301757812,912.0,984.9000244140625,875.5999755859375,970.0,75026,2022-11-28
2022-12-05,974.6784057617188,976.2000122070312,1040.0,931.4000244140625,935.0,101671,2022-12-05
2022-12-12,963.3460693359375,964.8499755859375,1098.699951171875,940.0,961.5499877929688,210117,2022-12-12
2022-12-19,876.2320556640625,877.5999755859375,1003.4500122070312,869.6500244140625,969.0,43247,2022-12-19
2022-12-26,886.016845703125,887.4000244140625,935.0,864.0,864.0,28109,2022-12-26
2023-01-02,869.4925537109375,870.8499755859375,903.1500244140625,858.0,885.0,18318,2023-01-02
2023-01-09,851.67041015625,853.0,983.7999877929688,848.0499877929688,870.8499755859375,125182,2023-01-09
2023-01-16,834.3474731445312,835.6500244140625,860.75,826.0,859.75,15408,2023-01-16
2023-01-23,767.7514038085938,768.9500122070312,849.9500122070312,765.0999755859375,846.5499877929688,23119,2023-01-23
2023-01-30,719.077392578125,720.2000122070312,807.75,713.0499877929688,765.0499877929688,54411,2023-01-30
2023-02-06,725.7669677734375,726.9000244140625,787.1500244140625,701.0499877929688,730.0,47785,2023-02-06
2023-02-13,678.141357421875,679.2000122070312,746.0,668.0,726.9000244140625,20640,2023-02-13
2023-02-20,588.6310424804688,589.5499877929688,693.0999755859375,580.0999755859375,693.0999755859375,54851,2023-02-20
2023-02-27,588.4313354492188,589.3499755859375,650.3499755859375,564.8499755859375,608.0,98665,2023-02-27
2023-03-06,799.5517578125,800.7999877929688,815.7000122070312,586.1500244140625,611.0,659640,2023-03-06
2023-03-13,737.7982177734375,738.9500122070312,850.0,726.2000122070312,796.0999755859375,630634,2023-03-13
2023-03-20,635.5078735351562,636.5,770.7000122070312,631.0,764.7000122070312,116976,2023-03-20
2023-03-27,594.1224975585938,595.0499877929688,646.4000244140625,562.0,637.0,191230,2023-03-27
2023-04-03,613.4922485351562,614.4500122070312,635.0,590.0499877929688,600.0,72835,2023-04-03
2023-04-10,706.397216796875,707.5,740.0,610.0,623.6500244140625,322184,2023-04-10
2023-04-17,652.4314575195312,653.4500122070312,714.0,649.4000244140625,694.0,94189,2023-04-17
2023-04-24,635.5578002929688,636.5499877929688,661.9500122070312,630.0999755859375,657.5499877929688,43998,2023-04-24
2023-05-01,715.3831787109375,716.5,751.5999755859375,636.5499877929688,636.5499877929688,346349,2023-05-01
2023-05-08,723.3707275390625,724.5,748.9000244140625,702.2999877929688,718.0,53065,2023-05-08
2023-05-15,709.4424438476562,710.5499877929688,739.9500122070312,703.5499877929688,728.0,40021,2023-05-15
2023-05-22,695.0149536132812,696.0999755859375,735.7000122070312,656.9500122070312,714.1500244140625,92922,2023-05-22
2023-05-29,654.9774780273438,656.0,710.7000122070312,652.9000244140625,699.5999755859375,43175,2023-05-29
2023-06-05,653.7793579101562,654.7999877929688,705.9500122070312,651.7999877929688,659.25,65551,2023-06-05
2023-06-12,617.8853759765625,618.8499755859375,682.0,618.0,658.0999755859375,101928,2023-06-12
2023-06-19,621.0803833007812,622.0499877929688,639.4500122070312,586.4000244140625,620.0,144830,2023-06-19
2023-06-26,664.5125732421875,665.5499877929688,704.9500122070312,611.2999877929688,625.7000122070312,238317,2023-06-26
2023-07-03,737.1990966796875,738.3499755859375,793.2999877929688,662.1500244140625,672.0,572577,2023-07-03
2023-07-10,752.7748413085938,753.9500122070312,774.9500122070312,716.0499877929688,743.0,176576,2023-07-10
2023-07-17,721.4736328125,722.5999755859375,767.6500244140625,707.2999877929688,757.75,118871,2023-07-17
2023-07-24,713.0867919921875,714.2000122070312,759.7000122070312,710.0999755859375,718.8499755859375,122185,2023-07-24
2023-07-31,712.3379516601562,713.4500122070312,745.8499755859375,689.0,715.0,97318,2023-07-31
2023-08-07,721.3239135742188,722.4500122070312,775.0,697.5,717.0499877929688,339541,2023-08-07
2023-08-14,670.1038818359375,671.1500244140625,741.2999877929688,670.0,726.0499877929688,186654,2023-08-14
2023-08-21,636.9556274414062,637.9500122070312,693.7999877929688,632.75,672.0499877929688,122403,2023-08-21
2023-08-28,638.0,638.0,666.2999877929688,607.0,641.1500244140625,189373,2023-08-28
2023-09-04,629.4000244140625,629.4000244140625,659.4000244140625,625.0,641.2000122070312,147538,2023-09-04
2023-09-11,633.0999755859375,633.0999755859375,664.4500122070312,611.0999755859375,632.5499877929688,160058,2023-09-11
2023-09-18,629.9000244140625,629.9000244140625,648.0,621.0,636.2999877929688,101619,2023-09-18
2023-09-25,632.9500122070312,632.9500122070312,665.4000244140625,617.0,633.0499877929688,272411,2023-09-25
2023-10-02,630.4000244140625,630.4000244140625,648.6500244140625,622.9500122070312,632.9500122070312,55318,2023-10-02
2023-10-09,625.6500244140625,625.6500244140625,647.5999755859375,617.5999755859375,629.0499877929688,143961,2023-10-09
2023-10-16,719.9000244140625,719.9000244140625,739.0,622.5499877929688,628.75,1212951,2023-10-16
2023-10-23,681.7999877929688,681.7999877929688,721.4500122070312,629.5499877929688,715.0,195436,2023-10-23
2023-10-30,687.8499755859375,687.8499755859375,724.0,665.0,686.25,274307,2023-10-30
2023-11-06,820.4000244140625,820.4000244140625,840.0,687.5,691.2999877929688,2532956,2023-11-06
2023-11-13,882.1500244140625,882.1500244140625,906.5,824.5499877929688,840.5,911557,2023-11-13
2023-11-20,914.25,914.25,942.0,876.0,884.7999877929688,947851,2023-11-20
2023-11-27,931.4500122070312,931.4500122070312,939.0,897.0499877929688,914.25,381020,2023-11-27
2023-12-04,922.1500244140625,922.1500244140625,970.0,901.2000122070312,965.0,522600,2023-12-04
2023-12-11,910.4000244140625,910.4000244140625,975.0,900.5,925.0,772953,2023-12-11
2023-12-18,941.5499877929688,941.5499877929688,978.0,892.0999755859375,920.0,993972,2023-12-18
2023-12-25,1045.9000244140625,1045.9000244140625,1106.0,927.0,941.5499877929688,2857778,2023-12-25
2024-01-01,1071.0999755859375,1071.0999755859375,1089.699951171875,1022.75,1050.25,625451,2024-01-01
2024-01-08,1156.8499755859375,1156.8499755859375,1212.0,1050.0,1061.0,773272,2024-01-08
2024-01-15,1181.949951171875,1181.949951171875,1208.0,1119.4000244140625,1165.0,396676,2024-01-15
2024-01-22,1180.75,1180.75,1205.8499755859375,1138.199951171875,1181.949951171875,171661,2024-01-22
2024-01-29,1128.050048828125,1128.050048828125,1197.0,1103.0,1186.699951171875,332011,2024-01-29
2024-02-05,1138.25,1138.25,1181.9000244140625,1020.25,1121.0,310794,2024-02-05
2024-02-12,1167.0999755859375,1167.0999755859375,1240.0,1135.0999755859375,1145.0,461786,2024-02-12
2024-02-19,1146.75,1146.75,1182.5,1085.1500244140625,1167.0999755859375,60781,2024-02-19
2024-02-26,1110.8499755859375,1110.8499755859375,1186.0,1080.0,1146.75,101597,2024-02-26
2024-03-04,1129.050048828125,1129.050048828125,1157.5,1085.0,1102.199951171875,229430,2024-03-04
2024-03-11,1079.6500244140625,1079.6500244140625,1170.0,1065.0,1145.0,150747,2024-03-11
2024-03-18,1089.800048828125,1089.800048828125,1112.0,1030.0,1078.0,70624,2024-03-18
2024-03-25,1088.5999755859375,1088.5999755859375,1099.9000244140625,1050.0,1089.800048828125,63575,2024-03-25
2024-04-01,1084.800048828125,1084.800048828125,1130.0,1065.0,1080.0,25839,2024-04-01
2024-04-08,1062.300048828125,1062.300048828125,1114.949951171875,1037.0,1095.0,15688,2024-04-08
2024-04-15,1050.1500244140625,1050.1500244140625,1094.0,1025.0,1062.0,101674,2024-04-15
2024-04-22,1101.050048828125,1101.050048828125,1164.0,1050.1500244140625,1089.949951171875,100528,2024-04-22
2024-04-29,1086.5,1086.5,1137.4000244140625,1070.5999755859375,1104.699951171875,87953,2024-04-29
2024-05-06,1020.4500122070312,1020.4500122070312,1112.0,987.25,1108.0,70985,2024-05-06
2024-05-13,1067.1500244140625,1067.1500244140625,1084.0,987.0,1021.0,97682,2024-05-13
2024-05-20,1117.8499755859375,1117.8499755859375,1151.0,1046.0,1046.0,186564,2024-05-20
2024-05-27,1012.4500122070312,1012.4500122070312,1175.0,970.6500244140625,1139.949951171875,211640,2024-05-27
2024-06-03,1088.699951171875,1088.699951171875,1108.0,951.0499877929688,1034.0,432639,2024-06-03
2024-06-10,1126.5,1126.5,1168.199951171875,1050.0,1098.0,555686,2024-06-10
2024-06-17,1136.199951171875,1136.199951171875,1157.949951171875,1085.949951171875,1126.5,264067,2024-06-17
2024-06-24,1266.050048828125,1266.050048828125,1342.0,1140.050048828125,1150.0,1438302,2024-06-24
2024-07-01,1373.0999755859375,1373.0999755859375,1382.9000244140625,1261.0999755859375,1272.0,553027,2024-07-01
2024-07-08,1561.1500244140625,1561.1500244140625,1595.9000244140625,1380.0,1385.0,1497690,2024-07-08
2024-07-15,1463.050048828125,1463.050048828125,1589.75,1454.0,1574.949951171875,330827,2024-07-15
2024-07-22,1577.550048828125,1577.550048828125,1620.0,1440.050048828125,1440.050048828125,1207618,2024-07-22
2024-07-29,1492.25,1492.25,1619.0,1480.050048828125,1589.949951171875,424268,2024-07-29
2024-08-05,1524.449951171875,1524.449951171875,1575.0,1434.4000244140625,1462.4000244140625,452365,2024-08-05
2024-08-12,1509.4000244140625,1509.4000244140625,1542.0999755859375,1435.050048828125,1521.3499755859375,431157,2024-08-12
2024-08-19,1499.5,1499.5,1545.300048828125,1448.050048828125,1509.949951171875,489698,2024-08-19
2024-08-26,1587.25,1587.25,1669.949951171875,1500.0,1525.0,510382,2024-08-26
2024-09-02,1510.199951171875,1510.199951171875,1587.9000244140625,1493.699951171875,1587.8499755859375,151260,2024-09-02
2024-09-09,1437.9000244140625,1437.9000244140625,1519.949951171875,1430.050048828125,1505.0,169328,2024-09-09
2024-09-16,1392.050048828125,1392.050048828125,1459.1500244140625,1309.050048828125,1443.9000244140625,252456,2024-09-16
2024-09-23,1439.0999755859375,1439.0999755859375,1499.0,1362.6500244140625,1400.1500244140625,190799,2024-09-23
2024-09-30,1404.0999755859375,1404.0999755859375,1442.6500244140625,1299.0,1417.050048828125,123011,2024-09-30
2024-10-07,1460.199951171875,1460.199951171875,1484.9000244140625,1290.6500244140625,1397.0,157013,2024-10-07
2024-10-14,1398.0,1398.0,1465.0,1348.1500244140625,1462.4000244140625,84893,2024-10-14
2024-10-21,1277.75,1277.75,1404.1500244140625,1260.0,1398.0,129406,2024-10-21
2024-10-28,1372.3499755859375,1372.3499755859375,1399.0,1238.5999755859375,1280.949951171875,91535,2024-10-28
2024-11-04,1326.5999755859375,1326.5999755859375,1368.800048828125,1304.0,1351.75,44308,2024-11-04
2024-11-11,1204.1500244140625,1204.1500244140625,1323.5,1190.0,1320.6500244140625,77962,2024-11-11
2024-11-18,1103.300048828125,1103.300048828125,1247.0,1077.9000244140625,1204.1500244140625,123723,2024-11-18
2024-11-25,1290.3499755859375,1290.3499755859375,1298.0,1108.050048828125,1119.8499755859375,127985,2024-11-25
2024-12-02,1195.300048828125,1195.300048828125,1298.0,1175.5999755859375,1298.0,98953,2024-12-02
2024-12-09,1119.3499755859375,1119.3499755859375,1221.0,1105.0,1186.1500244140625,84905,2024-12-09
2024-12-16,1134.550048828125,1134.550048828125,1171.0,1109.199951171875,1119.3499755859375,92233,2024-12-16
2024-12-23,1158.699951171875,1158.699951171875,1190.5999755859375,1086.5,1137.949951171875,50765,2024-12-23
2024-12-30,1147.199951171875,1147.199951171875,1216.0,1132.199951171875,1141.300048828125,87491,2024-12-30
2025-01-06,1072.0,1072.0,1161.5,1050.050048828125,1159.949951171875,79297,2025-01-06
2025-01-13,1030.0,1030.0,1085.5999755859375,978.7000122070312,1050.5,62497,2025-01-13
2025-01-20,1045.8499755859375,1045.8499755859375,1083.9000244140625,1008.8499755859375,1042.9000244140625,68267,2025-01-20
2025-01-27,1054.550048828125,1054.550048828125,1124.9000244140625,950.0,1036.3499755859375,212541,2025-01-27
2025-02-03,976.0999755859375,976.0999755859375,1077.0,961.0499877929688,1060.0,124152,2025-02-03
2025-02-10,895.8499755859375,895.8499755859375,981.2999877929688,780.5,962.0,217066,2025-02-10
2025-02-17,918.5999755859375,918.5999755859375,925.7999877929688,839.9500122070312,867.75,178667,2025-02-17
2025-02-24,935.2999877929688,935.2999877929688,951.0,891.75,904.7999877929688,68301,2025-02-24
2025-03-03,973.2000122070312,973.2000122070312,987.0999755859375,911.0499877929688,935.0999755859375,125698,2025-03-03
2025-03-10,948.9500122070312,948.9500122070312,974.0,926.4500122070312,961.2000122070312,88750,2025-03-10
2025-03-17,932.5999755859375,932.5999755859375,964.4000244140625,929.9500122070312,953.7000122070312,122208,2025-03-17
2025-03-24,975.4000244140625,975.4000244140625,1078.0,903.0,930.3499755859375,487675,2025-03-24
2025-03-31,1031.1500244140625,1031.1500244140625,1061.9000244140625,968.0499877929688,975.4000244140625,96626,2025-03-31
2025-04-07,1023.4000244140625,1023.4000244140625,1049.949951171875,973.0,1030.0,72439,2025-04-07
2025-04-14,978.0,978.0,1038.449951171875,972.0,1029.4000244140625,57996,2025-04-14
2025-04-21,939.6500244140625,939.6500244140625,1012.7000122070312,933.4500122070312,992.6500244140625,51918,2025-04-21
2025-04-28,956.0,956.0,990.0,915.0,939.6500244140625,38182,2025-04-28
2025-05-05,857.2000122070312,857.2000122070312,974.3499755859375,852.0,950.0499877929688,69033,2025-05-05
2025-05-12,843.75,843.75,886.25,822.0,865.0,93103,2025-05-12
2025-05-19,962.9000244140625,962.9000244140625,1015.5,829.5,835.5,417306,2025-05-19
2025-05-26,925.4500122070312,925.4500122070312,995.0499877929688,901.0999755859375,978.0,128535,2025-05-26
2025-06-02,878.5499877929688,878.5499877929688,984.0,875.2000122070312,924.0,85271,2025-06-02
2025-06-09,859.9000244140625,859.9000244140625,900.0,852.2999877929688,883.4000244140625,127884,2025-06-09
2025-06-16,837.1500244140625,837.1500244140625,883.4500122070312,832.0499877929688,868.5,112090,2025-06-16
2025-06-23,839.2000122070312,839.2000122070312,857.4500122070312,812.4000244140625,837.1500244140625,120361,2025-06-23
2025-06-30,875.0499877929688,875.0499877929688,891.0,835.0,842.9000244140625,77545,2025-06-30
2025-07-07,843.5499877929688,843.5499877929688,887.8499755859375,833.0,883.7999877929688,106972,2025-07-07
2025-07-14,837.5,837.5,852.7000122070312,829.5499877929688,843.5499877929688,18014,2025-07-14
